Species,Average_Count,Percentage
H2O,90.74687552074654,80.4532561162983
H*,7.582736210631562,6.722609620612221
H2,7.332277953674388,6.500561399361778
*OH,5.688718546908849,5.043434582200685
O2,0.8086985502416264,0.7169660796596147
H2O2,0.21696383936010666,0.19235314974589293
HO2*,0.2044659223462756,0.18127289918449355
O*,0.1453091151474754,0.12882637986053658
H3O+,0.06848858523579403,0.060719773076468496
