Step,Time_fs,Kinetic_au,Temperature_K,Potential_au,Conserved_au
4145,2072.5,1.196092111,305.578936264,-3487.177383499,-3480.692074819
4146,2073.0,1.202852321,307.306042186,-3487.180375868,-3480.692136199
4147,2073.5,1.198583101,306.215337113,-3487.17879753,-3480.691994904
4148,2074.0,1.196488915,305.680312212,-3487.175418196,-3480.691614842
4149,2074.5,1.196073135,305.574088119,-3487.17551769,-3480.69144295
4150,2075.0,1.20319788,307.394325894,-3487.181150872,-3480.691783496
4151,2075.5,1.199823354,306.532198336,-3487.187686061,-3480.692197889
4152,2076.0,1.200709963,306.758710098,-3487.188981965,-3480.692274038
4153,2076.5,1.190560336,304.165672264,-3487.183032167,-3480.692108465
4154,2077.0,1.179441515,301.325023534,-3487.171571021,-3480.692015248
4155,2077.5,1.170202357,298.964593329,-3487.156445621,-3480.692046791
4156,2078.0,1.151768865,294.255184333,-3487.138139433,-3480.691986495
4157,2078.5,1.133446263,289.57410574,-3487.117618018,-3480.691767549
4158,2079.0,1.113777596,284.549132867,-3487.098034859,-3480.691470512
4159,2079.5,1.098748428,280.709464459,-3487.084415884,-3480.691242142
4160,2080.0,1.102209919,281.593810029,-3487.080354386,-3480.691262179
4161,2080.5,1.10961135,283.4847356,-3487.085406178,-3480.691543361
4162,2081.0,1.115001947,284.861931357,-3487.095201952,-3480.691860337
4163,2081.5,1.134494607,289.841937888,-3487.105147387,-3480.692020501
4164,2082.0,1.142508874,291.8894315,-3487.112237981,-3480.692067243
4165,2082.5,1.143330627,292.099374058,-3487.115319598,-3480.692049162
4166,2083.0,1.142333009,291.844501466,-3487.114787744,-3480.691947545
4167,2083.5,1.148130372,293.325618106,-3487.11244104,-3480.691727561
4168,2084.0,1.140499346,291.376035045,-3487.111842336,-3480.691493693
4169,2084.5,1.148374867,293.388081915,-3487.116382256,-3480.691612667
4170,2085.0,1.160721765,296.542481136,-3487.124354257,-3480.692071311
4171,2085.5,1.160523959,296.491945462,-3487.129345001,-3480.692405704
4172,2086.0,1.157045397,295.603238456,-3487.126630511,-3480.69240228
4173,2086.5,1.145962412,292.771745251,-3487.115132166,-3480.692195914
4174,2087.0,1.131406675,289.053029473,-3487.097534351,-3480.69177791
4175,2087.5,1.118595688,285.78006439,-3487.080588111,-3480.691171497
4176,2088.0,1.105234889,282.366632674,-3487.07334734,-3480.690813233
4177,2088.5,1.114150656,284.644442759,-3487.081016057,-3480.690992196
4178,2089.0,1.129671816,288.609805851,-3487.100826335,-3480.691525469
4179,2089.5,1.154327253,294.908804139,-3487.124526009,-3480.692045264
4180,2090.0,1.182260456,302.045209632,-3487.143405344,-3480.692268167
4181,2090.5,1.188571323,303.657516927,-3487.15286523,-3480.692181063
4182,2091.0,1.196613436,305.712124868,-3487.153293638,-3480.69188022
4183,2091.5,1.188823879,303.722040381,-3487.14776234,-3480.691567514
4184,2092.0,1.18408643,302.511711475,-3487.140180099,-3480.691376351
4185,2092.5,1.171059142,299.183485505,-3487.133853231,-3480.691313208
4186,2093.0,1.170943348,299.153902556,-3487.130095279,-3480.691351223
4187,2093.5,1.176894564,300.674325686,-3487.128974806,-3480.691317183
4188,2094.0,1.182903796,302.209570847,-3487.131271561,-3480.691286382
4189,2094.5,1.189508993,303.897073942,-3487.137310964,-3480.691501737
4190,2095.0,1.200551092,306.718121626,-3487.144417127,-3480.691767787
4191,2095.5,1.197411371,305.915982379,-3487.149062413,-3480.691874501
4192,2096.0,1.19998125,306.572537723,-3487.149726462,-3480.691876579
4193,2096.5,1.196163587,305.597197048,-3487.146577845,-3480.691719428
4194,2097.0,1.196741624,305.744874509,-3487.1417084,-3480.69145276
4195,2097.5,1.192519936,304.666312905,-3487.138400828,-3480.691296875
4196,2098.0,1.191247473,304.341222817,-3487.138361432,-3480.691326316
4197,2098.5,1.181382433,301.820891414,-3487.140857872,-3480.691438218
4198,2099.0,1.185853217,302.963092303,-3487.144141085,-3480.69151903
4199,2099.5,1.188505703,303.640752356,-3487.14676049,-3480.691530533
4200,2100.0,1.188512785,303.642561614,-3487.148293884,-3480.691514842
4201,2100.5,1.186132985,303.034567655,-3487.149038323,-3480.691542864
4202,2101.0,1.185175632,302.789981992,-3487.148623832,-3480.691614088
4203,2101.5,1.177026272,300.707974558,-3487.146330697,-3480.691684244
4204,2102.0,1.172016852,299.428162438,-3487.141301624,-3480.691766377
4205,2102.5,1.167449275,298.261232846,-3487.132987041,-3480.69178995
4206,2103.0,1.15880124,296.051823322,-3487.122739292,-3480.691644159
4207,2103.5,1.153290771,294.644002531,-3487.113443507,-3480.691502448
4208,2104.0,1.147742586,293.226546061,-3487.10804645,-3480.691346091
4209,2104.5,1.146065519,292.798087056,-3487.10927502,-3480.69124658
4210,2105.0,1.1532143,294.624465745,-3487.118885405,-3480.691470868
4211,2105.5,1.164604253,297.534383508,-3487.134511586,-3480.69186854
4212,2106.0,1.180470436,301.587893356,-3487.150759044,-3480.692146225
4213,2106.5,1.193918937,305.023731318,-3487.163777841,-3480.692228476
4214,2107.0,1.199431774,306.432157123,-3487.172876454,-3480.692133068
4215,2107.5,1.202688159,307.264101819,-3487.179049728,-3480.692077513
4216,2108.0,1.206151138,308.148827653,-3487.182664452,-3480.692192486
4217,2108.5,1.208841613,308.836193136,-3487.18217863,-3480.692310941
4218,2109.0,1.205795499,308.057968621,-3487.175870581,-3480.692258699
4219,2109.5,1.187422239,303.36394765,-3487.164067868,-3480.692061028
4220,2110.0,1.180830383,301.67985301,-3487.149709591,-3480.691748444
4221,2110.5,1.166411611,297.99612926,-3487.137310999,-3480.691414077
4222,2111.0,1.156782937,295.536185102,-3487.131610161,-3480.691316204
4223,2111.5,1.152518962,294.446820022,-3487.133874501,-3480.691574597
4224,2112.0,1.165021391,297.640954328,-3487.140322678,-3480.691922497
4225,2112.5,1.168597446,298.554568691,-3487.145157688,-3480.692112816
4226,2113.0,1.170379315,299.009802601,-3487.144794666,-3480.692120271
4227,2113.5,1.164653768,297.547033516,-3487.139156959,-3480.691916201
4228,2114.0,1.163458922,297.241773094,-3487.129807015,-3480.691687429
4229,2114.5,1.150030795,293.811140344,-3487.119374008,-3480.691478363
4230,2115.0,1.142957404,292.004022407,-3487.111565188,-3480.69119075
4231,2115.5,1.141241436,291.565625019,-3487.110852476,-3480.691018907
4232,2116.0,1.148430788,293.40236863,-3487.120025993,-3480.691169063
4233,2116.5,1.164591291,297.531071785,-3487.136138974,-3480.691625407
4234,2117.0,1.18261839,302.136655177,-3487.1517238,-3480.692019142
4235,2117.5,1.192245041,304.596082444,-3487.159869969,-3480.692096757
4236,2118.0,1.182809549,302.185492619,-3487.158541583,-3480.691901431
4237,2118.5,1.17311765,299.709395476,-3487.151103279,-3480.691534092
4238,2119.0,1.160935936,296.597197722,-3487.142900329,-3480.691281629
4239,2119.5,1.15887041,296.069494865,-3487.137794839,-3480.69110634
4240,2120.0,1.156338519,295.422644497,-3487.137247769,-3480.69099698
4241,2120.5,1.160918674,296.592787583,-3487.141477014,-3480.691092146
4242,2121.0,1.177117832,300.731366533,-3487.148890231,-3480.691350531
4243,2121.5,1.181675938,301.895876367,-3487.155813335,-3480.691629225
4244,2122.0,1.178530691,301.092325132,-3487.158099883,-3480.691726705
4245,2122.5,1.174759015,300.128733221,-3487.154378731,-3480.691572706
4246,2123.0,1.154521124,294.958334615,-3487.147132235,-3480.691290176
4247,2123.5,1.149341874,293.635133968,-3487.140843999,-3480.691176089
4248,2124.0,1.152845573,294.530262884,-3487.137583411,-3480.691328589
4249,2124.5,1.152633374,294.476049942,-3487.135835045,-3480.691647066
4250,2125.0,1.147143624,293.073522597,-3487.132131427,-3480.691854028
4251,2125.5,1.143436166,292.126337024,-3487.124506911,-3480.691669356
4252,2126.0,1.139740127,291.182069101,-3487.116539997,-3480.691141472
4253,2126.5,1.130282374,288.76579192,-3487.116437978,-3480.690818876
4254,2127.0,1.144042683,292.281290678,-3487.127829368,-3480.691198416
4255,2127.5,1.154645445,294.990096147,-3487.144808322,-3480.691783879
4256,2128.0,1.168872171,298.624755766,-3487.158864065,-3480.69190849
4257,2128.5,1.172050149,299.436669197,-3487.165678712,-3480.691754284
4258,2129.0,1.169112087,298.686049913,-3487.165745761,-3480.691559679
4259,2129.5,1.162364761,296.962235526,-3487.161939008,-3480.691322288
4260,2130.0,1.164889131,297.607164295,-3487.15790657,-3480.691102459
4261,2130.5,1.166832558,298.103673194,-3487.156595916,-3480.690990821
4262,2131.0,1.165061419,297.651180648,-3487.159208679,-3480.691073086
4263,2131.5,1.170899636,299.142734856,-3487.164363395,-3480.691306772
4264,2132.0,1.183810545,302.441228207,-3487.168740369,-3480.691535702
4265,2132.5,1.188208968,303.564942217,-3487.168947562,-3480.691627554
4266,2133.0,1.185664751,302.914942778,-3487.16372489,-3480.691495669
4267,2133.5,1.175042711,300.201212159,-3487.155391683,-3480.691124233
4268,2134.0,1.159010549,296.10529766,-3487.149490551,-3480.690815555
4269,2134.5,1.160357362,296.44938295,-3487.15068227,-3480.690929084
4270,2135.0,1.170288214,298.986528181,-3487.157760719,-3480.691305228
4271,2135.5,1.173873178,299.902418677,-3487.165212157,-3480.691593511
4272,2136.0,1.174776733,300.133259817,-3487.168968116,-3480.691582904
4273,2136.5,1.17624277,300.507804747,-3487.169517146,-3480.69136947
4274,2137.0,1.180003066,301.468489136,-3487.170138281,-3480.691295336
4275,2137.5,1.174450435,300.049897015,-3487.172439283,-3480.691389677
4276,2138.0,1.188124433,303.543344965,-3487.175620171,-3480.691400883
4277,2138.5,1.200160282,306.618277047,-3487.179750995,-3480.691299273
4278,2139.0,1.20753048,308.501223371,-3487.185781031,-3480.691357922
4279,2139.5,1.217803905,311.12588931,-3487.192471021,-3480.691682637
4280,2140.0,1.2175229,311.054097849,-3487.195181228,-3480.692011234
4281,2140.5,1.205202883,307.906566481,-3487.189818996,-3480.691958727
4282,2141.0,1.193850862,305.006339512,-3487.177982844,-3480.691432624
4283,2141.5,1.189699404,303.945720328,-3487.167043127,-3480.690888555
4284,2142.0,1.196546497,305.695023216,-3487.164179274,-3480.690878747
4285,2142.5,1.212809114,309.849814606,-3487.169232214,-3480.691265804
4286,2143.0,1.219006119,311.433032334,-3487.176261284,-3480.691453403
4287,2143.5,1.221135857,311.977140311,-3487.181714888,-3480.691234563
4288,2144.0,1.220015843,311.690997668,-3487.186639711,-3480.691011296
4289,2144.5,1.225888099,313.191248233,-3487.192781229,-3480.69107365
4290,2145.0,1.229169075,314.029475552,-3487.198552796,-3480.691318843
4291,2145.5,1.233686404,315.183567812,-3487.200124834,-3480.691517004
4292,2146.0,1.229266752,314.054430125,-3487.194911352,-3480.691424647
4293,2146.5,1.22014339,311.723583539,-3487.184076796,-3480.691144248
4294,2147.0,1.212386226,309.741774825,-3487.171304715,-3480.690978866
4295,2147.5,1.195375463,305.395846289,-3487.15916016,-3480.691024771
4296,2148.0,1.186873017,303.22363204,-3487.148016037,-3480.691011914
4297,2148.5,1.185275981,302.815619517,-3487.138548428,-3480.690811836
4298,2149.0,1.180786907,301.668745801,-3487.13414483,-3480.69060026
4299,2149.5,1.180120787,301.498564642,-3487.138637014,-3480.690696189
4300,2150.0,1.202045305,307.099864773,-3487.150827294,-3480.691093005
4301,2150.5,1.215599116,310.562607493,-3487.164836006,-3480.691455562
4302,2151.0,1.230360284,314.333806975,-3487.17489433,-3480.691672681
4303,2151.5,1.225180448,313.010456856,-3487.17708629,-3480.691777066
4304,2152.0,1.209280774,308.948390425,-3487.169912811,-3480.691588769
4305,2152.5,1.199966967,306.568888748,-3487.156199281,-3480.691024433
4306,2153.0,1.188777713,303.710245793,-3487.143921812,-3480.690342027
4307,2153.5,1.187882987,303.481660137,-3487.142834961,-3480.689991872
4308,2154.0,1.202093924,307.112286077,-3487.157888865,-3480.690288752
4309,2154.5,1.226665694,313.389909103,-3487.184602177,-3480.691098491
4310,2155.0,1.254156077,320.4131825,-3487.21117414,-3480.691908924
4311,2155.5,1.273541891,325.365891657,-3487.226052366,-3480.692263819
4312,2156.0,1.267479643,323.817101924,-3487.223950738,-3480.691982511
4313,2156.5,1.238333946,316.370927053,-3487.209532415,-3480.69127908
4314,2157.0,1.217251608,310.98478792,-3487.193827981,-3480.690780678
4315,2157.5,1.200977119,306.82696363,-3487.184734532,-3480.690839397
4316,2158.0,1.205691085,308.031292832,-3487.182367731,-3480.691069619
4317,2158.5,1.204885796,307.825556694,-3487.183685854,-3480.691138546
4318,2159.0,1.207234587,308.425628456,-3487.187365151,-3480.691152917
4319,2159.5,1.218486467,311.300271117,-3487.193079619,-3480.6912417
4320,2160.0,1.224075971,312.728283732,-3487.199268844,-3480.691399237
4321,2160.5,1.231454749,314.613422274,-3487.203437284,-3480.691504023
4322,2161.0,1.236563014,315.918487252,-3487.203648294,-3480.691458892
4323,2161.5,1.238955807,316.529800819,-3487.200293904,-3480.691273102
4324,2162.0,1.235450182,315.634179825,-3487.196080049,-3480.691034769
4325,2162.5,1.239774079,316.738853758,-3487.193867881,-3480.690963775
4326,2163.0,1.245040826,318.084408219,-3487.194354687,-3480.691077911
4327,2163.5,1.24879836,319.044387034,-3487.195857516,-3480.691164751
4328,2164.0,1.242629148,317.468269879,-3487.197565029,-3480.691083645
4329,2164.5,1.245258119,318.13992235,-3487.200323581,-3480.691055382
4330,2165.0,1.248301686,318.917496272,-3487.20383979,-3480.691299814
4331,2165.5,1.255306556,320.707108253,-3487.203859449,-3480.691546494
4332,2166.0,1.254601531,320.526987588,-3487.196068374,-3480.691289029
4333,2166.5,1.240820475,317.006188219,-3487.182344621,-3480.690725176
4334,2167.0,1.223982841,312.704490701,-3487.16900714,-3480.690415393
4335,2167.5,1.214947094,310.396028216,-3487.160389648,-3480.690343514
4336,2168.0,1.214315236,310.234600447,-3487.157662847,-3480.690239918
4337,2168.5,1.214614094,310.310952978,-3487.161197075,-3480.690197569
4338,2169.0,1.224704336,312.888819079,-3487.170447222,-3480.690415297
4339,2169.5,1.226176726,313.264987045,-3487.182048024,-3480.690802087
4340,2170.0,1.2270312,313.48328886,-3487.190203931,-3480.691205362
4341,2170.5,1.220924732,311.923201831,-3487.188996829,-3480.691393069
4342,2171.0,1.209281378,308.948544672,-3487.176398161,-3480.691138771
4343,2171.5,1.194534967,305.181115419,-3487.156658058,-3480.690466937
4344,2172.0,1.175192664,300.239522336,-3487.140055238,-3480.689735839
4345,2172.5,1.177311353,300.780807315,-3487.137650526,-3480.689561679
4346,2173.0,1.182291384,302.053111286,-3487.151918383,-3480.690217261
4347,2173.5,1.202715115,307.270988748,-3487.173558539,-3480.691154578
4348,2174.0,1.221059767,311.957700537,-3487.189172949,-3480.691744693
4349,2174.5,1.227599921,313.628586458,-3487.190160071,-3480.691775164
4350,2175.0,1.223295969,312.529008113,-3487.17614466,-3480.691283641
4351,2175.5,1.197889856,306.03822605,-3487.15352176,-3480.690631178
4352,2176.0,1.177636821,300.86395836,-3487.131535026,-3480.690285832
4353,2176.5,1.167183438,298.193316366,-3487.116032953,-3480.690271684
4354,2177.0,1.151293038,294.133619565,-3487.107974078,-3480.690297022
4355,2177.5,1.150906814,294.034946562,-3487.106978311,-3480.690267856
4356,2178.0,1.163847112,297.340948325,-3487.112599088,-3480.690388088
4357,2178.5,1.17186127,299.388414246,-3487.122354006,-3480.690739796
4358,2179.0,1.184841946,302.704731668,-3487.131184046,-3480.691094798
4359,2179.5,1.182671834,302.150309054,-3487.133745753,-3480.691205391
4360,2180.0,1.188957516,303.756181921,-3487.128256135,-3480.690983768
4361,2180.5,1.172665971,299.594000204,-3487.118203886,-3480.690563499
4362,2181.0,1.1668212,298.100771509,-3487.109640893,-3480.690207299
4363,2181.5,1.164201213,297.431414253,-3487.108346699,-3480.68998182
4364,2182.0,1.182066943,301.9957707,-3487.117622116,-3480.690004366
4365,2182.5,1.20068666,306.752756829,-3487.136949791,-3480.690345079
4366,2183.0,1.221201583,311.993931975,-3487.161535814,-3480.69088028
4367,2183.5,1.249342028,319.183284,-3487.183689154,-3480.691413355
4368,2184.0,1.262503483,322.545787119,-3487.195820815,-3480.691627991
4369,2184.5,1.267360766,323.786731004,-3487.194263135,-3480.691451986
4370,2185.0,1.252120296,319.893079042,-3487.181618612,-3480.691049725
4371,2185.5,1.23451712,315.395800117,-3487.164804086,-3480.690611478
4372,2186.0,1.227332334,313.56022301,-3487.149538036,-3480.690418922
4373,2186.5,1.211003122,309.388417915,-3487.138099433,-3480.690429733
4374,2187.0,1.20570304,308.034347035,-3487.131100899,-3480.6904257
4375,2187.5,1.200994496,306.831402896,-3487.129324417,-3480.690398749
4376,2188.0,1.208521369,308.75437677,-3487.132932493,-3480.690575453
4377,2188.5,1.203177703,307.389171138,-3487.139026394,-3480.691006752
4378,2189.0,1.212857705,309.862228724,-3487.141343172,-3480.691265773
4379,2189.5,1.200208993,306.630721872,-3487.135739016,-3480.691033036
4380,2190.0,1.18908613,303.789040455,-3487.124488848,-3480.690554649
4381,2190.5,1.17551587,300.322095365,-3487.11403122,-3480.690159575
4382,2191.0,1.176239171,300.506885177,-3487.109191609,-3480.690033427
4383,2191.5,1.182441819,302.091544598,-3487.110940487,-3480.690116074
4384,2192.0,1.184576703,302.636967084,-3487.117870578,-3480.690214336
4385,2192.5,1.194900644,305.274538875,-3487.128506169,-3480.690333112
