lag_time_fs,property_acf
0.0,1.0
0.5,0.9965022416603103
1.0,0.9930647183186717
1.5,0.9897357580761326
2.0,0.9865417769334666
2.5,0.9835179921538306
3.0,0.9806710642668439
3.5,0.9780241995291057
4.0,0.9755456192769177
4.5,0.9732530279383641
5.0,0.9711234790332208
5.5,0.9691350152054551
6.0,0.9672744787119164
6.5,0.9654880386616675
7.0,0.9637681079707522
7.5,0.9621311892054251
8.0,0.9604870914815112
8.5,0.9588599340288516
9.0,0.9572068774582598
9.5,0.9555025846265641
10.0,0.9537645965386767
10.5,0.9519346205103918
11.0,0.9501129140641352
11.5,0.9482851703150685
12.0,0.9465262740301172
12.5,0.9448229798809211
13.0,0.943197238791409
13.5,0.9417087477121877
14.0,0.9403058152537103
14.5,0.9389850473660004
15.0,0.9376934634451992
15.5,0.9364234172606307
16.0,0.9351716770877245
16.5,0.9339261116801469
17.0,0.9327297776462874
17.5,0.9315451610481268
18.0,0.9303457643589942
18.5,0.9291647935814016
19.0,0.9279834027096535
19.5,0.9267772833897024
20.0,0.92550340539758
20.5,0.9242080760273541
21.0,0.9229189214287057
21.5,0.9216772020685285
22.0,0.9204747781043822
22.5,0.9193140566619991
23.0,0.918207232093174
23.5,0.9171597764077416
24.0,0.9161396274815108
24.5,0.9151667223773019
25.0,0.9142045536314253
25.5,0.9132575556264172
26.0,0.9123158666421561
26.5,0.9113915778747536
27.0,0.910500207154932
27.5,0.9096395553940383
28.0,0.9087963404174212
28.5,0.90795837932976
29.0,0.907132326042856
29.5,0.9063069955151979
30.0,0.9054447869768679
30.5,0.9046056790731412
31.0,0.9037996700954992
31.5,0.9030234511345014
32.0,0.9022647250404752
32.5,0.90153116037895
33.0,0.9008050067601919
33.5,0.9001163529134858
34.0,0.8994653297133435
34.5,0.8988139728854144
35.0,0.8981490635347854
35.5,0.8974818185656165
36.0,0.8968165690861957
36.5,0.896175658960045
37.0,0.8955699860832603
37.5,0.8949507661623399
38.0,0.8943368952442374
38.5,0.8937539550055217
39.0,0.8931551250635412
39.5,0.8925295092727535
40.0,0.8918814265224759
40.5,0.8912385664666806
41.0,0.8906199737536022
41.5,0.8900367935608485
42.0,0.8894811268232936
42.5,0.8889575642160712
43.0,0.8884604288981042
43.5,0.8879842875651853
44.0,0.8875212261943495
44.5,0.8870245698575423
45.0,0.8865210519393376
45.5,0.8860105417590111
46.0,0.8854853564603065
46.5,0.884979201284725
47.0,0.884494191526265
47.5,0.8840157076239987
48.0,0.8835728934442875
48.5,0.883121854319417
49.0,0.8827062449144057
49.5,0.8822579834887888
