lag_time_fs,property_acf
0.0,1.0
0.5,0.9956357309251963
1.0,0.9913629918596198
1.5,0.987311674556341
2.0,0.9835328909405655
2.5,0.9800280156541078
3.0,0.9768193251799809
3.5,0.9740526616643633
4.0,0.9715699198887424
4.5,0.9692781785882609
5.0,0.9673225860304419
5.5,0.9655593338564827
6.0,0.9640397134232825
6.5,0.9626479882337522
7.0,0.9615081852505138
7.5,0.9606870284705299
8.0,0.9599585122856225
8.5,0.9593161843202059
9.0,0.9586282619038905
9.5,0.9579522804549185
10.0,0.9570990507211291
10.5,0.9556343820686819
11.0,0.9541664828620583
11.5,0.9524230112465406
12.0,0.9506904225061527
12.5,0.9489469995942905
13.0,0.9472215042646679
13.5,0.9456995845223486
14.0,0.9442857354312527
14.5,0.9428766179401501
15.0,0.9414500278138328
15.5,0.9400142558025572
16.0,0.9386051628152432
16.5,0.9372521299155474
17.0,0.9361866950711727
17.5,0.9353352174010305
18.0,0.9345565566611677
18.5,0.9339027634548417
19.0,0.9332021664970974
19.5,0.9324920426886351
20.0,0.9314654590712111
20.5,0.9301814142354257
21.0,0.9289251230416651
21.5,0.927688639150287
22.0,0.9265015964817158
22.5,0.9253496173998266
23.0,0.9243309332971064
23.5,0.9234006543207078
24.0,0.9225515113007171
24.5,0.9218059005270491
25.0,0.9209897882599104
25.5,0.9201724360385248
26.0,0.9193532455493841
26.5,0.91854742399002
27.0,0.9179600042645871
27.5,0.9174862388118872
28.0,0.9170114030133264
28.5,0.9165431344081914
29.0,0.9160502138141539
29.5,0.9155095695062456
30.0,0.9147306436030731
30.5,0.913911554965342
31.0,0.9131283477940103
31.5,0.9124279658082832
32.0,0.9117336681481709
32.5,0.911069296852106
33.0,0.9104111175448755
33.5,0.9098596339351966
34.0,0.9093533085191176
34.5,0.9088225723980848
35.0,0.9081587540429229
35.5,0.907515976983825
36.0,0.906794682422452
36.5,0.9062040301678848
37.0,0.9059081133310476
37.5,0.9056271112393999
38.0,0.905361075964197
38.5,0.9050709621925949
39.0,0.904748111324226
39.5,0.9041501743935415
40.0,0.9033060510228904
40.5,0.9024049151090894
41.0,0.9015881506186629
41.5,0.9008395287298387
42.0,0.9002073756337573
42.5,0.8997236914818031
43.0,0.8993336863820672
43.5,0.8989981323794751
44.0,0.8987243483083749
44.5,0.8983864314273021
45.0,0.8980318025130657
45.5,0.897637356957113
46.0,0.8972021401955477
46.5,0.8968766441861578
47.0,0.8966620905433881
47.5,0.8964390173733757
48.0,0.8962714034245479
48.5,0.8960392866870684
49.0,0.8957745123203286
49.5,0.8952922469040621
