r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.050889685823374414
0.6500000000000001,0.31178187018607445
0.75,1.5166668937967047
0.8500000000000001,0.21164241990206628
0.95,0.062356064163722746
1.05,0.005481062304811964
1.1500000000000001,0.0
1.25,0.0
1.35,0.017764025020030272
1.4500000000000002,0.9622415048261389
1.55,3.1999019190843976
1.6500000000000001,2.1902714938033205
1.75,8.397952607864932
1.85,3.031563312607575
1.9500000000000002,0.8005757264695904
2.05,1.2268495159084056
2.1500000000000004,1.808371713130569
2.25,2.2755704936565966
2.3500000000000005,2.4984789196939046
2.45,2.5674993084082622
2.55,2.487664799497221
2.6500000000000004,2.3571200899605964
2.75,2.2597319469455353
2.8500000000000005,2.2230188326868783
2.95,2.2608016621606546
3.05,2.367216644726849
3.1500000000000004,2.3442768854999056
3.25,2.333664126445701
3.3500000000000005,2.371990003471998
3.45,2.4425447037508294
3.55,2.535488000972049
3.6500000000000004,2.601627880652202
3.75,2.6526696624189268
3.8500000000000005,2.6831839658963776
3.95,2.68143845602512
4.050000000000001,2.6883621845673624
4.15,2.6763380586646255
4.25,2.6485173996543674
4.35,2.5724713595330475
4.45,2.4717102043427563
4.550000000000001,2.364495599266257
4.65,2.3213288051486987
4.75,2.308097558019086
4.8500000000000005,2.291990602982619
4.95,2.2125198868798814
5.050000000000001,2.1773986104135012
5.15,2.186662166687023
5.25,2.21487461823426
5.3500000000000005,2.238149694453617
5.45,2.2718688853151723
5.550000000000001,2.303176519275118
5.65,2.337602525323787
5.75,2.3628485968551107
5.8500000000000005,2.3787333380007496
5.95,2.3938196592949246
6.050000000000001,2.390619912674473
6.15,2.3720145653264004
6.25,2.345693354328734
6.3500000000000005,2.33381180910034
6.45,2.3087790838183677
6.550000000000001,2.3036825569037473
6.65,2.2902419807668064
6.75,2.272043251066071
6.8500000000000005,2.254110343944552
6.95,2.245794136076186
7.050000000000001,2.2377759991780253
7.15,2.2433219383003125
7.25,2.234611930912214
7.3500000000000005,2.231481005950374
7.45,2.215343187182504
7.550000000000001,2.204146461064997
7.65,2.1929729940148075
7.75,2.187031849630116
7.8500000000000005,2.183708206601699
7.95,2.183355422972687
