Angle_deg,Phi_probability_density,Theta_probability_density
1.0,0.00010321599304650152,0.00022544545849630595
3.0,0.00040199913081269016,0.0006192959582790092
5.0,0.0008420252064319861,0.0008528900478053021
7.0,0.0011897001303780965,0.0009724033029117775
9.0,0.0017818339852238158,0.0012576053889613212
11.0,0.0021132116471099523,0.001963820078226858
13.0,0.0026184267709691436,0.001933941764450239
15.0,0.002797696653628857,0.002401129943502825
17.0,0.003237722729248153,0.0029144936983920033
19.0,0.0039493698392003476,0.0032757496740547587
21.0,0.0042264232942199045,0.00399554541503694
23.0,0.004063450673620165,0.003938504997827032
25.0,0.004090612777053455,0.004242720556279878
27.0,0.0045034767492394615,0.00480225988700565
29.0,0.005410691003911343,0.005095610604085181
31.0,0.006057149065623642,0.005098326814428509
33.0,0.007121903520208605,0.005842568448500652
35.0,0.007121903520208605,0.006450999565406345
37.0,0.006567796610169491,0.0059376358105171665
39.0,0.007800956106040852,0.006336918730986528
41.0,0.008116036505867015,0.006336918730986528
43.0,0.008626684050412864,0.00684213385484572
45.0,0.008843980877879184,0.00708116036505867
47.0,0.00955019556714472,0.007526618861364624
49.0,0.009517601043024772,0.007828118209474141
51.0,0.009044980443285527,0.007795523685354194
53.0,0.009892438070404172,0.007974793568013908
55.0,0.010055410691003911,0.008243698392003477
57.0,0.009153628857018687,0.00861038678835289
59.0,0.009664276401564538,0.008922750977835724
61.0,0.009876140808344197,0.008835832246849196
63.0,0.010457409821816602,0.00890645371577575
65.0,0.009501303780964797,0.00938993915688831
67.0,0.00987070838765754,0.009433398522381573
69.0,0.010544328552803128,0.009080291177748804
71.0,0.010011951325510648,0.00968600608431117
73.0,0.010049978270317254,0.009088439808778792
75.0,0.009919600173837462,0.009485006518904824
77.0,0.010506301607996524,0.009800086918730987
79.0,0.010522598870056497,0.009732181660147762
81.0,0.009751195132551065,0.009887005649717515
83.0,0.01021838331160365,0.009702303346371143
85.0,0.011370056497175141,0.010286288570186874
87.0,0.010044545849630595,0.009851694915254238
89.0,0.01014232942199044,0.010302585832246849
91.0,0.009669708822251195,0.01021566710126032
93.0,0.010223815732290309,0.010283572359843547
95.0,0.00992503259452412,0.010071707953063886
97.0,0.009848978704910909,0.00987342459800087
99.0,0.009506736201651456,0.010009235115167318
101.0,0.008751629726205997,0.00973489787049109
103.0,0.00863754889178618,0.009829965232507605
105.0,0.008067144719687093,0.009036831812255541
107.0,0.007170795306388526,0.008979791395045632
109.0,0.006958930899608866,0.008979791395045632
111.0,0.006057149065623642,0.008219252498913516
113.0,0.006002824858757062,0.0077982398956975224
115.0,0.006084311169056932,0.007341916558018253
117.0,0.005747501086484137,0.0072142546718817905
119.0,0.005144502390265102,0.007007822685788787
121.0,0.004606692742285963,0.006622120817036071
123.0,0.004079747935680139,0.005733920034767493
125.0,0.0037918296392872664,0.006211973055193394
127.0,0.003829856584093872,0.004870165145588874
129.0,0.003737505432420687,0.004761516731855715
131.0,0.0037755323772272927,0.0046175575836592785
133.0,0.003672316384180791,0.0048104085180356365
135.0,0.0039493698392003476,0.003900478053020426
137.0,0.0033355063016079966,0.003886897001303781
139.0,0.002830291177748805,0.0031399391568883096
141.0,0.0024608865710560625,0.002754237288135593
143.0,0.002439156888309431,0.0029226423294219906
145.0,0.0024282920469361146,0.002729791395045632
147.0,0.0021077792264232943,0.0022082790091264666
149.0,0.0020697522816166885,0.0023305084745762713
151.0,0.001738374619730552,0.002314211212516297
153.0,0.0014069969578444155,0.001999130812690135
155.0,0.0011408083441981746,0.0018986310299869621
157.0,0.0012005649717514125,0.0016297262059973925
159.0,0.001048457192524989,0.0013499565406345068
161.0,0.0009887005649717514,0.0012385919165580183
163.0,0.0009398087787918296,0.001089200347674924
165.0,0.0007388092133854846,0.00085832246849196
167.0,0.0007170795306388527,0.0009370925684485007
169.0,0.0006736201651455889,0.0005568231203824424
171.0,0.0005649717514124294,0.000423728813559322
173.0,0.0003639721860060843,0.00031508039982616255
175.0,0.00020099956540634508,0.0002607561929595828
177.0,0.00010321599304650152,0.00019828335506301607
179.0,1.086484137331595e-05,4.617557583659279e-05
