Delta_A,Free_Energy_kcal_mol
-0.98,0.055753596935058325
-0.94,0.022957428354780318
-0.9,0.0
-0.86,0.0012632316942228217
-0.8200000000000001,0.01596509470718388
-0.78,0.06521529388800762
-0.74,0.14067810087304
-0.7,0.2407786735936293
-0.6599999999999999,0.38635639925864673
-0.62,0.5444565923332672
-0.5800000000000001,0.7535921518695375
-0.54,1.0121896316295025
-0.5,1.2743627179471568
-0.45999999999999996,1.5811241229588404
-0.42,1.8829306090779463
-0.38,2.1396593786269644
-0.33999999999999997,2.4368980771253033
-0.3,2.771971632906759
-0.26,3.2911954803578003
-0.21999999999999997,3.619311753435547
-0.18,4.066913660570813
-0.14,4.456845956119031
-0.09999999999999998,4.199056331028742
-0.06,4.575680497493156
-0.020000000000000018,4.5282802608277
0.020000000000000018,4.5282802608277
0.06000000000000005,4.645430059040468
0.10000000000000009,5.27779120790988
0.14,14.249609339533569
0.17999999999999994,14.249609339533569
0.21999999999999997,14.249609339533569
0.26,14.249609339533569
0.30000000000000004,14.249609339533569
0.3400000000000001,14.249609339533569
0.3800000000000001,14.249609339533569
0.42000000000000004,14.249609339533569
0.45999999999999996,14.249609339533569
0.5,14.249609339533569
0.54,14.249609339533569
0.5800000000000001,14.249609339533569
0.6200000000000001,14.249609339533569
0.66,14.249609339533569
0.7,14.249609339533569
0.74,14.249609339533569
0.78,14.249609339533569
0.8200000000000001,14.249609339533569
0.8600000000000001,14.249609339533569
0.9,14.249609339533569
0.94,14.249609339533569
0.98,14.249609339533569
