Species,Average_Count,Percentage
H2O,91.65741782277216,85.67194587844145
H2,7.440069991251094,6.954213731558098
H*,3.575053118360205,3.3415926887765055
*OH,2.7204099487564055,2.5427599798597895
O2,0.7099112610923635,0.6635521770469358
H3O+,0.4279465066866642,0.4000004672902655
HO2*,0.37307836520434945,0.3487153606487858
H2O2,0.08261467316585427,0.07721971637817335
