Angle_deg,Phi_probability_density,Theta_probability_density
1.0,0.0002714295288519536,0.00020608538301722406
3.0,0.0007305140406138999,0.0006115541853763153
5.0,0.0011862475705381678,0.0012130554252395953
7.0,0.0017492125192681456,0.0016419811004624355
9.0,0.0018799008109376047,0.002194893103679378
11.0,0.002074257757522954,0.002590308960525434
13.0,0.00251323637825883,0.002788016888948462
15.0,0.003300717110113263,0.003163326854768447
17.0,0.0036827290396086055,0.0034950740566986127
19.0,0.003726291803498425,0.00395248307754172
21.0,0.004785202064204812,0.003625762348368072
23.0,0.00440319013470947,0.003944105622947523
25.0,0.004949400174251056,0.003934052677434488
27.0,0.005441994504389786,0.004125058642182159
29.0,0.0054084846860130015,0.004739963809396153
31.0,0.005059982574894444,0.0053364385765029155
33.0,0.005100194356946586,0.005264392466992829
35.0,0.005981502580256015,0.005730178942430132
37.0,0.0062093693452181485,0.005683265196702634
39.0,0.006212720327055827,0.00648582534682662
41.0,0.006299845854835466,0.006303196836673145
43.0,0.0062060183633804705,0.0070085785135044565
45.0,0.006829300985188661,0.00670028818443804
47.0,0.007171101132631861,0.007184505059982575
49.0,0.006782387239461162,0.006869512767240802
51.0,0.0077441190268748746,0.00738891495208096
53.0,0.0078077876817907645,0.007377186515649085
55.0,0.008581864486294484,0.008347295757656994
57.0,0.009593861001273372,0.00843944775819315
59.0,0.010565645734200121,0.008196501574961464
61.0,0.010890690972454929,0.008717579250720461
63.0,0.011054889082501173,0.007958581864486294
65.0,0.010498626097446551,0.008601970377320555
67.0,0.011105153810066349,0.008928691106494203
69.0,0.011279404865625628,0.008848267542389921
71.0,0.010770055626298505,0.008789625360230547
73.0,0.010625963407278333,0.009054352925407145
75.0,0.010964412572883855,0.008573487031700288
77.0,0.00985858856644997,0.00874271161450305
79.0,0.010900743917967965,0.008861671469740633
81.0,0.010847128208565109,0.009283895181288117
83.0,0.01133972253870384,0.008854969506065277
85.0,0.010478520206420481,0.008632129213859661
87.0,0.010069700422223712,0.009119697071241873
89.0,0.009670933583539976,0.009324106963340259
91.0,0.010056296494872998,0.00899906172508545
93.0,0.009315729508746063,0.009677635547215334
95.0,0.008769519469204477,0.009932310166878896
97.0,0.008672340995911802,0.009974197439849876
99.0,0.008534950740566986,0.00987869445747604
101.0,0.007985389719187722,0.00981335031164131
103.0,0.00730178942430132,0.00936264325447356
105.0,0.007161048187118826,0.00944809329133436
107.0,0.0070069030225856175,0.009711145365592118
109.0,0.007140942296092755,0.008982306815897057
111.0,0.0069700422223711546,0.008697473359694391
113.0,0.006252932109107968,0.008394209503384492
115.0,0.005897728034314054,0.008761142014610281
117.0,0.005870920179612627,0.008126130956370216
119.0,0.006735473493733664,0.007894913209570404
121.0,0.006541116547148314,0.007482742443535956
123.0,0.006011661416795121,0.006807519603243751
125.0,0.005951343743716909,0.006241203672676094
127.0,0.00519737283023926,0.005621272032705583
129.0,0.004815360900743918,0.00590778097982709
131.0,0.004825413846256953,0.005490583741036123
133.0,0.004644460827022317,0.00509014141143355
135.0,0.004279203806715368,0.004719857918370082
137.0,0.003907244822733061,0.004329468534280544
139.0,0.003116413109040949,0.004115005696669124
141.0,0.0027779639434354266,0.0038351987132229743
143.0,0.002757858052409356,0.0034749681656725422
145.0,0.002573554051337042,0.0031583003820119296
147.0,0.0024261108504791905,0.0028248776891629246
149.0,0.0019335165203404597,0.0022485088130822332
151.0,0.001960324375041887,0.0021144695395750954
153.0,0.0019234635748274244,0.002057502848334562
155.0,0.0017257556464043964,0.0016017693184102943
157.0,0.001440922190201729,0.001456001608471282
159.0,0.0010153474968165673,0.001189598552375846
161.0,0.0009751357147644259,0.00107398967897594
163.0,0.0008578513504456806,0.001028751424167281
165.0,0.0005629649487299779,0.0009483278600629985
167.0,0.000418872729709805,0.0007187856041820254
169.0,0.0004054688023590912,0.0006534414583472957
171.0,0.00025802560150123987,0.0005495610213792641
173.0,0.00014074123718249448,0.0003233697473359694
175.0,0.00017760203739695731,0.00023959520139400846
177.0,0.00010388043696803164,0.00014409221902017292
179.0,0.0,6.70196367535688e-05
