Frame,Time_fs,LBHB_Fraction,Avg_Wire_Length,Hodge_Gradient_Pct,Hodge_Curl_Pct,Hodge_Harmonic_Pct
0.0,0.0,0.0,0.0,99.99999850668236,0.0,0.0038159142344194575
0.5,0.25,0.0,0.0,99.99999850248913,0.0,0.003821335522509648
1.0,0.5,0.0,0.0,99.99999849888302,0.0,0.0038260013813351127
1.5,0.75,0.0,0.0,99.99999813466984,0.0,0.004069481567415336
2.0,1.0,0.0,0.0,99.999998206566,0.0,0.004132956482262624
2.5,1.25,0.0,0.0,99.99999809612014,0.0,0.00424343779152067
3.0,1.5,0.0,0.0,99.99999809478254,0.0,0.004245051348043986
3.5,1.75,0.0009389671361502347,0.0,99.99999809357972,0.0,0.004246501531797487
4.0,2.0,0.001669449081803005,0.0,99.99999789138893,0.0,0.004902575953963969
4.5,2.25,0.002253944402704733,0.0,99.99999789029799,0.0,0.004903914531072002
5.0,2.5,0.0027378507871321013,0.0,99.99999851540346,0.0,0.0049123439834706595
5.5,2.75,0.0031426775612822125,0.0,99.99999851619016,0.0,0.0049115566866915076
6.0,3.0,0.003484320557491289,0.0,99.99999840221653,0.0,0.005071935228356354
6.5,3.25,0.003243243243243243,0.0,99.99999801056302,0.0,0.00424745255278186
7.0,3.5,0.003031834259727135,0.0,99.99999812544561,0.0,0.00424051893054276
7.5,3.75,0.002844950213371266,0.0,99.99999746463293,0.0,0.004501840045588492
8.0,4.0,0.0026785714285714286,0.0,99.99999827649695,0.0,0.0036499584282329955
8.5,4.25,0.002533783783783784,0.0,99.9999980916746,0.0,0.003908069516061951
9.0,4.5,0.002403846153846154,0.0,99.9999980911428,0.0,0.00390846445697667
9.5,4.75,0.002284843869002285,0.0,99.99999819429175,0.0,0.003977843645960086
10.0,5.0,0.0021770682148040637,0.0,99.99999819466726,0.0,0.003977068991907416
10.5,5.25,0.0020797227036395147,0.0,99.99999757809674,0.0,0.004430534156784777
11.0,5.5,0.0023209549071618036,0.0,99.99999827681917,0.0,0.004980494759467212
11.5,5.75,0.002544529262086514,0.0,99.99999845867065,0.0,0.0035445755148148963
12.0,6.0,0.0027514521553041885,0.0,99.99999830539973,0.0,0.003678355866312866
12.5,6.25,0.002942907592701589,0.0,99.99999830615192,0.0,0.003677726910902138
13.0,6.5,0.003404255319148936,0.0,99.99999830667501,0.0,0.0036773304648557636
13.5,6.75,0.0038335158817086527,0.0,99.9999983110147,0.0,0.005208242630720055
14.0,7.0,0.004233924318602805,0.0,99.99999831536002,0.0,0.005201915368359466
14.5,7.25,0.004605936540429887,0.0,99.99999816993432,0.0,0.005198590963162343
15.0,7.5,0.0049541738915035915,0.0,99.99999817748846,0.0,0.005188835945523728
15.5,7.75,0.00528084493518963,0.0,99.99999818447118,0.0,0.005179952426112768
16.0,8.0,0.0055878928987194414,0.0,99.9999984055331,0.0,0.004653049780378576
16.5,8.25,0.005879692446856626,0.0,99.99999771354878,0.0,0.0038970203111744397
17.0,8.5,0.006155198944823038,0.0,99.99999771067287,0.0,0.0039007334941113738
17.5,8.75,0.006628180457558264,0.0,99.99999871747362,0.0,0.0031582217502687583
18.0,9.0,0.006867845993756503,0.0,99.99999871643216,0.0,0.0031600372480592447
18.5,9.25,0.006892357591729171,0.0,99.99999846262983,0.0,0.004673424526035346
19.0,9.5,0.00691426313709996,0.0,99.99999836788203,0.0,0.005224784273055865
19.5,9.75,0.00693507994606049,0.0,99.9999983804362,0.0,0.005200557338109097
20.0,10.0,0.006954887218045113,0.0,99.9999975087632,0.0,0.005801604716266594
20.5,10.25,0.006973756652596807,0.0,99.99999744878917,0.0,0.0053174119471915615
21.0,10.5,0.006996770721205597,0.0,99.99999752014746,0.0,0.005091285063684309
21.5,10.75,0.00701508242721852,0.0,99.99999726801163,0.0,0.004743672810714023
22.0,11.0,0.007032590051457976,0.0,99.99999728719803,0.0,0.004724478928311803
22.5,11.25,0.0068815038603558245,0.0,99.9999981857941,0.0,0.0039437313525036285
23.0,11.5,0.006737880032867708,0.0,99.99999657496153,0.0,0.006138443491101859
23.5,11.75,0.006602254428341385,0.0,99.99999722730522,0.0,0.005877901362916985
24.0,12.0,0.006470959595959596,0.0,99.99999741785543,0.0,0.005788917646014878
24.5,12.25,0.0063447848963169295,0.0,99.99999740968198,0.0,0.005797851411364849
25.0,12.5,0.006223436551305404,0.0,99.99999740054677,0.0,0.005807762986411481
25.5,12.75,0.006106642835865356,0.0,99.99999739090573,0.0,0.005818185842685657
26.0,13.0,0.006142146826557473,0.0,99.99999791358586,0.0,0.004916382165511235
26.5,13.25,0.00617638609594944,0.0,99.99999790934704,0.0,0.004921210219143379
27.0,13.5,0.006209427039232289,0.0,99.99999809672,0.0,0.00417160164371413
27.5,13.75,0.0062413314840499305,0.0,99.9999981424136,0.0,0.003883270470294998
28.0,14.0,0.0062704471101417665,0.0,99.99999703488342,0.0,0.006317938005998525
28.5,14.25,0.006298579469311177,0.0,99.99999834464728,0.0,0.0037837164747364536
29.0,14.5,0.006327445293962563,0.0,99.99999712174747,0.0,0.006220512326863485
29.5,14.75,0.006354558423032032,0.0,99.99999735600822,0.0,0.005752142162691862
30.0,15.0,0.006509253350350989,0.0,99.9999973981596,0.0,0.006939693522316829
30.5,15.25,0.006659128031159693,0.0,99.99999739927958,0.0,0.0069382428401601436
31.0,15.5,0.006804404305332179,0.0,99.99999725899268,0.0,0.006568756759507524
31.5,15.75,0.006825106642291286,0.0,99.99999674100471,0.0,0.00641886007867062
32.0,16.0,0.006844380403458214,0.0,99.99999685928798,0.0,0.006785142719026632
32.5,16.25,0.006863093125073955,0.0,99.99999685791428,0.0,0.006787810437168069
33.0,16.5,0.006881268952647539,0.0,99.99999732057118,0.0,0.005976977144938839
33.5,16.75,0.006898930665746809,0.0,99.99999731707298,0.0,0.00598176542981497
34.0,17.0,0.007030275541444609,0.0,99.99999756928317,0.0,0.0055079979864238356
34.5,17.25,0.0071588366890380315,0.0,99.99999645089521,0.0,0.006945383478922448
35.0,17.5,0.00728476821192053,0.0,99.99999648963515,0.0,0.007475480962562503
35.5,17.75,0.007405793944674363,0.0,99.9999964375233,0.0,0.007711261101980763
36.0,18.0,0.007526072465326309,0.0,99.99999755497792,0.0,0.006114800609190316
36.5,18.25,0.007644935230409854,0.0,99.99999611890063,0.0,0.006875222343667626
37.0,18.5,0.007864108210128971,0.0,99.99999684586727,0.0,0.005196993435954738
37.5,18.75,0.007975142413257379,0.0,99.99999830905398,0.0,0.00393175777518798
38.0,19.0,0.008184980560671169,0.0,99.99999829053756,0.0,0.004163665924858754
38.5,19.25,0.008389770544829677,0.0,99.99999829177196,0.0,0.004164245652724229
39.0,19.5,0.008587976832434592,0.0,99.99999770571823,0.0,0.004776827894192184
39.5,19.75,0.00878058405682715,0.0,99.99999673045592,0.0,0.005280562393373441
40.0,20.0,0.008969484254655357,0.0,99.99999731850241,0.0,0.005048538526528534
40.5,20.25,0.009153979572171901,0.0,99.99999667499495,0.0,0.00566120738105778
41.0,20.5,0.009333333333333334,0.0,99.99999806209533,0.0,0.0037276912096228347
41.5,20.75,0.009509462385839374,0.0,99.99999735804414,0.0,0.00548512281404728
42.0,21.0,0.00968162353379259,0.0,99.99999739779338,0.0,0.005451292273333137
42.5,21.25,0.00984994936941913,0.0,99.99999664615679,0.0,0.005979988097819981
43.0,21.5,0.010013654984069186,0.0,99.9999971360245,0.0,0.005512091260200343
43.5,21.75,0.010173764292788332,0.0,99.99999713573527,0.0,0.005512491342670249
44.0,22.0,0.010330394514204292,0.0,99.99999713952631,0.0,0.005507979113621724
44.5,22.25,0.010484581497797357,0.0,99.9999976222664,0.0,0.00579950976156678
45.0,22.5,0.01063644289450741,0.0,99.99999763185885,0.0,0.0057862519471962685
45.5,22.75,0.010698878343399483,0.0,99.99999764820414,0.0,0.005759093441109995
46.0,23.0,0.0107600341588386,0.0,99.99999737925953,0.0,0.0054529324387342735
46.5,23.25,0.010819949281487743,0.0,99.99999740403747,0.0,0.005424295223346364
47.0,23.5,0.01087775081583131,0.0,99.99999757623112,0.0,0.004929279883262493
47.5,23.75,0.01093348794831442,0.0,99.99999745604087,0.0,0.005243734447826891
48.0,24.0,0.010988109881098811,0.0,99.99999745483396,0.0,0.005245115302607573
48.5,24.25,0.011041649752374767,0.0,99.99999745377129,0.0,0.0052463479757314324
49.0,24.5,0.011094139400273335,0.0,99.99999745290587,0.0,0.005247366025308914
49.5,24.75,0.011145609426001115,0.0,99.99999745226864,0.0,0.005248122695755737
50.0,25.0,0.011194324004729996,0.0,99.99999776606506,0.0,0.004972446016240196
50.5,25.25,0.0112420954016707,0.0,99.99999710452205,0.0,0.005282693366050495
51.0,25.5,0.011288077934127106,0.0,99.99999734002158,0.0,0.005073151679427897
51.5,25.75,0.011408882082695252,0.0,99.99999791819558,0.0,0.004123927066882471
52.0,26.0,0.011527377521613832,0.0,99.99999792474279,0.0,0.004115793145354686
52.5,26.25,0.011642755201682566,0.0,99.99999792985776,0.0,0.004562992626504062
53.0,26.5,0.011757702038993898,0.0,99.99999785388118,0.0,0.004788183389977656
53.5,26.75,0.011871405397434007,0.0,99.99999828257987,0.0,0.0037596892938661385
54.0,27.0,0.01190998100248429,0.0,99.99999827463103,0.0,0.0037691820588274944
54.5,27.25,0.011948729089724093,0.0,99.99999845498876,0.0,0.003946909138559879
55.0,27.5,0.01198851399856425,0.0,99.99999747836038,0.0,0.006143632672436378
55.5,27.75,0.012029325930671223,0.0,99.99999788280341,0.0,0.0044135636111869965
56.0,28.0,0.012069452286843592,0.0,99.99999788564585,0.0,0.004406269156670528
