Delta_Z_A,Density_Substrate_atoms_per_A3,Density_O_atoms_per_A3,Density_H_atoms_per_A3
-14.8875,0.08234031767086789,0.0,0.0
-14.662500000000001,0.07263822216299479,0.0,0.0
-14.4375,0.0785865556001785,0.0,0.0
-14.212499999999999,0.07428937585778576,0.0,0.0
-13.9875,0.08236957862242114,0.0,0.0
-13.7625,0.07538039133712866,0.0,0.0
-13.537500000000001,0.08308438186750787,0.0,0.0
-13.3125,0.08295897778942248,0.0,0.0
-13.087499999999999,0.07739103672243111,0.0,0.0
-12.8625,0.08160879388203643,0.0,0.0
-12.6375,0.09431640712802275,0.0,0.0
-12.412500000000001,0.08183034108665396,0.0,0.0
-12.1875,0.08432588224055325,0.0,0.0
-11.962499999999999,0.08376992416104134,0.0,0.0
-11.7375,0.08607317906187636,0.0,0.0
-11.5125,0.07290575086291028,0.0,0.0
-11.287500000000001,0.07498745855912778,0.0,0.0
-11.0625,0.07881646307666838,0.0,0.0
-10.837499999999999,0.0811615193368652,0.0,0.0
-10.6125,0.07642542532117359,0.0,0.0
-10.3875,0.07491221611227654,0.0,0.0
-10.1625,0.08433842264836178,0.0,2.0900679680898538e-05
-9.9375,0.08316380445029528,0.0,1.6720543744718833e-05
-9.712499999999999,0.07017194196064876,0.0,0.0001086835343406724
-9.4875,0.06943205789994494,0.0,0.00028424924366022013
-9.2625,0.06117628942599002,0.00045145468110740843,0.0008903689544062777
-9.0375,0.06578279922766006,0.0008527477309806604,0.001701315326025141
-8.8125,0.06249303224588663,0.0017222160057060395,0.0024788206101545667
-8.587499999999999,0.05867656813615456,0.0016218927432377266,0.004623230345414757
-8.3625,0.06451203790306143,0.005250250735841713,0.006362166894865515
-8.1375,0.06222550354597113,0.005450897260778339,0.008213967114593126
-7.9125,0.0558048147479991,0.010362556985789495,0.014367127212649655
-7.6875,0.05237710328033174,0.01144103205732386,0.019550495773512495
-7.4625,0.05169992125867062,0.012945880994348555,0.02304508941615873
-7.2375,0.055127632726337986,0.017326663455464887,0.026673447408762714
-7.0125,0.05514017313414653,0.015219874943630316,0.03167707012436983
-6.7875,0.04909569657043067,0.011520454640111274,0.03446522079380169
-6.562499999999999,0.04481523737178265,0.012816296780326983,0.028633931162830997
-6.3374999999999995,0.04158817242905191,0.014053617017436177,0.029979934934280864
-6.1125,0.04734003947723519,0.016967171764953434,0.03238769323352038
-5.8875,0.03977399343274992,0.019926708007768665,0.03504207955299449
-5.6625,0.04131646359320023,0.017360104542954325,0.038260784223852866
-5.437499999999999,0.039410321606302284,0.01947525332666126,0.034686767998419216
-5.2124999999999995,0.04396248964080199,0.018961096606511154,0.0428881947052038
-4.9875,0.043105561773885144,0.0228862442505839,0.039134432634514424
-4.7625,0.04527923246069859,0.021778508227496277,0.03989103723896295
-4.5375,0.04403773208765322,0.022104558830518293,0.042311335946011004
-4.312499999999999,0.041387525904115284,0.01945853278291654,0.038800021759620044
-4.0874999999999995,0.04115343829168922,0.016198026752696368,0.04188078194458449
-3.8625,0.04063510143560294,0.020432504456046413,0.03811029933015039
-3.6375,0.04285475361771436,0.018660126819106216,0.03920549494542948
-3.4124999999999996,0.03886690393459892,0.017067495027421747,0.039962099549878005
-3.187499999999999,0.04219847227573415,0.017431166853869383,0.03693150099614772
-2.9624999999999995,0.04004152213266542,0.017556570931954774,0.034527922832844386
-2.7375,0.034565544056270006,0.02041996404823787,0.03616653611982683
-2.5125,0.04135408481662585,0.016645301297867596,0.03608711353703942
-2.2874999999999996,0.0363588223728911,0.017970404389636565,0.035873926604294254
-2.062499999999999,0.03204074195081746,0.01786172085529589,0.039213855217301835
-1.8374999999999995,0.03103750932613433,0.021038624166792468,0.03976145302494138
-1.6124999999999998,0.02503065398584409,0.021473358304155157,0.042549603694373245
-1.3875000000000002,0.027346449294487648,0.022928045609945696,0.04593551380267881
-1.1624999999999996,0.03174813243528488,0.02730464793512585,0.048844888414259886
-0.9374999999999991,0.03153494550253971,0.023149592814563223,0.04438050323441996
-0.7124999999999995,0.024282409653267924,0.02113894742926078,0.041028034213603834
-0.4874999999999998,0.02334187906762749,0.0200437518139817,0.0348330727561855
-0.2625000000000002,0.02074183451532371,0.019521234821959235,0.03185681596962555
-0.037499999999999645,0.017865900991232073,0.016967171764953434,0.03270538356467003
0.1875000000000009,0.013238490509881134,0.01588033642154671,0.03133011884166691
0.41250000000000053,0.011211124580833976,0.013388975403583603,0.03405556747205608
0.6375000000000002,0.008063482220890657,0.013522739753541355,0.03529288770916527
0.8624999999999998,0.0040672722659028555,0.011144242405855102,0.0326301411178188
1.0874999999999995,0.0032688663020925316,0.015654609080993004,0.03416843114233293
1.3125,0.0034235313317311808,0.014354586804841116,0.027522015003807195
1.5375000000000014,0.0023199754445797378,0.018906754839340817,0.026970237060231474
1.762500000000001,0.0029177348834534362,0.01903633905336239,0.030260004042004903
1.9875000000000007,0.0015341098885779528,0.016147865121462213,0.03459898514375944
2.2125000000000004,0.0014797681214076166,0.017790658544380836,0.03740803649287221
2.4375,0.0022948946289626597,0.01733920386327343,0.03700256330706277
2.6625000000000014,0.002332515852388277,0.01947525332666126,0.03661381066499806
2.887500000000001,0.0014630475776628976,0.017581651747571852,0.039443762693791726
3.1125000000000007,0.0003762122342561737,0.016244008247994345,0.028550328444107403
3.3375000000000004,0.0005266971279586432,0.011771262796282057,0.029344554271981547
3.5625,0.00038875264206471283,0.012364842099219576,0.028098873762999996
3.7875000000000014,0.00035113141863909547,0.0168710286384213,0.028976702309597733
4.012500000000001,0.00046399508891594755,0.014780960670331446,0.03303979443956441
4.237500000000001,0.002194571366494347,0.018522182333212286,0.036647251752487495
4.4625,0.004761174831308687,0.01830899540046712,0.03704018453048839
4.6875,0.0026251253679208564,0.012812116644390805,0.036722494199338734
4.912500000000001,0.0033357484770714066,0.01760255242725275,0.03268448288498914
5.137500000000001,0.002190391230558167,0.017259781280486015,0.03430637562822686
5.362500000000001,0.004338981101754537,0.01831735567233948,0.03033106635291996
5.5875,0.003925147644072745,0.017832459903742635,0.03209090358205162
5.8125,0.0033942703801779226,0.014814401757820884,0.033232080692628674
6.037500000000001,0.004063092129966676,0.012607289983517999,0.029081205708002225
6.262500000000001,0.003490413506710056,0.012582209167900921,0.02401488095335242
6.487500000000001,0.002161130279004909,0.013071285072433946,0.022539292967880983
6.7125,0.002299074764898839,0.009518169526681195,0.018831512392489584
6.9375,0.0029010143397087173,0.0071814735383567375,0.014212462183011006
7.162500000000001,0.002687827406963552,0.0036492586722848847,0.00986930094532029
7.387500000000001,0.0034695128270291575,0.003302307389581969,0.009367684632978724
7.612500000000001,0.004029651042477238,0.0024788206101545667,0.005764407455991817
7.8375,0.002834132164729842,0.0007733251481932459,0.003101660864645343
8.0625,0.0020649871524727756,0.0005266971279586432,0.0015550105682588513
8.287500000000001,0.0007649648763208865,5.8521903106515905e-05,0.0008820086825339184
8.512500000000001,0.00038875264206471283,4.180135936179708e-06,0.0003929327780008925
8.7375,0.00011704380621303181,0.0,0.00013794448589393035
8.9625,0.00019228625306426655,0.0,1.6720543744718833e-05
9.1875,7.106231091505503e-05,0.0,4.180135936179708e-06
9.412500000000001,7.524244685123473e-05,0.0,0.0
9.637500000000001,7.106231091505503e-05,0.0,0.0
9.8625,0.00017138557338336802,0.0,0.0
10.0875,5.8521903106515905e-05,0.0,0.0
10.3125,5.0161631234156494e-05,0.0,0.0
10.537500000000001,5.0161631234156494e-05,0.0,0.0
10.762500000000001,5.8521903106515905e-05,0.0,0.0
10.9875,5.8521903106515905e-05,0.0,0.0
11.2125,3.3441087489437665e-05,0.0,0.0
11.4375,8.360271872359415e-05,0.0,0.0
11.662500000000001,8.360271872359415e-05,0.0,0.0
11.887500000000001,5.8521903106515905e-05,0.0,0.0
12.1125,7.524244685123473e-05,0.0,0.0
12.3375,5.8521903106515905e-05,0.0,0.0
12.5625,5.0161631234156494e-05,0.0,0.0
12.787500000000001,4.1801359361797076e-05,0.0,0.0
13.012500000000001,5.8521903106515905e-05,0.0,0.0
13.2375,5.8521903106515905e-05,0.0,0.0
13.4625,4.1801359361797076e-05,0.0,0.0
13.6875,5.8521903106515905e-05,0.0,0.0
13.912500000000001,6.688217497887533e-05,0.0,0.0
14.137500000000001,6.688217497887533e-05,0.0,0.0
14.3625,5.0161631234156494e-05,0.0,0.0
14.5875,7.106231091505503e-05,0.0,0.0
14.8125,6.688217497887533e-05,0.0,0.0
15.037500000000001,7.942258278741445e-05,0.0,0.0
15.262500000000001,5.8521903106515905e-05,0.0,0.0
15.4875,4.5981495297976785e-05,0.0,0.0
15.7125,6.270203904269561e-05,0.0,0.0
15.9375,5.0161631234156494e-05,0.0,0.0
16.1625,8.360271872359415e-05,0.0,0.0
16.387500000000003,4.1801359361797076e-05,0.0,0.0
16.6125,2.5080815617078247e-05,0.0,0.0
16.8375,9.196299059595357e-05,0.0,0.0
17.0625,5.8521903106515905e-05,0.0,0.0
17.2875,5.43417671703362e-05,0.0,0.0
17.5125,7.106231091505503e-05,0.0,0.0
17.7375,7.106231091505503e-05,0.0,0.0
17.962500000000002,4.5981495297976785e-05,0.0,0.0
18.187500000000004,2.5080815617078247e-05,0.0,0.0
18.4125,6.688217497887533e-05,0.0,0.0
18.6375,5.8521903106515905e-05,0.0,0.0
18.8625,7.106231091505503e-05,0.0,0.0
19.087500000000002,5.43417671703362e-05,0.0,0.0
19.312500000000004,5.0161631234156494e-05,0.0,0.0
19.5375,5.8521903106515905e-05,0.0,8.360271872359416e-06
19.7625,0.00010450339840449269,0.0,0.0
19.9875,3.3441087489437665e-05,0.0,0.0
20.212500000000002,2.9260951553257953e-05,0.0,0.0
20.437500000000004,5.0161631234156494e-05,8.360271872359416e-06,8.360271872359416e-06
20.6625,2.9260951553257953e-05,8.360271872359416e-06,0.0
20.8875,4.5981495297976785e-05,0.0,1.2540407808539124e-05
21.1125,3.3441087489437665e-05,8.360271872359416e-06,4.180135936179708e-06
21.337500000000002,4.1801359361797076e-05,8.360271872359416e-06,2.5080815617078247e-05
21.562500000000004,2.5080815617078247e-05,2.5080815617078247e-05,2.0900679680898538e-05
21.7875,1.6720543744718833e-05,8.360271872359416e-06,2.0900679680898538e-05
22.0125,8.360271872359416e-06,4.1801359361797076e-05,6.688217497887533e-05
22.2375,2.5080815617078247e-05,1.6720543744718833e-05,3.3441087489437665e-05
22.462500000000002,0.0,2.5080815617078247e-05,7.524244685123473e-05
22.687500000000004,8.360271872359416e-06,8.360271872359416e-06,3.3441087489437665e-05
22.9125,0.0,2.5080815617078247e-05,3.762122342561737e-05
23.1375,1.6720543744718833e-05,2.5080815617078247e-05,5.43417671703362e-05
23.3625,8.360271872359416e-06,2.5080815617078247e-05,2.5080815617078247e-05
23.587500000000002,0.0,2.5080815617078247e-05,5.8521903106515905e-05
23.812500000000004,8.360271872359416e-06,8.360271872359416e-06,3.3441087489437665e-05
24.0375,0.0,3.3441087489437665e-05,5.8521903106515905e-05
24.2625,8.360271872359416e-06,1.6720543744718833e-05,3.3441087489437665e-05
24.4875,0.0,4.1801359361797076e-05,6.688217497887533e-05
24.712500000000002,8.360271872359416e-06,2.5080815617078247e-05,5.0161631234156494e-05
24.937500000000004,0.0,1.6720543744718833e-05,5.8521903106515905e-05
25.1625,0.0,2.5080815617078247e-05,4.1801359361797076e-05
25.3875,0.0,8.360271872359416e-06,3.3441087489437665e-05
25.6125,0.0,1.6720543744718833e-05,5.0161631234156494e-05
25.837500000000002,0.0,1.6720543744718833e-05,2.5080815617078247e-05
26.062500000000004,8.360271872359416e-06,3.3441087489437665e-05,8.360271872359416e-06
26.2875,0.0,2.5080815617078247e-05,9.196299059595357e-05
26.5125,8.360271872359416e-06,8.360271872359416e-06,7.524244685123473e-05
26.7375,0.0,8.360271872359416e-06,1.6720543744718833e-05
26.962500000000002,0.0,3.3441087489437665e-05,5.8521903106515905e-05
27.187500000000004,1.6720543744718833e-05,3.3441087489437665e-05,1.6720543744718833e-05
27.4125,0.0,3.3441087489437665e-05,6.688217497887533e-05
27.6375,0.0,4.1801359361797076e-05,8.360271872359415e-05
27.8625,0.0,2.0900679680898538e-05,6.688217497887533e-05
28.087500000000002,8.360271872359416e-06,2.0900679680898538e-05,4.1801359361797076e-05
28.312500000000004,0.0,8.360271872359416e-06,8.360271872359416e-06
28.5375,8.360271872359416e-06,2.5080815617078247e-05,3.3441087489437665e-05
28.7625,0.0,1.6720543744718833e-05,1.6720543744718833e-05
28.9875,8.360271872359416e-06,0.0,1.6720543744718833e-05
29.212500000000002,0.0,0.0,0.0
29.437500000000004,0.0,0.0,8.360271872359416e-06
29.6625,0.0,0.0,8.360271872359416e-06
29.8875,0.0,0.0,0.0
