r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.09841469615719177
1.25,0.7419476716293564
1.35,0.4130643186691424
1.4500000000000002,0.10361922594731846
1.55,0.06189661819002593
1.6500000000000001,0.034177063948791116
1.75,0.0010096973895864577
1.85,0.0012320333045787342
1.9500000000000002,0.004435643902612194
2.05,0.017458520246905532
2.1500000000000004,0.06233351122471584
2.25,0.11266568369256477
2.3500000000000005,0.1956182212651313
2.45,0.7673887488758669
2.55,3.9873589026290146
2.6500000000000004,10.747668132235273
2.75,10.40785145337178
2.8500000000000005,8.082889781981889
2.95,6.247967023003504
3.05,4.752969581311405
3.1500000000000004,3.8688068328262237
3.25,3.4422903219099994
3.3500000000000005,3.239922909509587
3.45,3.0014474828741826
3.55,2.9475785561243844
3.6500000000000004,2.7607861748721416
3.75,2.767071412597004
3.8500000000000005,2.870411889670907
3.95,2.926055264455628
4.050000000000001,2.8983226392719272
4.15,2.9202031692733943
4.25,2.9018379009637925
4.35,2.949426560846276
4.45,3.005299716068259
4.550000000000001,3.0659034869838058
4.65,3.075940805273171
4.75,3.096914033154728
4.8500000000000005,3.1001514066113662
4.95,3.1333564351708922
5.050000000000001,3.1686689238969614
5.15,3.111461729432872
5.25,2.9979853299892856
5.3500000000000005,2.7655383326913445
5.45,2.6351034434171656
5.550000000000001,2.7580480079752063
5.65,2.8040445383838555
5.75,2.8335695355171624
5.8500000000000005,2.8548954138964615
5.95,2.843541613554463
6.050000000000001,2.757467232835442
6.15,2.756907708721116
6.25,2.762564074494865
6.3500000000000005,2.7991122597120093
6.45,2.7621955252076282
6.550000000000001,2.811050009636892
6.65,2.793169800860155
6.75,2.7323880768436815
6.8500000000000005,2.6895395523176404
6.95,2.6938560882964464
7.050000000000001,2.606874239138457
7.15,2.5888635637596082
7.25,2.5667244369844853
7.3500000000000005,2.505593940651993
7.45,2.521468998478627
7.550000000000001,2.434301518086107
7.65,2.4199169192808734
7.75,2.4239511329723973
7.8500000000000005,2.397636007160225
7.95,2.350582610311069
