frame_idx,time_fs,time_ps,total_persistence_H0,total_persistence_H1,n_features_H0,n_features_H1,mean_lifetime_H0,mean_lifetime_H1
77,38.5,0.0385,425.8100304756449,46.366068361446644,146,68,2.916507058052362,0.6818539464918625
78,39.0,0.039,425.8542476093136,46.35103596176638,146,68,2.916809915132285,0.6816328817906818
79,39.5,0.0395,425.8942080194267,46.329229272894295,146,68,2.917083616571416,0.6813121951896219
80,40.0,0.04,425.9303640102003,46.30460826592998,146,68,2.917331260343838,0.680950121557794
81,40.5,0.0405,425.95885199121534,46.276528941184026,146,68,2.9175263835014746,0.6805371903115297
82,41.0,0.041,425.98053067889293,46.24628005415545,146,68,2.91767486766365,0.6800923537375801
83,41.5,0.0415,425.99774219565876,46.21596757319087,146,68,2.917792754764786,0.6796465819586893
84,42.0,0.042,426.008483894237,46.182884196105064,146,68,2.917866328042719,0.6791600617074273
85,42.5,0.0425,426.0107901409655,46.14428765569288,146,68,2.9178821242531887,0.6785924655248954
86,43.0,0.043,426.0054861194957,46.10232747719666,146,68,2.9178457953390113,0.6779754040764214
87,43.5,0.0435,425.9963548649796,46.06105863179973,146,68,2.91778325249986,0.6773685092911725
88,44.0,0.044,425.9847356727529,46.016375963601845,146,68,2.917703668991458,0.6767114112294389
89,44.5,0.0445,425.96636571948653,45.96316026545251,146,69,2.9175778473937433,0.6661327574703261
90,45.0,0.045,425.9478296526507,45.91101171273491,146,69,2.917450888031854,0.6653769813439842
91,45.5,0.0455,425.9304706652829,45.85506636834391,146,69,2.917331990858102,0.6645661792513611
92,46.0,0.046,425.9077646018732,45.78609642572002,146,69,2.9171764698758444,0.6635666148655074
93,46.5,0.0465,425.88534574645246,45.7152388432735,146,68,2.917022916071592,0.6722829241657868
94,47.0,0.047,425.8648735831897,45.64491219826983,146,68,2.916882695775272,0.6712487087980856
95,47.5,0.0475,425.84818617030766,45.5828027685776,146,68,2.9167683984267647,0.6703353348320237
96,48.0,0.048,425.8356164883439,45.5206160923453,146,68,2.916682304714684,0.6694208248874308
97,48.5,0.0485,425.8275042507774,45.46314563536944,146,68,2.9166267414436806,0.6685756711083741
98,49.0,0.049,425.82422986236264,45.41155430001485,146,68,2.916604314125771,0.6678169750002184
99,49.5,0.0495,425.8262136919492,45.36661685114376,146,68,2.916617901999652,0.6671561301638788
100,50.0,0.05,425.8334816210606,45.329967028229554,146,68,2.9166676823360316,0.6666171621798462
101,50.5,0.0505,425.84522084994546,45.30122652595208,146,68,2.916748088013325,0.6661945077345895
102,51.0,0.051,425.85991287316693,45.27706171258053,146,68,2.916848718309363,0.6658391428320667
103,51.5,0.0515,425.867480507291,45.24699714332032,146,68,2.9169005514198014,0.6653970168135341
104,52.0,0.052,425.87230551766476,45.218239823457544,146,68,2.9169335994360597,0.664974115050846
105,52.5,0.0525,425.8767649690276,45.191017715742255,146,68,2.916964143623477,0.6645737899373863
106,53.0,0.053,425.8827002453272,45.166483249994045,146,68,2.9170047962008714,0.6642129889705005
107,53.5,0.0535,425.8906968231078,45.14292248066317,146,68,2.9170595672815605,0.6638665070685761
108,54.0,0.054,425.90086731524224,45.1193727536432,146,68,2.9171292281865906,0.6635201875535766
109,54.5,0.0545,425.9138438005117,45.09588876403269,146,68,2.917218108222683,0.6631748347651867
110,55.0,0.055,425.93036499126237,45.072694905275554,146,68,2.917331267063441,0.6628337486069934
111,55.5,0.0555,425.9508288284648,45.04997943757216,146,68,2.9174714303319504,0.6624996976113552
112,56.0,0.056,425.9736600638683,45.02630560982157,146,68,2.9176278086566323,0.6621515530856114
113,56.5,0.0565,425.9866374809407,44.99169415507241,146,69,2.9177166950749367,0.6520535384793104
114,57.0,0.057,425.9815214719476,44.9454896835767,146,70,2.9176816539174495,0.6420784240510957
115,57.5,0.0575,425.9771726888347,44.902074774978516,146,70,2.9176518677317445,0.6414582110711217
116,58.0,0.058,425.97452849153774,44.85725710722626,146,70,2.9176337567913544,0.6408179586746607
117,58.5,0.0585,425.9732522848208,44.81655971511494,146,69,2.9176250156494574,0.6495153581900717
118,59.0,0.059,425.97342708308383,44.77808572018979,146,69,2.9176262128978343,0.6489577640607216
119,59.5,0.0595,425.9755306023808,44.75280232662932,146,69,2.917640620564252,0.6485913380670916
120,60.0,0.06,425.97831541689357,44.73205972195791,146,69,2.9176596946362574,0.6482907206080857
121,60.5,0.0605,425.9822448611834,44.72009221417447,146,69,2.9176866086382427,0.6481172784662966
122,61.0,0.061,425.98987222051585,44.71322944044812,146,69,2.917738850825451,0.6480178179775089
123,61.5,0.0615,426.00182584186683,44.70852781610682,146,69,2.917820724944294,0.6479496784943019
124,62.0,0.062,426.0177609616705,44.70410133404791,146,69,2.9179298696004827,0.6478855265804044
125,62.5,0.0625,426.036404549913,44.698348377262896,146,69,2.918057565410363,0.6478021503951146
126,63.0,0.063,426.05476272189907,44.68868184965571,146,69,2.918183306314377,0.6476620557921116
127,63.5,0.0635,426.0723696794612,44.678570373245286,146,69,2.918303901914118,0.6475155126557289
128,64.0,0.064,426.09111977711405,44.66902901578489,146,69,2.9184323272405073,0.6473772321128245
129,64.5,0.0645,426.10963082183355,44.661385816811496,146,70,2.918559115218038,0.6380197973830214
130,65.0,0.065,426.124150068835,44.64922639393295,146,70,2.9186585621153083,0.6378460913418994
131,65.5,0.0655,426.13697638884423,44.631859214215964,146,70,2.918746413622221,0.6375979887745137
132,66.0,0.066,426.1484725098705,44.611476297293876,146,70,2.9188251541771955,0.6373068042470553
133,66.5,0.0665,426.15750695537423,44.589650460337054,146,70,2.918887033940919,0.6369950065762436
134,67.0,0.067,426.1618001948142,44.5653550288679,146,68,2.9189164396905083,0.6553728680715868
135,67.5,0.0675,426.1672054420122,44.5441618044754,146,68,2.9189534619315904,0.6550612030069911
136,68.0,0.068,426.1756463694738,44.52495943405633,146,68,2.9190112765032454,0.6547788152067106
137,68.5,0.0685,426.18825031064716,44.50931712765499,146,68,2.9190976048674457,0.6545487812890439
138,69.0,0.069,426.2062413358545,44.50234400238887,146,68,2.9192208310674967,0.6544462353292481
139,69.5,0.0695,426.2305039804004,44.50222434821451,146,68,2.919387013564386,0.6544444757090371
140,70.0,0.07,426.2562945941454,44.50299611112374,146,68,2.9195636616037355,0.6544558251635845
141,70.5,0.0705,426.28227194109655,44.509812418776036,146,70,2.919741588637647,0.635854463125372
142,71.0,0.071,426.2992733219664,44.509284669708535,146,70,2.9198580364518247,0.6358469238529791
143,71.5,0.0715,426.31441912125695,44.50901893158097,146,69,2.91996177480313,0.6450582453852313
144,72.0,0.072,426.3325784597693,44.51076519114522,146,69,2.920086153834036,0.6450835534948581
145,72.5,0.0725,426.35184665856633,44.50556420572335,146,69,2.9202181277984,0.6450081768945413
146,73.0,0.073,426.37775201658593,44.492970128539575,146,69,2.920395561757438,0.6448256540368056
147,73.5,0.0735,426.4102675458057,44.47569825027193,146,69,2.920618270861683,0.6445753369604628
148,74.0,0.074,426.4475613572578,44.45789996276602,146,69,2.920873707926423,0.6443173907647248
149,74.5,0.0745,426.4914739457414,44.442305823240616,146,69,2.9211744790804204,0.6440913887426177
150,75.0,0.075,426.54089108021583,44.42976731034175,146,69,2.921512952604218,0.6439096711643733
151,75.5,0.0755,426.59031623341394,44.41653122955718,146,69,2.9218514810507803,0.6437178439066256
152,76.0,0.076,426.6344710331172,44.398813341157336,146,70,2.922153911185734,0.6342687620165336
153,76.5,0.0765,426.676896098665,44.386865836895545,146,69,2.9224444938264726,0.6432879106796456
154,77.0,0.077,426.71427928445445,44.378955700126156,146,69,2.9227005430442086,0.643173271016321
155,77.5,0.0775,426.7512155340484,44.37521611013741,146,69,2.9229535310551262,0.6431190740599625
156,78.0,0.078,426.77859397129197,44.3654691333562,146,69,2.9231410545978904,0.6429778135269016
157,78.5,0.0785,426.8072894646848,44.358756728898086,146,69,2.9233375990731836,0.6428805323028708
158,79.0,0.079,426.83670998764967,44.35304664606443,146,69,2.92353910950445,0.6427977774791948
159,79.5,0.0795,426.8687586255194,44.353687331339174,146,70,2.9237586207227353,0.6336241047334168
160,80.0,0.08,426.89693662871133,44.3520471009712,146,70,2.923951620744598,0.6336006728710171
161,80.5,0.0805,426.9267338838478,44.350342014009634,146,71,2.9241557115332037,0.624652704422671
162,81.0,0.081,426.9531748823869,44.34860603510354,146,71,2.9243368142629245,0.6246282540155429
163,81.5,0.0815,426.9767875271723,44.338218793408146,146,71,2.9244985447066596,0.6244819548367343
164,82.0,0.082,426.9916474270811,44.3179850448109,146,72,2.9246003248430212,0.615527570066818
165,82.5,0.0825,427.0080620075358,44.30291643671253,146,71,2.9247127534762725,0.6239847385452469
166,83.0,0.083,427.0267666270064,44.29036832521806,146,71,2.924840867308263,0.6238080045805361
167,83.5,0.0835,427.04757101314743,44.2766028553721,146,71,2.9249833631037494,0.6236141247235507
168,84.0,0.084,427.0626573254338,44.25788062532163,146,71,2.9250866940098206,0.6233504313425582
169,84.5,0.0845,427.07193561518454,44.233497008972726,146,71,2.92515024393962,0.6230070001263766
170,85.0,0.085,427.0817966440169,44.206548482125626,146,71,2.9252177852329924,0.6226274434102201
171,85.5,0.0855,427.09174787776584,44.18223775934051,146,71,2.9252859443682597,0.6222850388639508
172,86.0,0.086,427.10147687350883,44.162014859995665,146,71,2.9253525813254027,0.6220002092957135
173,86.5,0.0865,427.11075216965406,44.14241924482707,146,71,2.925416110751055,0.6217242147158742
174,87.0,0.087,427.11875576897717,44.121150999918136,146,71,2.9254709299245016,0.6214246619706779
175,87.5,0.0875,427.12397043880594,44.100370831376544,146,71,2.9255066468411366,0.6211319835405148
176,88.0,0.088,427.12235930144965,44.075324860115536,146,71,2.9254956116537643,0.620779223381909
177,88.5,0.0885,427.1104744710223,44.04213876365938,146,71,2.9254142087056327,0.6203118135726673
178,89.0,0.089,427.0982061627088,44.01095752824957,146,70,2.925330179196636,0.6287279646892796
179,89.5,0.0895,427.0878221484548,43.98319142505966,146,70,2.9252590558113347,0.6283313060722807
180,90.0,0.09,427.0792637307691,43.95523506390944,146,70,2.925200436512117,0.6279319294844207
181,90.5,0.0905,427.07374998568156,43.92704634172787,146,70,2.9251626711348053,0.6275292334532553
182,91.0,0.091,427.0725794516157,43.89907559320251,146,70,2.92515465377819,0.6271296513314647
183,91.5,0.0915,427.07626848908967,43.87248974994368,146,69,2.9251799211581484,0.6358331847817924
184,92.0,0.092,427.0851061554402,43.84870728826243,146,69,2.925240453119453,0.6354885114240932
185,92.5,0.0925,427.099174243715,43.82690871360987,146,69,2.925336809888459,0.6351725900523171
186,93.0,0.093,427.1182729753857,43.80608549302528,146,69,2.92546762311908,0.634870804246743
187,93.5,0.0935,427.1410234570697,43.78582239293614,146,69,2.9256234483360943,0.6345771361295093
188,94.0,0.094,427.16204600926596,43.76221573069128,146,69,2.92576743841963,0.6342350105897288
189,94.5,0.0945,427.1859635825723,43.74127970453923,146,69,2.9259312574148786,0.6339315899208584
190,95.0,0.095,427.2118215245386,43.723217764616784,146,69,2.926108366606429,0.6336698226756056
191,95.5,0.0955,427.23866089268785,43.70915317806327,146,69,2.926292197895122,0.6334659880878734
192,96.0,0.096,427.26573206981914,43.70228296721815,146,70,2.9264776169165696,0.6243183281031165
193,96.5,0.0965,427.29239686460517,43.699265233746715,146,70,2.926660252497295,0.624275217624953
194,97.0,0.097,427.31432769849886,43.69532569698979,146,70,2.9268104636883483,0.6242189385284256
195,97.5,0.0975,427.32797883497693,43.686587923432946,146,70,2.926903964623129,0.6240941131918992
196,98.0,0.098,427.33695609234803,43.67651832694843,146,70,2.926965452687315,0.6239502618135491
197,98.5,0.0985,427.3365866278754,43.66013357378116,146,70,2.9269629221087357,0.6237161939111594
198,99.0,0.099,427.32846979114146,43.63698360312813,146,70,2.9269073273365853,0.6233854800446875
199,99.5,0.0995,427.31873926769083,43.61260182682175,146,70,2.9268406799156907,0.6230371689545965
200,100.0,0.1,427.30926804934796,43.5906150758441,146,70,2.9267758085571782,0.6227230725120586
201,100.5,0.1005,427.3010496187618,43.56803673706108,146,69,2.9267195179367245,0.6314208222762475
202,101.0,0.101,427.2943749758292,43.54365910953821,146,69,2.9266738012043096,0.6310675233266408
203,101.5,0.1015,427.28714003950114,43.51774212961325,146,69,2.9266242468458987,0.6306919149219311
204,102.0,0.102,427.2765591322348,43.49251026093571,146,69,2.9265517748783205,0.630326235665735
205,102.5,0.1025,427.2669455304997,43.4720629529752,146,69,2.9264859282910938,0.6300298978692057
206,103.0,0.103,427.2580453437823,43.45199227342099,146,69,2.926424968108098,0.6297390184553766
207,103.5,0.1035,427.2495956817171,43.431054022494024,146,69,2.926367093710391,0.6294355655433915
208,104.0,0.104,427.2415057065554,43.406567692411976,146,69,2.9263116829216123,0.6290806911943764
209,104.5,0.1045,427.2338055547381,43.38090922749562,146,69,2.9262589421557403,0.6287088293839945
210,105.0,0.105,427.2265842249207,43.35581363564518,146,69,2.926209480992607,0.6283451251542779
211,105.5,0.1055,427.2199086402708,43.33090192716862,146,70,2.926163757810073,0.6190128846738373
212,106.0,0.106,427.2139148792419,43.31104327966564,146,70,2.9261227046523417,0.6187291897095092
213,106.5,0.1065,427.208922218208,43.2931798603124,146,70,2.92608850834389,0.6184739980044628
214,107.0,0.107,427.2055173921541,43.279358703582034,146,70,2.926065187617494,0.6182765529083147
215,107.5,0.1075,427.202949724363,43.270536303303324,146,70,2.926047600851801,0.6181505186186188
216,108.0,0.108,427.20045625241283,43.26624144550433,146,70,2.926030522276801,0.6180891635072047
217,108.5,0.1085,427.2013338653414,43.271724824018946,146,70,2.9260365333242557,0.6181674974859848
218,109.0,0.109,427.2056144633136,43.28186832747713,146,70,2.9260658524884495,0.6183124046782448
219,109.5,0.1095,427.2133261159725,43.29602087950454,146,70,2.9261186720272088,0.6185145839929219
220,110.0,0.11,427.2246956108479,43.313324431283796,146,70,2.92619654527978,0.6187617775897686
221,110.5,0.1105,427.23737357605376,43.33111423976065,146,69,2.9262833806579023,0.6279871628950819
222,111.0,0.111,427.2421776455114,43.33866515612876,146,69,2.926316285243229,0.6280965964656342
223,111.5,0.1115,427.24474915386264,43.33987527549061,146,69,2.926333898314127,0.6281141344274
224,112.0,0.112,427.2505652836737,43.34120301763041,146,68,2.9263737348196828,0.637370632612212
225,112.5,0.1125,427.2558677224232,43.34367544871665,146,68,2.9264100528933095,0.637406991892892
226,113.0,0.113,427.2641932102968,43.3457331964156,146,68,2.926467076782855,0.6374372528884646
227,113.5,0.1135,427.2746801182027,43.34732606124402,146,68,2.9265389049191963,0.6374606773712356
228,114.0,0.114,427.2868008612232,43.34864724308252,146,68,2.926621923707008,0.6374801065159191
229,114.5,0.1145,427.30083972207024,43.34976188742727,146,68,2.9267180802881523,0.6374964983445186
230,115.0,0.115,427.3170424741113,43.35778346179085,146,68,2.926829058041858,0.6376144626733948
231,115.5,0.1155,427.3317839752636,43.36344538513671,146,68,2.9269300272278325,0.6376977262520104
232,116.0,0.116,427.34562205903137,43.36672227226508,146,68,2.927024808623503,0.6377459157686042
233,116.5,0.1165,427.3586867925288,43.3671109994607,146,68,2.9271142930995118,0.6377516323450104
234,117.0,0.117,427.3725630523858,43.36560462211172,146,68,2.927209335975245,0.637729479736937
235,117.5,0.1175,427.38721661399137,43.363680483836816,146,68,2.927309702835558,0.6377011835858354
236,118.0,0.118,427.3938902487864,43.35216007569586,146,68,2.9273554126629207,0.6375317658190568
237,118.5,0.1185,427.3958050397077,43.33879937987427,146,68,2.9273685276692305,0.637335284998151
238,119.0,0.119,427.39288302690943,43.32442963616262,146,67,2.9273485138829414,0.6466332781516809
239,119.5,0.1195,427.3901807456412,43.30795531962191,146,67,2.927330005107132,0.6463873928301778
240,120.0,0.12,427.38820781886665,43.29055504597737,146,67,2.9273164919100454,0.6461276872533936
241,120.5,0.1205,427.3834691560139,43.26968188319702,146,68,2.927284035315164,0.6363188512234855
242,121.0,0.121,427.38017544445574,43.24940502295894,146,69,2.927261475646957,0.6268029713472312
243,121.5,0.1215,427.3784768498469,43.22923610581061,146,69,2.9272498414373076,0.6265106682001538
244,122.0,0.122,427.3784653797958,43.20814772925621,146,69,2.9272497628753134,0.6262050395544378
245,122.5,0.1225,427.3802774108026,43.186960699716764,146,69,2.927262174046593,0.6258979811553154
246,123.0,0.123,427.38395463866874,43.166552712648794,146,69,2.9272873605388265,0.6256022132267941
247,123.5,0.1235,427.3890324158991,43.14448390789572,146,69,2.9273221398349256,0.6252823754767496
248,124.0,0.124,427.3936870370193,43.11927758498488,146,69,2.927354020801502,0.6249170664490563
249,124.5,0.1245,427.3961513214955,43.08584857058876,146,69,2.927370899462298,0.6244325879795473
250,125.0,0.125,427.39932405702956,43.04436499108756,146,70,2.9273926305276,0.6149194998726792
251,125.5,0.1255,427.4033970390399,42.99475732550154,146,70,2.9274205276646565,0.6142108189357363
252,126.0,0.126,427.408689542822,42.95061226587398,146,69,2.927456777690562,0.6224726415344054
253,126.5,0.1265,427.415331604719,42.91793855453653,146,70,2.927502271265199,0.6131134079219505
254,127.0,0.127,427.4230473741691,42.89542276046542,146,70,2.927555119001158,0.6127917537209344
255,127.5,0.1275,427.43127780513896,42.87636420465373,146,70,2.92761149181602,0.6125194886379103
256,128.0,0.128,427.4341577158315,42.851805276317755,146,69,2.9276312172317223,0.6210406561785183
257,128.5,0.1285,427.42989905945916,42.819398021671724,146,69,2.9276020483524605,0.6205709858213294
258,129.0,0.129,427.42643949176045,42.78689601002743,146,69,2.9275783526832906,0.6200999421743105
259,129.5,0.1295,427.42401441027766,42.754736842994575,146,69,2.9275617425361484,0.6196338672897764
260,130.0,0.13,427.4230391558799,42.72246472624539,146,69,2.9275550627115066,0.6191661554528317
261,130.5,0.1305,427.42396373921514,42.68984994549663,146,69,2.9275613954740765,0.6186934774709657
262,131.0,0.131,427.4252946138064,42.65686549284031,146,69,2.927570511053468,0.6182154419252219
263,131.5,0.1315,427.4262538002872,42.632331674644114,146,69,2.9275770808238852,0.6178598793426682
264,132.0,0.132,427.42460486691795,42.60315888884297,146,69,2.927565786759712,0.6174370853455502
265,132.5,0.1325,427.42376105415775,42.57472003999294,146,69,2.9275600072202583,0.6170249281158399
266,133.0,0.133,427.4247587838475,42.545702743857596,146,69,2.9275668409852567,0.6166043875921393
267,133.5,0.1335,427.4248225371842,42.50997935196348,146,69,2.9275672776519466,0.6160866572748328
268,134.0,0.134,427.41861628435726,42.472572764150016,146,69,2.92752476907094,0.6155445328137682
269,134.5,0.1345,427.4097756139422,42.433629386135856,146,69,2.927464216533851,0.6149801360309545
270,135.0,0.135,427.3882329212213,42.38345308987844,146,69,2.9273166638439814,0.6142529433315715
271,135.5,0.1355,427.3680075631919,42.33901203968323,146,69,2.927178133994465,0.6136088701403367
272,136.0,0.136,427.3487405521434,42.30463598772757,146,69,2.927046168165366,0.6131106664888055
273,136.5,0.1365,427.33006494270774,42.275856499711864,146,69,2.9269182530322446,0.6126935724595922
274,137.0,0.137,427.31156561723003,42.25051903658037,146,69,2.926791545323493,0.6123263628489909
275,137.5,0.1375,427.2929929424633,42.226624355177925,146,69,2.9266643352223514,0.6119800631185206
276,138.0,0.138,427.2739370019156,42.20449482103122,146,69,2.926533815081614,0.6116593452323364
277,138.5,0.1385,427.25454383544286,42.19001368541158,146,69,2.9264009851742663,0.6114494737016171
278,139.0,0.139,427.23532024820923,42.175402138566426,146,69,2.926269316768556,0.6112377121531366
279,139.5,0.1395,427.2168795334458,42.16288158106139,146,69,2.926143010503054,0.6110562547979913
280,140.0,0.14,427.1993922391386,42.15394955684689,146,69,2.9260232345146484,0.6109268051716941
281,140.5,0.1405,427.1790037501168,42.14522702671833,146,69,2.9258835873295674,0.6108003916915699
282,141.0,0.141,427.14558681745024,42.12799523269429,146,69,2.9256547042291112,0.6105506555462941
283,141.5,0.1415,427.11013710731197,42.10580275565625,146,69,2.9254118979952874,0.6102290254442936
284,142.0,0.142,427.07573840035957,42.08226209180234,146,69,2.9251762904134218,0.6098878564029325
285,142.5,0.1425,427.03993569088885,42.05572173921592,146,69,2.9249310663759513,0.609503213611825
286,143.0,0.143,427.001187841272,42.02542119710152,146,69,2.9246656701456986,0.6090640753203119
287,143.5,0.1435,426.9621898191087,41.99485736094305,146,69,2.9243985604048546,0.6086211211730876
288,144.0,0.144,426.92407339086907,41.96571157806876,146,69,2.924137488978555,0.6081987185227357
