frame_idx,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,0.40035266,0.21471526,0.43397653,-0.8107091,0.34077907,-0.608717,0.4816543,-0.12996356,0.4189675,0.06531694,-0.3675504,-0.4710557,-0.14085081,0.34193456,-0.5416134,0.58689946,-0.24941947,-0.0153667955,-0.14764896,0.11950197,-0.12224481,-0.7366916,0.0027872955,-0.002372163,0.35599303,-0.28849378,0.22685741,0.16158386,0.5537675,-0.102862634,0.099984355,0.2865999
1,0.40035266,0.21471526,0.43397653,-0.8107091,0.34077907,-0.608717,0.4816543,-0.12996356,0.4189675,0.06531694,-0.3675504,-0.4710557,-0.14085081,0.34193456,-0.5416134,0.58689946,-0.24941947,-0.0153667955,-0.14764896,0.11950197,-0.12224481,-0.7366916,0.0027872955,-0.002372163,0.35599303,-0.28849378,0.22685741,0.16158386,0.5537675,-0.102862634,0.099984355,0.2865999
2,0.40035266,0.21471526,0.43397653,-0.8107091,0.34077907,-0.608717,0.4816543,-0.12996356,0.4189675,0.06531694,-0.3675504,-0.4710557,-0.14085081,0.34193456,-0.5416134,0.58689946,-0.24941947,-0.0153667955,-0.14764896,0.11950197,-0.12224481,-0.7366916,0.0027872955,-0.002372163,0.35599303,-0.28849378,0.22685741,0.16158386,0.5537675,-0.102862634,0.099984355,0.2865999
3,0.46946883,-0.19947432,0.09720876,0.06891208,-0.21144596,-0.18396579,0.57681924,0.3732241,0.05734262,0.2343914,0.2656522,0.42136326,1.0431265,-0.35633454,0.14587069,-0.4655086,-0.117207535,0.23832966,0.41230327,-0.020863332,0.14868402,-0.28001934,-0.22708349,-0.07429651,-0.03628609,-0.29893607,-0.3646427,-0.07694858,0.30234897,-0.17811489,-0.95557976,0.26911673
4,0.5112922,0.03283021,0.5010326,-0.39267144,-0.054910157,-0.6758548,0.5481357,0.30868682,0.39341828,-0.0847514,-0.43640137,-0.36869922,0.021592489,0.12015815,-0.5525348,0.31047294,-0.0863903,0.37780452,-0.54226923,-0.093564965,0.11019767,-0.674622,0.347579,0.06618637,0.6153345,-0.4523883,0.11999621,0.5213215,0.19554748,-0.07347136,0.39658186,0.0859931
5,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
6,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
7,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
8,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
9,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
10,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
11,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
12,0.57551104,0.0640247,0.30558172,-0.39923647,-0.041754052,-0.4014087,0.56881124,0.20761648,0.67533207,-0.26110247,-0.42202133,-0.58762735,0.22972889,0.18501607,-0.4915297,0.30291197,-0.15667856,0.16894372,-0.61319864,-0.06700544,0.1815782,-0.5664758,0.11578318,0.040040143,0.5871767,-0.41679874,0.33078352,0.5686271,0.22324944,-0.05711454,0.08617954,0.28025803
13,0.5112922,0.03283021,0.5010326,-0.39267144,-0.054910157,-0.6758548,0.5481357,0.30868682,0.39341828,-0.0847514,-0.43640137,-0.36869922,0.021592489,0.12015815,-0.5525348,0.31047294,-0.0863903,0.37780452,-0.54226923,-0.093564965,0.11019767,-0.674622,0.347579,0.06618637,0.6153345,-0.4523883,0.11999621,0.5213215,0.19554748,-0.07347136,0.39658186,0.0859931
14,0.5112922,0.03283021,0.5010326,-0.39267144,-0.054910157,-0.6758548,0.5481357,0.30868682,0.39341828,-0.0847514,-0.43640137,-0.36869922,0.021592489,0.12015815,-0.5525348,0.31047294,-0.0863903,0.37780452,-0.54226923,-0.093564965,0.11019767,-0.674622,0.347579,0.06618637,0.6153345,-0.4523883,0.11999621,0.5213215,0.19554748,-0.07347136,0.39658186,0.0859931
15,0.5112922,0.03283021,0.5010326,-0.39267144,-0.054910157,-0.6758548,0.5481357,0.30868682,0.39341828,-0.0847514,-0.43640137,-0.36869922,0.021592489,0.12015815,-0.5525348,0.31047294,-0.0863903,0.37780452,-0.54226923,-0.093564965,0.11019767,-0.674622,0.347579,0.06618637,0.6153345,-0.4523883,0.11999621,0.5213215,0.19554748,-0.07347136,0.39658186,0.0859931
16,0.48383492,-0.014080074,0.59361446,-0.46402514,0.0005286399,-0.5526744,0.39201367,0.21516682,0.07811754,0.12801062,-0.3941284,-0.44017562,0.12041528,0.02330683,-0.5628333,0.4371132,-0.3458686,0.27511394,-0.595561,0.11500635,0.10635409,-0.70553726,0.3192383,0.07510846,0.6129912,-0.5071001,0.24853598,0.38946745,0.22853006,-0.14101182,0.25081432,-0.032040603
