r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.06543604559970716
2.3500000000000005,0.20940396336611491
2.45,0.8254886855064341
2.55,3.6621749143982067
2.6500000000000004,10.801680672659252
2.75,11.181245406178421
2.8500000000000005,8.174397371044755
2.95,5.439526160853355
3.05,3.7313701588136254
3.1500000000000004,2.6904857709935244
3.25,2.4850772699952044
3.3500000000000005,2.5004748427845724
3.45,2.4682737289753773
3.55,2.5720504425164874
3.6500000000000004,2.5105064278159874
3.75,2.555717786793508
3.8500000000000005,2.6640163074476826
3.95,2.798486856124866
4.050000000000001,2.7651808943939087
4.15,2.8923191543242206
4.25,3.1963089673582785
4.35,3.1795297456811555
4.45,3.30133189990227
4.550000000000001,3.261386073541298
4.65,3.1661674187462125
4.75,3.367680670244068
4.8500000000000005,3.336587752237282
4.95,3.2427141304888685
5.050000000000001,2.9100090774426977
5.15,2.854718210726579
5.25,2.800905557031473
5.3500000000000005,2.4833784402418972
5.45,2.556792902459699
5.550000000000001,2.597279578714187
5.65,2.449927895252593
5.75,2.403224519596435
5.8500000000000005,2.352740875677475
5.95,2.4836405255168716
6.050000000000001,2.5922203566853703
6.15,2.4543029076426857
6.25,2.4783652424169524
6.3500000000000005,2.5027436877073637
6.45,2.623844190414532
6.550000000000001,2.567221996227361
6.65,2.5299545449768623
6.75,2.608761082585497
6.8500000000000005,2.6652338859278473
6.95,2.6645288919162176
7.050000000000001,2.59747358339724
7.15,2.558667228862653
7.25,2.4368140056288397
7.3500000000000005,2.476205907915009
7.45,2.4650513001628998
7.550000000000001,2.3665129002275966
7.65,2.328341710604239
7.75,2.2930112593570184
7.8500000000000005,2.2377320458872854
7.95,2.2783281315749035
