frame_idx,time_fs,time_ps,total_persistence_H0,total_persistence_H1,n_features_H0,n_features_H1,mean_lifetime_H0,mean_lifetime_H1
63,31.5,0.0315,420.77800740172296,48.09520260150864,146,70,2.8820411465871434,0.6870743228786949
64,32.0,0.032,420.77875710784724,48.09783250133904,146,70,2.8820462815605974,0.6871118928762721
65,32.5,0.0325,420.7816975922745,48.1040411023625,146,70,2.8820664218648933,0.687200587176607
66,33.0,0.033,420.7851587185029,48.10915173537597,146,70,2.8820901282089237,0.6872735962196567
67,33.5,0.0335,420.79187693359586,48.11433339658581,146,70,2.8821361433807935,0.687347619951226
68,34.0,0.034,420.80277768875743,48.12014781156052,146,70,2.8822108060873797,0.6874306830222932
69,34.5,0.0345,420.8107560927272,48.11720023214197,146,70,2.882265452689912,0.6873885747448851
70,35.0,0.035,420.8211612182825,48.11097331398956,146,70,2.8823367206731674,0.6872996187712793
71,35.5,0.0355,420.82729558238464,48.09829155800477,146,70,2.882378736865648,0.6871184508286395
72,36.0,0.036,420.83402125704373,48.08531252086078,146,70,2.8824248031304367,0.6869330360122969
73,36.5,0.0365,420.8441990039568,48.073930092135114,146,71,2.882494513725732,0.6770976069314806
74,37.0,0.037,420.85711633833296,48.06898995987347,146,71,2.882582988618719,0.6770280276038517
75,37.5,0.0375,420.8720359516008,48.06454136580621,146,71,2.882685177750691,0.6769653713493833
76,38.0,0.038,420.88847229795493,48.06858805721903,146,71,2.8827977554654445,0.6770223670030852
77,38.5,0.0385,420.9061471354943,48.080938767861426,146,71,2.882918815996536,0.6771963206741046
78,39.0,0.039,420.92493430541845,48.10021170401335,146,71,2.883047495242592,0.6774677704790613
79,39.5,0.0395,420.94367864640816,48.123349968814004,146,71,2.883175881139782,0.6777936615325916
80,40.0,0.04,420.9592725210121,48.14664498820955,146,71,2.883282688500083,0.6781217603973176
81,40.5,0.0405,420.9757929023387,48.17124328034276,146,71,2.883395841796841,0.678468215216095
82,41.0,0.041,420.99151807732784,48.193839233007,146,71,2.883503548474848,0.678786468070521
83,41.5,0.0415,421.00782366612566,48.215066381552866,146,71,2.883615230589902,0.6790854419937025
84,42.0,0.042,421.0278125802809,48.23960296896928,146,71,2.8837521409608287,0.6794310277319618
85,42.5,0.0425,421.0458325890441,48.257532793072876,146,71,2.883875565678384,0.679683560465815
86,43.0,0.043,421.07008223952363,48.28255331658378,146,72,2.88404165917482,0.6705910182858859
87,43.5,0.0435,421.1006789545956,48.30912618302383,146,73,2.884251225716408,0.6617688518222442
88,44.0,0.044,421.12774878526017,48.331791235587716,146,73,2.8844366355154807,0.6620793319943522
89,44.5,0.0445,421.144075837813,48.34034777135692,146,73,2.8845484646425548,0.6621965448131085
90,45.0,0.045,421.16117229316956,48.33772316045702,146,73,2.884665563651846,0.6621605912391372
91,45.5,0.0455,421.1805873047119,48.33645177436722,146,74,2.8847985431829586,0.6531952942482057
92,46.0,0.046,421.2018121250118,48.338940283821245,146,74,2.8849439186644643,0.6532289227543412
93,46.5,0.0465,421.2186878622189,48.33507902761903,146,74,2.885059505905609,0.6531767436164734
94,47.0,0.047,421.23422457844447,48.33032178999852,146,74,2.8851659217701675,0.6531124566216017
95,47.5,0.0475,421.2470008280905,48.33083134287511,146,74,2.8852534303293873,0.6531193424712853
96,48.0,0.048,421.260420101185,48.32302295909326,146,74,2.8853453431588014,0.6530138237715305
97,48.5,0.0485,421.2742715958564,48.335104901705606,146,73,2.8854402164099757,0.6621247246808986
98,49.0,0.049,421.288649048758,48.3560542508081,146,73,2.8855386921147805,0.6624117020658644
99,49.5,0.0495,421.30391968550236,48.360031762250046,146,73,2.8856432855171397,0.6624661885239732
100,50.0,0.05,421.3207326728521,48.35383969932432,146,74,2.88575844296474,0.6534302662070853
101,50.5,0.0505,421.33982671725164,48.3499619748109,146,74,2.8858892240907648,0.6533778645244717
102,51.0,0.051,421.3617717927795,48.346016157271,146,74,2.8860395328272572,0.6533245426658243
103,51.5,0.0515,421.3823449916624,48.336723281411665,146,74,2.886180445148373,0.6531989632623197
104,52.0,0.052,421.4042802995396,48.323941412757776,146,74,2.886330686983148,0.6530262353075375
105,52.5,0.0525,421.43171698327507,48.311460038553804,146,74,2.8865186094744866,0.6528575680885649
106,53.0,0.053,421.46035601069224,48.29488737822865,146,74,2.886714767196522,0.6526336132193061
107,53.5,0.0535,421.486687156647,48.27098936834366,146,74,2.8868951175112807,0.6523106671397794
108,54.0,0.054,421.50920319256835,48.253001585910404,146,74,2.8870493369354,0.6520675889987894
109,54.5,0.0545,421.52656093504015,48.23325371439922,146,73,2.887168225582467,0.6607295029369755
110,55.0,0.055,421.5480741663164,48.216409421645714,146,73,2.887315576481619,0.6604987592006262
111,55.5,0.0555,421.573005064143,48.201039770579975,146,73,2.887486336055774,0.6602882160353423
112,56.0,0.056,421.59977783778555,48.18664923444525,146,73,2.887669711217709,0.6600910854033596
113,56.5,0.0565,421.62885674378435,48.174538492894456,146,73,2.887868881806742,0.6599251848341706
114,57.0,0.057,421.65986182510716,48.16583520624427,146,73,2.8880812453774465,0.6598059617293737
115,57.5,0.0575,421.69015682063485,48.159845779113596,146,73,2.8882887453468147,0.659723914782378
116,58.0,0.058,421.7054865894516,48.13766151150162,146,73,2.888393743763367,0.6594200207055018
117,58.5,0.0585,421.72189263709254,48.11492962467632,146,73,2.8885061139526886,0.659108624995566
118,59.0,0.059,421.7395822888178,48.094637900201434,146,73,2.888627275950807,0.6588306561671428
119,59.5,0.0595,421.75896928475527,48.076454571357104,146,73,2.8887600635942143,0.6585815694706452
120,60.0,0.06,421.780352376811,48.05914546052124,146,74,2.8889065231288424,0.6494479116286656
121,60.5,0.0605,421.8039849135461,48.03963374776462,146,74,2.8890683898188088,0.649184239834657
122,61.0,0.061,421.8300400212503,48.02673076571915,146,74,2.8892468494606183,0.6490098752124209
123,61.5,0.0615,421.85842320516616,48.00364122076024,146,74,2.8894412548299053,0.6486978543345977
124,62.0,0.062,421.88903113078686,47.98123681292752,146,74,2.8896508981560745,0.6483950920665882
125,62.5,0.0625,421.921625867014,47.96054523596485,146,74,2.889874149774068,0.6481154761616872
126,63.0,0.063,421.95376607058427,47.941522039043,146,74,2.8900942881546867,0.6478584059330135
127,63.5,0.0635,421.9834415170994,47.926238951704995,146,73,2.890297544637667,0.6565238212562328
128,64.0,0.064,422.0064638507708,47.902663968393405,146,73,2.8904552318545944,0.6562008762793617
129,64.5,0.0645,422.0290671929437,47.87683680556839,146,72,2.890610049266738,0.6649560667440054
130,65.0,0.065,422.04883785840116,47.84997031544943,146,72,2.8907454647835693,0.6645829210479087
131,65.5,0.0655,422.0525347213284,47.80749383355771,146,72,2.8907707857625233,0.6639929699105237
132,66.0,0.066,422.05640661045237,47.76572524858297,146,72,2.890797305551043,0.6634128506747635
133,66.5,0.0665,422.0618058110772,47.72619396780378,146,72,2.890834286377241,0.6628638051083858
134,67.0,0.067,422.0681725250614,47.69197103459105,146,74,2.89087789400727,0.6444860950620412
135,67.5,0.0675,422.07199527235804,47.66021758843121,146,74,2.8909040772079315,0.6440569944382596
136,68.0,0.068,422.07763539351026,47.62363085659456,146,74,2.8909427081747276,0.6435625791431697
137,68.5,0.0685,422.0851227894956,47.58039894585017,146,74,2.890993991708874,0.6429783641331104
138,69.0,0.069,422.0945229702238,47.54245492754773,146,74,2.891058376508383,0.6424656071290233
139,69.5,0.0695,422.104837512019,47.50378790584603,146,74,2.8911290240549246,0.6419430798087301
140,70.0,0.07,422.1055466404539,47.462040947849026,146,73,2.8911338810989995,0.6501649444910825
141,70.5,0.0705,422.1028403746385,47.41258127550667,146,73,2.8911153450317704,0.649487414732968
142,71.0,0.071,422.10220299315074,47.359090992280215,146,73,2.891110979405142,0.6487546711271263
143,71.5,0.0715,422.1034974830125,47.30274902027359,146,73,2.8911198457740586,0.647982863291419
144,72.0,0.072,422.1066474585679,47.24374960634669,146,73,2.891141420949095,0.6471746521417355
145,72.5,0.0725,422.1108063176733,47.18049311373176,146,73,2.891169906285433,0.6463081248456405
146,73.0,0.073,422.1121901689871,47.10835228660338,146,74,2.8911793847190896,0.6365993552243698
147,73.5,0.0735,422.1154015788378,47.027865094554045,146,74,2.8912013806769714,0.6355116904669466
148,74.0,0.074,422.1210382309904,46.943872874304496,146,74,2.891239987883496,0.6343766604635743
149,74.5,0.0745,422.12439063491195,46.85913497964456,146,74,2.8912629495541915,0.6332315537789807
150,75.0,0.075,422.12350317138885,46.78081701577143,146,74,2.89125687103691,0.6321732029158301
151,75.5,0.0755,422.1231196373942,46.71572357261374,146,74,2.891254244091741,0.6312935617920775
152,76.0,0.076,422.12541896641073,46.649910606260086,146,74,2.8912699929206216,0.630404197381893
153,76.5,0.0765,422.130867343923,46.58925332291019,146,74,2.891307310574815,0.6295845043636512
154,77.0,0.077,422.1393000852781,46.534208921554125,146,74,2.891365069077247,0.6288406611020829
155,77.5,0.0775,422.1457018689119,46.47607364413092,146,74,2.891408916910356,0.6280550492450124
156,78.0,0.078,422.15385353275593,46.41947966649975,146,73,2.891464750224356,0.6358832831027362
157,78.5,0.0785,422.1614748389866,46.36226255266877,146,73,2.8915169509519627,0.6350994870228597
158,79.0,0.079,422.1633274505636,46.300172076983046,146,73,2.891529640072354,0.6342489325614116
159,79.5,0.0795,422.1667031815671,46.24506814239467,146,73,2.8915527615175822,0.6334940841423927
160,80.0,0.08,422.1729087520047,46.19152196070416,146,73,2.8915952654246895,0.6327605748041666
161,80.5,0.0805,422.1819809647935,46.13388169765324,146,72,2.891657403868449,0.6407483569118505
162,81.0,0.081,422.19387339216064,46.077578379718986,146,72,2.8917388588504154,0.6399663663849859
163,81.5,0.0815,422.2085148782212,46.023426596707004,146,72,2.8918391430015156,0.6392142582875973
164,82.0,0.082,422.22585648395926,45.971596428034324,146,72,2.891957921123008,0.6384943948338101
165,82.5,0.0825,422.2396257172374,45.91461484128052,146,71,2.8920522309399823,0.6466847160743736
166,83.0,0.083,422.23916288721165,45.83333349232982,146,71,2.8920490608713125,0.6455399083426735
167,83.5,0.0835,422.23427641390276,45.750464068844856,146,70,2.892015591876046,0.6535780581263553
168,84.0,0.084,422.22487663017296,45.66322445465325,146,70,2.891951209795705,0.6523317779236179
169,84.5,0.0845,422.21919596280924,45.58063757223994,146,69,2.891912301115132,0.6605889503223178
170,85.0,0.085,422.2146620523759,45.507844342448344,146,69,2.8918812469340813,0.6595339759775121
171,85.5,0.0855,422.212425511914,45.44298852712746,146,71,2.891865928163795,0.6400420919313727
172,86.0,0.086,422.2100217407101,45.37992278142638,146,71,2.8918494639774663,0.6391538419919209
173,86.5,0.0865,422.2052812910667,45.315782283464465,146,71,2.8918169951442922,0.6382504546966825
174,87.0,0.087,422.2048984316401,45.25687800631299,146,71,2.8918143728194527,0.6374208169903238
175,87.5,0.0875,422.2088804027741,45.20292824796165,146,71,2.8918416465943437,0.6366609612388965
176,88.0,0.088,422.20952091898255,45.146019799595024,146,71,2.891846033691661,0.635859433797113
177,88.5,0.0885,422.2127350800654,45.091775492797495,146,71,2.8918680484935986,0.6350954294760212
178,89.0,0.089,422.209196899652,45.030759762522024,146,71,2.8918438143811778,0.634236052993268
179,89.5,0.0895,422.2047902604174,44.974299543152426,146,70,2.891813631920667,0.6424899934736061
180,90.0,0.09,422.1969768171315,44.92281883484151,146,70,2.891760115185832,0.64175455478345
181,90.5,0.0905,422.19137950190344,44.87442470021151,146,70,2.891721777410297,0.6410632100030215
182,91.0,0.091,422.18748066214175,44.82573725283367,146,70,2.891695073028368,0.640367675040481
183,91.5,0.0915,422.1847965068116,44.776057552997344,146,70,2.8916766884028187,0.6396579650428192
184,92.0,0.092,422.1738919931658,44.720883927690444,146,70,2.8916019999531906,0.638869770395578
185,92.5,0.0925,422.15930163096635,44.664592145231836,146,70,2.8915020659655224,0.6380656020747405
186,93.0,0.093,422.14518927730404,44.60899013043758,146,69,2.8914054060089316,0.6465071033396751
187,93.5,0.0935,422.1314857674763,44.56010874878466,146,69,2.8913115463525774,0.6457986775186183
188,94.0,0.094,422.1182702515919,44.51265613312157,146,69,2.891221029120493,0.6451109584510372
189,94.5,0.0945,422.1057432062511,44.4702650115567,146,69,2.891135227440076,0.6444965943703871
190,95.0,0.095,422.09422033660957,44.422839931240226,146,69,2.891056303675408,0.6438092743658005
191,95.5,0.0955,422.0798357960041,44.37047677044501,146,69,2.8909577794246855,0.6430503879774639
192,96.0,0.096,422.0627414274248,44.31013477666828,146,69,2.8908406947083884,0.6421758663285256
193,96.5,0.0965,422.04802031702815,44.25167636131735,146,69,2.890739865185124,0.6413286429176429
194,97.0,0.097,422.03178814500615,44.191035569118895,146,69,2.8906286859247,0.6404497908567957
195,97.5,0.0975,422.0189235609545,44.13449410752891,146,70,2.8905405723353046,0.6304927729646987
196,98.0,0.098,422.00973350306015,44.08567521492302,146,70,2.8904776267332886,0.6297953602131862
197,98.5,0.0985,422.0043038180341,44.03894925960637,146,70,2.8904404371098225,0.6291278465658052
198,99.0,0.099,422.0016128045442,43.99142938840478,146,70,2.8904220055105774,0.6284489912629254
199,99.5,0.0995,422.0017576886741,43.94310119047827,146,71,2.8904229978676304,0.6189169181757501
200,100.0,0.1,422.0049047602456,43.89560021275949,146,72,2.890444553152367,0.609661114066104
201,100.5,0.1005,422.01053518498765,43.84641246458462,146,72,2.8904831177053945,0.6089779508970086
202,101.0,0.101,422.0181123815931,43.80206382930486,146,72,2.8905350163122816,0.6083619976292343
203,101.5,0.1015,422.02266947216646,43.75398470978452,146,72,2.890566229261414,0.6076942320803406
204,102.0,0.102,422.0259109065925,43.704983070779925,146,72,2.890588430867072,0.6070136537608323
205,102.5,0.1025,422.0255264347195,43.65789893654918,146,71,2.890585797498079,0.6148999850218193
206,103.0,0.103,422.0174885633643,43.60388994455217,146,71,2.8905307435846868,0.6141392949936927
207,103.5,0.1035,422.0103549292251,43.55329692374071,146,70,2.890481883076884,0.6221899560534389
208,104.0,0.104,422.0043710262617,43.50982964515953,146,70,2.8904408974401488,0.6215689949308504
209,104.5,0.1045,421.9989974977588,43.46730658700521,146,70,2.890404092450402,0.6209615226715028
210,105.0,0.105,421.98673910429864,43.41896429473279,146,70,2.8903201308513604,0.6202709184961828
211,105.5,0.1055,421.9763340026027,43.374164601421775,146,70,2.8902488630315255,0.619630922877454
212,106.0,0.106,421.96608065018194,43.335410466445765,146,69,2.8901786345902867,0.6280494270499385
213,106.5,0.1065,421.95399596124724,43.30217464386057,146,69,2.8900958627482694,0.6275677484617472
214,107.0,0.107,421.9395051937217,43.2712500191051,146,69,2.889996610915902,0.6271195654942767
215,107.5,0.1075,421.92451490701956,43.246958604713186,146,68,2.8898939377193122,0.635984685363429
216,108.0,0.108,421.9114496918653,43.22521761837253,146,69,2.8898044499442825,0.6264524292517758
217,108.5,0.1085,421.8917625098284,43.198223103854104,146,69,2.8896696062317013,0.6260612044036826
218,109.0,0.109,421.8689014163816,43.17167226645772,146,69,2.889513023399874,0.6256764096588076
219,109.5,0.1095,421.8483237306296,43.150804534002816,146,69,2.8893720803467784,0.6253739787536639
220,110.0,0.11,421.82963122841164,43.13087696702387,146,69,2.889244049509669,0.6250851734351287
221,110.5,0.1105,421.81176124021084,43.113096976129945,146,69,2.8891216523302115,0.6248274924076803
222,111.0,0.111,421.79235937841975,43.09483294115392,146,69,2.8889887628658886,0.6245627962486077
223,111.5,0.1115,421.77351642640684,43.07463445842311,146,69,2.888859701550732,0.6242700646148276
224,112.0,0.112,421.75347311530936,43.05597195735635,146,69,2.888722418598009,0.6239995935848747
225,112.5,0.1125,421.7318832542797,43.03891167477304,146,69,2.888574542837532,0.6237523431126527
226,113.0,0.113,421.7081449935477,43.01950111670162,146,69,2.8884119520106,0.6234710306768352
227,113.5,0.1135,421.68597692233925,43.00235911371267,146,68,2.888260115906433,0.6323876340251863
228,114.0,0.114,421.66608862436004,42.98796190724141,146,68,2.8881238946873977,0.632175910400609
229,114.5,0.1145,421.6493728901949,42.97830150977654,146,68,2.8880094033574992,0.6320338457320079
230,115.0,0.115,421.63127554963904,42.968766665391236,146,68,2.88788544897013,0.631893627432224
231,115.5,0.1155,421.61557261787,42.96471622961971,146,68,2.887777894642945,0.6318340622002898
232,116.0,0.116,421.5985654108659,42.965228327719934,146,68,2.8876614069237387,0.6318415930547048
233,116.5,0.1165,421.5818135114913,42.968188703315306,146,68,2.8875466678869266,0.6318851279899311
234,117.0,0.117,421.5681980018743,42.980244642678215,146,68,2.887453410971742,0.632062421215856
235,117.5,0.1175,421.55503085125986,42.994109683242996,146,68,2.887363225008629,0.6322663188712205
236,118.0,0.118,421.54578635873247,43.02156217732885,146,67,2.887299906566661,0.6421128683183412
237,118.5,0.1185,421.5351853644783,43.052716969788364,146,67,2.8872272970169752,0.6425778652207217
238,119.0,0.119,421.52726041351076,43.09382597255285,146,66,2.8871730165308955,0.6529367571598916
239,119.5,0.1195,421.52117272140146,43.13898564285177,146,66,2.887131320009599,0.6536209945886632
240,120.0,0.12,421.51606218548244,43.18561901349614,146,66,2.887096316338921,0.6543275608105475
241,120.5,0.1205,421.5112722919052,43.234180841188426,146,67,2.8870635088486662,0.6452862812117678
242,121.0,0.121,421.5031166032975,43.27935950633731,146,67,2.887007647967791,0.6459605896468256
243,121.5,0.1215,421.4943730643252,43.325126107062516,146,67,2.8869477607145564,0.646643673239739
244,122.0,0.122,421.48183216687136,43.37398851467019,146,66,2.886861864156653,0.6571816441616695
245,122.5,0.1225,421.4688359709176,43.429271448531054,146,66,2.8867728491158737,0.6580192643716826
246,123.0,0.123,421.45498346783813,43.47610784787829,146,66,2.8866779689577955,0.6587289067860348
247,123.5,0.1235,421.4405659599653,43.520415842564205,146,66,2.8865792189038717,0.6594002400388517
248,124.0,0.124,421.42768251366834,43.56489203263078,146,66,2.8864909761210162,0.6600741217065269
249,124.5,0.1245,421.40668977656446,43.600103268215825,146,66,2.8863471902504414,0.6606076252759973
250,125.0,0.125,421.3855195388549,43.637151604759424,146,66,2.8862021886222937,0.6611689637084762
251,125.5,0.1255,421.3668574770399,43.672893879584684,146,66,2.886074366281095,0.6617105133270407
252,126.0,0.126,421.35124301353187,43.711064015901066,146,66,2.885967417900903,0.6622888487257739
253,126.5,0.1265,421.33890762929894,43.752414804258194,146,66,2.885882928967801,0.6629153758220938
254,127.0,0.127,421.33011479195966,43.795411571545,146,66,2.8858227040545184,0.6635668419931061
255,127.5,0.1275,421.3249833714832,43.838137268556764,146,66,2.8857875573389262,0.6642142010387388
256,128.0,0.128,421.314630563352,43.87286855807757,146,66,2.885716647694192,0.6647404326981451
257,128.5,0.1285,421.3077066544341,43.91024662133988,146,67,2.885669223660508,0.6553768152438787
258,129.0,0.129,421.3043798187553,43.943389629693804,146,67,2.8856464371147625,0.6558714870103554
259,129.5,0.1295,421.3047415810879,43.97823119127287,146,67,2.885648914938958,0.6563915103175054
260,130.0,0.13,421.30885462372873,44.01389791936698,146,67,2.8856770864638954,0.6569238495427908
261,130.5,0.1305,421.3167671966186,44.04973691965407,146,67,2.885731282168621,0.6574587599948369
262,131.0,0.131,421.32565361625984,44.08234882027564,146,67,2.8857921480565745,0.6579455047802335
263,131.5,0.1315,421.33471679996666,44.11224071117105,146,67,2.885854224657306,0.658391652405538
264,132.0,0.132,421.34260774451735,44.137309013588606,146,67,2.8859082722227214,0.6587658061729643
265,132.5,0.1325,421.3528872746043,44.15793684653401,146,67,2.8859786799630434,0.659073684276627
266,133.0,0.133,421.3681932759513,44.17618285174723,146,67,2.8860835155887075,0.6593460127126451
267,133.5,0.1335,421.3887284955721,44.1909153639759,146,67,2.886224167777891,0.6595659009548641
268,134.0,0.134,421.41461211576257,44.20614575958883,146,67,2.886401452847689,0.6597932202923705
269,134.5,0.1345,421.445809257172,44.223400304389926,146,67,2.8866151318984383,0.66005075081179
270,135.0,0.135,421.4786853150508,44.243087804633774,146,67,2.8868403103770603,0.6603445940990117
271,135.5,0.1355,421.51500605774004,44.271984653243514,146,67,2.8870890825872606,0.6607758903469182
272,136.0,0.136,421.5522812078401,44.301163365495746,146,67,2.8873443918345214,0.661211393514862
273,136.5,0.1365,421.5809924229753,44.32069259410199,146,67,2.887541043992982,0.6615028745388357
274,137.0,0.137,421.6102620127653,44.34008307575059,146,67,2.887741520635379,0.6617922847126954
275,137.5,0.1375,421.64214005141713,44.35718479715652,146,67,2.8879598633658703,0.6620475342859182
276,138.0,0.138,421.6763775116769,44.37529668581067,146,67,2.888194366518335,0.6623178609822488
277,138.5,0.1385,421.7105511290156,44.396078993983075,146,67,2.888428432390518,0.6626280446863144
278,139.0,0.139,421.7434724059564,44.419139810247906,146,67,2.888653920588743,0.6629722359738494
279,139.5,0.1395,421.7781697263365,44.44268652287281,146,67,2.888891573468058,0.6633236794458628
280,140.0,0.14,421.8141625492196,44.466555908566924,146,67,2.889138099652189,0.6636799389338347
281,140.5,0.1405,421.8512965130753,44.49015572425843,146,67,2.8893924418703785,0.6640321749889317
282,141.0,0.141,421.88503068073203,44.50653673269577,146,67,2.889623497813233,0.6642766676521757
283,141.5,0.1415,421.91420989064227,44.512701929775716,146,67,2.889823355415358,0.6643686855190406
284,142.0,0.142,421.9446800695692,44.51801855433897,146,67,2.8900320552710217,0.6644480381244622
285,142.5,0.1425,421.9764343337483,44.51222677696782,146,67,2.890249550231152,0.6643615936860869
286,143.0,0.143,422.00733310634934,44.502111506057474,146,67,2.890461185659927,0.6642106194933951
287,143.5,0.1435,422.03849237738837,44.49387924978535,146,67,2.8906746053245778,0.6640877499967963
288,144.0,0.144,422.0704073227268,44.48432062511826,146,67,2.890893200840595,0.663945083956989
