lag_time_fs,property_acf
0.0,1.0
0.5,0.9978192122046173
1.0,0.995663075976153
1.5,0.9935502785107007
2.0,0.9914962671292957
2.5,0.9895303055779614
3.0,0.9876443014631214
3.5,0.9858683455978836
4.0,0.9841894760107782
4.5,0.982584159630846
5.0,0.9810597378615051
5.5,0.9796024207544333
6.0,0.9782122323681678
6.5,0.9768542534283219
7.0,0.9755170745392375
7.5,0.9741933594988964
8.0,0.9728782706511899
8.5,0.9715612360775331
9.0,0.9702446957635261
9.5,0.9689302772149941
10.0,0.9676293738673455
10.5,0.9663647787276433
11.0,0.9651332775500503
11.5,0.9639397696384859
12.0,0.9627899706172335
12.5,0.9616952671755725
13.0,0.9606483178037392
13.5,0.9596418070905581
14.0,0.9586627818418925
14.5,0.9577299565959776
15.0,0.956822979511793
15.5,0.9559426747128928
16.0,0.9550646038000318
16.5,0.9541912500030564
17.0,0.9533299532769701
17.5,0.9524676764547634
18.0,0.9515978593022839
18.5,0.9507188683368505
19.0,0.9498282128839114
19.5,0.9489397935863996
20.0,0.9480600944910664
20.5,0.9471867122427169
21.0,0.946327764283727
21.5,0.9454905976768571
22.0,0.9446687346523066
22.5,0.9438891609533138
23.0,0.943139602939628
23.5,0.9424135403043172
24.0,0.9417109815073823
24.5,0.9410311665807892
25.0,0.9403707412047374
25.5,0.9397256760697171
26.0,0.9390771884996553
26.5,0.9384334973276711
27.0,0.937810028605769
27.5,0.9371953989925899
28.0,0.9366010534617538
28.5,0.9360245995100696
29.0,0.935461034650762
29.5,0.934912868057344
30.0,0.9343825582707412
30.5,0.9338619882046233
31.0,0.9333666474197395
31.5,0.932894091087554
32.0,0.9324345107304072
32.5,0.9319853452521791
33.0,0.9315589820295586
33.5,0.9311398806844685
34.0,0.9307297374496961
34.5,0.9303259868622997
35.0,0.9299270503230792
35.5,0.9295198296351911
36.0,0.9291116913999071
36.5,0.9287051505056163
37.0,0.9283050640614544
37.5,0.9279007264973718
38.0,0.9275044833001677
38.5,0.9271245308248388
39.0,0.926734592868896
39.5,0.9263668079826455
40.0,0.9260079504938322
40.5,0.9256572038924407
41.0,0.925326868652419
41.5,0.9250004919613515
42.0,0.9246822363997179
42.5,0.9243688243862113
43.0,0.9240528132825553
43.5,0.9237318029161273
44.0,0.9234049710181194
44.5,0.9230805208104267
45.0,0.9227568118946271
45.5,0.9224232386395813
46.0,0.9220911620576719
46.5,0.9217557204908216
47.0,0.9214333334428049
47.5,0.9211182577435308
48.0,0.9208072111254737
48.5,0.9205018377446048
49.0,0.920204604000736
49.5,0.9199073632877325
