Species,Average_Count,Percentage
H2O,90.3026973026973,73.41026848798869
H*,14.52047952047952,11.80421329608394
H2,7.974025974025974,6.4823688014683185
*OH,7.742257742257742,6.293956177822533
O2,0.989010989010989,0.8040021440057172
O*,0.5954045954045954,0.4840255331589975
HO2*,0.4745254745254745,0.38575860444718757
H3O+,0.3926073926073926,0.3191644874689362
H5O2,0.01998001998001998,0.016242467555671054
