Angle_deg,Phi_probability_density,Theta_probability_density
1.0,0.00040203698740284106,5.360493165371214e-05
3.0,0.0008308764406325382,0.000388635754489413
5.0,0.0016885553470919325,0.0005226480836236934
7.0,0.0014205306888233717,0.0005494505494505495
9.0,0.0020637898686679174,0.0009112838381131064
11.0,0.001902975073706781,0.0015947467166979362
13.0,0.003082283570088448,0.0015947467166979362
15.0,0.002599839185205039,0.0017153578129187885
17.0,0.002626641651031895,0.002653444116858751
19.0,0.0024658268560707585,0.003430715625837577
21.0,0.0031894934333958724,0.003712141517019566
23.0,0.002680246582685607,0.0030688823371750203
25.0,0.004127579737335835,0.004140980970249263
27.0,0.0042079871348164035,0.004623425355132672
29.0,0.005172875904583222,0.005467703028678638
31.0,0.004824443848834093,0.006137764674350041
33.0,0.004663629053872956,0.005923344947735192
35.0,0.0058965424819083356,0.006218172071830608
37.0,0.004127579737335835,0.005990351112302332
39.0,0.005012061109622086,0.006405789332618601
41.0,0.006781023854194586,0.006633610292146878
43.0,0.007692307692307693,0.005856338783168051
45.0,0.008094344679710534,0.006767622621281158
47.0,0.007102653444116859,0.009032430983650495
49.0,0.006861431251675154,0.008509782900026802
51.0,0.007049048512463147,0.009769498793889038
53.0,0.009193245778611633,0.01022514071294559
55.0,0.00873760385955508,0.010935406057357277
57.0,0.008094344679710534,0.009220048244438488
59.0,0.010345751809166444,0.00757169659608684
61.0,0.008764406325381936,0.008523184132940231
63.0,0.010211739480032163,0.00900562851782364
65.0,0.010211739480032163,0.0077727150897882605
67.0,0.011819887429643527,0.009635486464754758
69.0,0.011444652908067543,0.0077057089252211206
71.0,0.011605467703028678,0.0074644867327794155
73.0,0.01364245510586974,0.007491289198606272
75.0,0.014928973465558831,0.007745912623961405
77.0,0.01618868935942107,0.008348968105065666
79.0,0.010908603591530421,0.007866523720182256
81.0,0.014098097024926294,0.007317073170731708
83.0,0.011605467703028678,0.008630393996247656
85.0,0.011793084963816671,0.008295363173411953
87.0,0.011417850442240687,0.008469579201286518
89.0,0.009461270436880193,0.00982310372554275
91.0,0.008362369337979094,0.00934065934065934
93.0,0.008549986598767087,0.009541677834360761
95.0,0.007879924953095686,0.00975609756097561
97.0,0.0075046904315197,0.009836504958456178
99.0,0.0068346287858482985,0.010144733315465023
101.0,0.007451085499865988,0.009086035915304208
103.0,0.007049048512463147,0.008576789064593943
105.0,0.006673813990887162,0.008308764406325383
107.0,0.007263468239077996,0.00995711605467703
109.0,0.006566604127579738,0.009916912355936747
111.0,0.005548110426159207,0.009246850710265344
113.0,0.005172875904583222,0.008295363173411953
115.0,0.006057357276869472,0.008791208791208791
117.0,0.006191369606003753,0.007142857142857143
119.0,0.0064593942642723135,0.007531492897346556
121.0,0.006030554811042616,0.006848030018761726
123.0,0.004663629053872956,0.007142857142857143
125.0,0.005172875904583222,0.008134548378450818
127.0,0.005440900562851783,0.006660412757973733
129.0,0.005146073438756366,0.0055883141248994905
131.0,0.004636826588046101,0.006231573304744036
133.0,0.003028678638434736,0.0060841597426963285
135.0,0.002626641651031895,0.004878048780487805
137.0,0.0027606539801661753,0.004261592066470116
139.0,0.003082283570088448,0.004087376038595551
141.0,0.0035647279549718574,0.003859555079067274
143.0,0.00436880192977754,0.0038193513803269903
145.0,0.003484320557491289,0.003082283570088448
147.0,0.003055481104261592,0.002278209595282766
149.0,0.0028678638434735996,0.002238005896542482
151.0,0.00150093808630394,0.0027606539801661753
153.0,0.001554543017957652,0.002197802197802198
155.0,0.0014473331546502278,0.0016885553470919325
157.0,0.0014741356204770839,0.0016081479496113642
159.0,0.001554543017957652,0.0013401232913428035
161.0,0.0014741356204770839,0.00150093808630394
163.0,0.0010720986330742428,0.001487536853390512
165.0,0.0009916912355936746,0.0012731171267756634
167.0,0.0009648887697668185,0.0006164567140176896
169.0,0.000777271508978826,0.00032162958992227285
171.0,0.0008040739748056821,0.0003350308228357009
173.0,0.0004556419190565532,0.0001474135620477084
175.0,0.0005896542481908336,0.00016081479496113642
177.0,0.0005896542481908336,0.00013401232913428035
179.0,0.00021441972661484857,4.0203698740284106e-05
