r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0189512559669378
0.6500000000000001,0.5161724102511415
0.75,1.468885669396459
0.8500000000000001,0.3730443424513022
0.95,0.04595364514770806
1.05,0.0
1.1500000000000001,0.00014149154214039263
1.25,0.0005116951581435029
1.35,0.03284620548235317
1.4500000000000002,1.0505159074524102
1.55,3.182524498332832
1.6500000000000001,2.095166631900346
1.75,8.67650462449836
1.85,2.9163236199850693
1.9500000000000002,0.8676152270695604
2.05,1.2117600272090034
2.1500000000000004,1.6941662427739783
2.25,2.092765320249306
2.3500000000000005,2.3084512742556518
2.45,2.4282247125526357
2.55,2.3956030967265676
2.6500000000000004,2.3046518653609915
2.75,2.22467500386722
2.8500000000000005,2.2146842190478
2.95,2.2342231883195263
3.05,2.3545084923899946
3.1500000000000004,2.3433836339125143
3.25,2.3304709218748485
3.3500000000000005,2.3607327256351005
3.45,2.4167584337926957
3.55,2.484077605750744
3.6500000000000004,2.549300180431716
3.75,2.605323115515206
3.8500000000000005,2.641167902761708
3.95,2.6581952645345366
4.050000000000001,2.6862981512206408
4.15,2.6819279389072816
4.25,2.6337919460070203
4.35,2.5500082019410786
4.45,2.4112105407884603
4.550000000000001,2.3026508904297462
4.65,2.2423293474340515
4.75,2.2547527315270712
4.8500000000000005,2.2662399519410386
4.95,2.1710910687448464
5.050000000000001,2.1265285204673523
5.15,2.1481790341436207
5.25,2.174716148611558
5.3500000000000005,2.201405541240251
5.45,2.2289719273667976
5.550000000000001,2.270459107581127
5.65,2.3043379320221855
5.75,2.3319992832206156
5.8500000000000005,2.347824439278743
5.95,2.34671788250883
6.050000000000001,2.339679109154011
6.15,2.3332009976127486
6.25,2.3136059236002153
6.3500000000000005,2.3042661075742483
6.45,2.2867374884049756
6.550000000000001,2.2823046894648202
6.65,2.280939423638655
6.75,2.265819553434974
6.8500000000000005,2.248079952532953
6.95,2.236864919590242
7.050000000000001,2.2279601041127464
7.15,2.2223145238296755
7.25,2.2123061259761707
7.3500000000000005,2.203053838188489
7.45,2.185836379951203
7.550000000000001,2.1725677969815544
7.65,2.166176134592928
7.75,2.166086765094349
7.8500000000000005,2.162997134429271
7.95,2.159960059500828
