Time_fs,n_hbonds,betti_0,betti_1,betti_2,euler_characteristic,PC1,PC2,LBHB_Fraction,Avg_Wire_Length,Hodge_Gradient_Pct,Hodge_Curl_Pct,Hodge_Harmonic_Pct
0.0,135,1,47,0,-46,-0.90990293,0.7409343,0.0,0.0,99.99999871956244,0.0,0.0031740644189888
0.5,135,1,47,0,-46,-0.90990293,0.7409343,0.0,0.0,99.99999871683414,0.0,0.0031758945884676
1.0,135,1,47,0,-46,-0.90990293,0.7409343,0.0,0.0,99.99999793429429,0.0,0.0043395550863544
1.5,134,1,47,0,-46,0.78445244,-0.18208836,0.0,0.0,99.99999821341812,0.0,0.0042042744078351
2.0,133,1,46,0,-45,-1.1275014,0.4055419,0.0,0.0,99.99999821162614,0.0,0.0042058523720473
2.5,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.9999982096859,0.0,0.0042080106025706
3.0,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.99999820788,0.0,0.0042104237694489
3.5,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.99999788926888,0.0,0.0043779984775369
4.0,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.99999788516192,0.0,0.0044135193424686
4.5,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.99999874163476,0.0,0.0036429514139919
5.0,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.99999772944952,0.0,0.0046811093435826
5.5,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.9999979616866,0.0,0.0043995761832027
6.0,132,1,46,0,-45,-0.9697902,0.24310435,0.0,0.0,99.99999769665044,0.0,0.0047530579778003
6.5,133,1,46,0,-45,-1.1275014,0.4055419,0.0,0.0,99.99999844735406,0.0,0.0037908409616731
7.0,133,1,46,0,-45,-1.1275014,0.4055419,0.0,0.0,99.99999845596584,0.0,0.0037803074712589
7.5,133,1,46,0,-45,-1.1275014,0.4055419,0.0,0.0,99.9999983270256,0.0,0.0038176739250012
8.0,134,1,46,0,-45,-1.108757,0.48148122,0.0,0.0,99.9999976420672,0.0,0.0048160900142437
8.5,134,1,46,0,-45,-1.108757,0.48148122,0.0,0.0,99.99999764290776,0.0,0.0048148090527873
9.0,135,1,47,0,-46,-1.0878127,0.45528492,0.0,0.0,99.99999879857552,0.0,0.0033936021734674
9.5,136,1,48,0,-47,0.74275655,-0.27419093,0.0,0.0,99.99999870048096,0.0,0.0035136919605391
10.0,136,1,48,0,-47,0.74275655,-0.27419093,0.0,0.0,99.99999906696948,0.0,0.0030818393310727
10.5,137,1,48,0,-47,0.77684116,-0.033665687,0.0,0.0,99.999999066548,0.0,0.003083047079948
11.0,137,1,48,0,-47,0.77684116,-0.033665687,0.0,0.0,99.99999906633944,0.0,0.0030839891165693
11.5,137,1,48,0,-47,0.77684116,-0.033665687,0.0,0.0,99.99999885650207,0.0,0.0033291970909953
12.0,136,1,48,0,-47,-0.8326342,0.76904935,0.0,0.0,99.99999807560827,0.0,0.0049142471824493
12.5,133,1,46,0,-45,-0.9186808,0.8718659,0.0,0.0,99.99999840361666,0.0,0.0038940927719063
13.0,132,1,45,0,-44,-0.9414229,0.69531,0.0,0.0,99.99999873830215,0.0,0.003331816358194
13.5,132,1,45,0,-44,-0.9414229,0.69531,0.0,0.0,99.99999722558287,0.0,0.0052754412321841
14.0,132,1,45,0,-44,-0.9414229,0.69531,0.0,0.0,99.9999972213038,0.0,0.0052796251782983
14.5,133,1,45,0,-44,-1.2243774,0.30161515,0.0,0.0,99.99999808240638,0.0,0.0038991318093211
15.0,133,1,45,0,-44,-1.2243774,0.30161515,0.0,0.0,99.99999801932476,0.0,0.0050753041095178
15.5,134,1,46,0,-45,-1.0392768,0.7400555,0.0,0.0,99.99999802383752,0.0,0.0050703911709915
16.0,133,1,46,0,-45,0.11419838,1.0504463,0.0,0.0,99.99999803075464,0.0,0.0050624398007129
16.5,133,1,46,0,-45,0.11419838,1.0504463,0.0,0.0,99.99999878795714,0.0,0.0038784822630563
17.0,133,1,46,0,-45,0.11419838,1.0504463,0.0,0.0,99.99999878414836,0.0,0.0038842985801995
17.5,133,1,46,0,-45,0.11419838,1.0504463,0.0,0.0,99.99999789361192,0.0,0.0052962090338739
18.0,135,1,47,0,-46,0.7997123,0.32644394,0.0,0.0,99.99999764912673,0.0,0.0056454474648949
18.5,136,1,48,0,-47,0.7655721,0.29726136,0.0,0.0,99.99999764306398,0.0,0.0056513398497148
19.0,136,1,48,0,-47,0.7655721,0.29726136,0.0,0.0,99.99999785155222,0.0,0.0052591668493017
19.5,137,1,49,0,-48,-0.91192925,0.59570307,0.0,0.0,99.99999784868152,0.0,0.0052613902000105
20.0,137,1,49,0,-48,-0.91192925,0.59570307,0.0,0.0,99.9999979995688,0.0,0.004656402692968
20.5,137,1,49,0,-48,-0.91192925,0.59570307,0.0,0.0,99.9999991905599,0.0,0.0028505364164875
21.0,137,1,49,0,-48,-0.91192925,0.59570307,0.0,0.0,99.99999865931017,0.0,0.0038120057034352
21.5,137,1,49,0,-48,-0.91192925,0.59570307,0.0,0.0,99.99999890838622,0.0,0.0034320608678797
22.0,137,1,49,0,-48,-0.91192925,0.59570307,0.0,0.0,99.99999871627384,0.0,0.0039485533966939
22.5,138,1,50,0,-49,-0.6568726,0.6241456,0.0,0.0,99.9999987925368,0.0,0.0038760178734749
23.0,137,1,50,0,-49,-0.60451585,0.7345749,0.0,0.0,99.99999865091438,0.0,0.0032635759891178
23.5,135,1,48,0,-47,-1.1125321,0.56832916,0.0,0.0,99.99999782182664,0.0,0.0050043758217612
