Step,Time_fs,Kinetic_au,Temperature_K,Potential_au,Conserved_au
4000,2000.0,1.177104778,301.82691578,-3469.81887133,-3464.086642876
4001,2000.5,1.172712627,300.700703856,-3469.813511398,-3464.08622618
4002,2001.0,1.172324506,300.601183915,-3469.809340053,-3464.085938476
4003,2001.5,1.171805056,300.467989308,-3469.81022354,-3464.086255773
4004,2002.0,1.172687215,300.694187953,-3469.812535218,-3464.086456922
4005,2002.5,1.174015538,301.034789375,-3469.814742661,-3464.085816864
4006,2003.0,1.188299464,304.69739744,-3469.825564965,-3464.085681312
4007,2003.5,1.20923479,310.065521736,-3469.845825651,-3464.087034075
4008,2004.0,1.2260681,314.381829171,-3469.857831513,-3464.087558155
4009,2004.5,1.216506266,311.930034678,-3469.855117723,-3464.086313767
4010,2005.0,1.214550335,311.428505501,-3469.854342393,-3464.085937427
4011,2005.5,1.221561699,313.226321832,-3469.860602294,-3464.086859379
4012,2006.0,1.219221561,312.626276101,-3469.861188486,-3464.086790217
4013,2006.5,1.21800537,312.314427103,-3469.854702536,-3464.086172213
4014,2007.0,1.212240908,310.836334495,-3469.848458085,-3464.085911347
4015,2007.5,1.206123729,309.26780004,-3469.845755445,-3464.086139811
4016,2008.0,1.201471438,308.074884639,-3469.84323183,-3464.086352258
4017,2008.5,1.197864549,307.150025239,-3469.837366861,-3464.086350369
4018,2009.0,1.187782945,304.564954228,-3469.828288312,-3464.086222248
4019,2009.5,1.179761994,302.508264983,-3469.818691336,-3464.086033243
4020,2010.0,1.18167277,302.998215985,-3469.812442816,-3464.085963443
4021,2010.5,1.178357987,302.148256871,-3469.812732811,-3464.085727204
4022,2011.0,1.19229867,305.722852305,-3469.823730297,-3464.085955886
4023,2011.5,1.21052258,310.395729947,-3469.841042913,-3464.087328826
4024,2012.0,1.217951191,312.3005348,-3469.846102135,-3464.087815016
4025,2012.5,1.205376465,309.076190758,-3469.832766751,-3464.086485305
4026,2013.0,1.195539392,306.55382093,-3469.819160488,-3464.085638558
4027,2013.5,1.187903378,304.595835056,-3469.81608539,-3464.086504982
4028,2014.0,1.185941512,304.092784007,-3469.812565656,-3464.086419396
4029,2014.5,1.178058984,302.071588237,-3469.807439646,-3464.085649389
4030,2015.0,1.183640079,303.502662794,-3469.809556667,-3464.085407015
4031,2015.5,1.200525266,307.832272178,-3469.821535077,-3464.085678482
4032,2016.0,1.209590523,310.156736977,-3469.83869434,-3464.086047521
4033,2016.5,1.22473298,314.039484896,-3469.854670099,-3464.086441676
4034,2017.0,1.228448285,314.992143359,-3469.863073763,-3464.086874247
4035,2017.5,1.218333163,312.398477968,-3469.857934711,-3464.087172761
4036,2018.0,1.191266624,305.45822075,-3469.83686395,-3464.086749004
4037,2018.5,1.163455088,298.32693531,-3469.809861416,-3464.085203434
4038,2019.0,1.15260742,295.545434226,-3469.80062535,-3464.084512695
4039,2019.5,1.16981983,299.95894826,-3469.818608434,-3464.086061316
4040,2020.0,1.194250585,306.223351984,-3469.842867043,-3464.087286826
4041,2020.5,1.20715025,309.531015046,-3469.855456352,-3464.086644968
4042,2021.0,1.22202858,313.346036919,-3469.864658736,-3464.085697973
4043,2021.5,1.242645824,318.632600513,-3469.88145413,-3464.086602257
4044,2022.0,1.256352099,322.147090327,-3469.89382268,-3464.087013481
4045,2022.5,1.246989741,319.746444442,-3469.89336524,-3464.08663411
4046,2023.0,1.247857912,319.969056345,-3469.883460145,-3464.08628594
4047,2023.5,1.225062951,314.124094129,-3469.868846104,-3464.085908516
4048,2024.0,1.206424872,309.345017641,-3469.855487471,-3464.085527852
4049,2024.5,1.19897575,307.434953516,-3469.849146159,-3464.085424046
