Step,Time_fs,Kinetic_au,Temperature_K,Potential_au,Conserved_au
64,32.0,1.729463626,441.845281191,-3483.455929353,-3481.330667088
65,32.5,1.713539117,437.776869961,-3483.441307616,-3481.324271036
66,33.0,1.728443977,441.584780029,-3483.465811253,-3481.325722567
67,33.5,1.767028972,451.442517415,-3483.515922013,-3481.329175783
68,34.0,1.780198949,454.807197626,-3483.538026152,-3481.327384687
69,34.5,1.781039826,455.022025729,-3483.54730521,-3481.325690233
70,35.0,1.796109125,458.871947022,-3483.575675977,-3481.33755421
71,35.5,1.826061931,466.524322953,-3483.59914847,-3481.339630605
72,36.0,1.81374669,463.378011698,-3483.601461347,-3481.344516036
73,36.5,1.739142377,444.318019267,-3483.538381033,-3481.341309389
74,37.0,1.686382073,430.838758304,-3483.494555631,-3481.341251533
75,37.5,1.661725277,424.539412746,-3483.48531926,-3481.344128737
76,38.0,1.696817155,433.504724615,-3483.516316191,-3481.328921249
77,38.5,1.85350326,473.535064125,-3483.690122174,-3481.346607959
78,39.0,1.94482372,496.86571629,-3483.789191561,-3481.34120478
79,39.5,1.980411035,505.957603061,-3483.835210816,-3481.338432643
80,40.0,1.998652202,510.617876405,-3483.861079194,-3481.339262391
81,40.5,1.983263369,506.686320357,-3483.857234647,-3481.341511545
82,41.0,1.928170045,492.611016921,-3483.804228217,-3481.340431716
83,41.5,1.858441866,474.796784749,-3483.739974351,-3481.334057775
84,42.0,1.882358586,480.907054716,-3483.762536201,-3481.33806552
85,42.5,1.94930317,498.010131185,-3483.853225648,-3481.344391397
86,43.0,1.993733473,509.36123406,-3483.918461488,-3481.346234667
87,43.5,1.975631843,504.736609756,-3483.913054674,-3481.346274454
88,44.0,1.912227663,488.53803956,-3483.851291922,-3481.338937566
89,44.5,1.87792239,479.773690448,-3483.828247799,-3481.340341037
90,45.0,1.882844741,481.031258168,-3483.834302847,-3481.342826224
91,45.5,1.868849962,477.455856481,-3483.823400766,-3481.34156222
92,46.0,1.844686295,471.282496264,-3483.806317906,-3481.340704086
