lag_time_fs,property_acf
0.0,1.0
0.5,0.9970060546347355
1.0,0.9940587890610513
1.5,0.9911984984988168
2.0,0.9884824645363572
2.5,0.985899098140199
3.0,0.9834686119932352
3.5,0.9811730146189372
4.0,0.9790272540690181
4.5,0.9770303457860148
5.0,0.9751866360522708
5.5,0.9735089147282708
6.0,0.9719133859855629
6.5,0.9703873791530122
7.0,0.9689532265137173
7.5,0.9675526029067261
8.0,0.9661292018536004
8.5,0.9646883607882629
9.0,0.9632406220981256
9.5,0.9617679938451337
10.0,0.9602949554038313
10.5,0.9587757193334552
11.0,0.9572348066826993
11.5,0.9557029124128185
12.0,0.9542066729911046
12.5,0.9527705711972922
13.0,0.9513860740438126
13.5,0.9500543200103001
14.0,0.9487678312211859
14.5,0.9475373262216508
15.0,0.9463660839469793
15.5,0.945241302206724
16.0,0.9441395754505499
16.5,0.9430587849345432
17.0,0.9420063363822112
17.5,0.9409492738258738
18.0,0.9398950545187938
18.5,0.9388330867713454
19.0,0.937770832156285
19.5,0.936691100034651
20.0,0.935605745545283
20.5,0.9345274281314059
21.0,0.9334562898217416
21.5,0.9324326631117825
22.0,0.9314439067593595
22.5,0.9304953745405491
23.0,0.9295774798229349
23.5,0.9286720886882737
24.0,0.9277792074249587
24.5,0.9269224156068012
25.0,0.9260716681407044
25.5,0.9252131570316448
26.0,0.924352220880659
26.5,0.9234921462723381
27.0,0.9226424734228467
27.5,0.9218001676245211
28.0,0.9209843146898756
28.5,0.9201681930370136
29.0,0.9193678459659324
29.5,0.9185843510111167
30.0,0.9178219961611462
30.5,0.9170679507758159
31.0,0.9163275703005097
31.5,0.9156222703684039
32.0,0.9149402915084826
32.5,0.9142932404736358
33.0,0.9136747971833249
33.5,0.9130936364571194
34.0,0.9125113026187793
34.5,0.9119341316851968
35.0,0.9113515992892524
35.5,0.910774233933724
36.0,0.9101784531204103
36.5,0.9095770174740709
37.0,0.9089678750520116
37.5,0.9083852463939729
38.0,0.9078002772020615
38.5,0.9072353985719114
39.0,0.9066594981848073
39.5,0.9061080885564973
40.0,0.905576989550659
40.5,0.9050671848913178
41.0,0.9045561344804924
41.5,0.9040556520394256
42.0,0.9035656393239755
42.5,0.9030970522886772
43.0,0.9026358291809898
43.5,0.9021830484866332
44.0,0.9017365646011706
44.5,0.9012618706907767
45.0,0.9007762624345542
45.5,0.9002883381676491
46.0,0.8998088534108963
46.5,0.8993313573499588
47.0,0.8988731763900755
47.5,0.8984299076283307
48.0,0.8979940238357674
48.5,0.897568868773604
49.0,0.8971263427198098
49.5,0.8967126341466042
