r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.21808526621442495
1.25,0.8950508405325043
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0009610561788993087
2.05,0.0004682361752043629
2.1500000000000004,0.000304065908413248
2.25,0.019490219308077986
2.3500000000000005,0.2315044679453076
2.45,1.3053008183002663
2.55,5.0645000264868605
2.6500000000000004,11.248640476569273
2.75,9.847194788736548
2.8500000000000005,7.383067840386881
2.95,5.515258730903865
3.05,4.309903828471433
3.1500000000000004,3.4721804732804773
3.25,2.913259944933248
3.3500000000000005,2.8213342378113015
3.45,2.766806252655392
3.55,2.773593261765426
3.6500000000000004,2.8101187088397133
3.75,2.9235728761487403
3.8500000000000005,2.892240621741043
3.95,3.0254545901825205
4.050000000000001,3.076199768284749
4.15,3.0852041968190025
4.25,3.164621254450801
4.35,3.187104553094469
4.45,3.149584083606816
4.550000000000001,3.182895857998826
4.65,3.185368201892673
4.75,3.133282209264005
4.8500000000000005,3.1372581441978724
4.95,3.0874084186838466
5.050000000000001,3.0729359142991144
5.15,3.0321820682465663
5.25,2.830477552953245
5.3500000000000005,2.7336781745475
5.45,2.6470661297386084
5.550000000000001,2.65181935860264
5.65,2.6180093812262912
5.75,2.6499612967686046
5.8500000000000005,2.6816917336548305
5.95,2.748265119549682
6.050000000000001,2.8158970329078903
6.15,2.847552286384488
6.25,2.8591755923573685
6.3500000000000005,2.8327637648604376
6.45,2.7949738301345763
6.550000000000001,2.829979529023775
6.65,2.8358041523582433
6.75,2.769110389386157
6.8500000000000005,2.7747723677096405
6.95,2.7528393506357616
7.050000000000001,2.7026104877681405
7.15,2.605194798128317
7.25,2.5627668510644326
7.3500000000000005,2.533490187330889
7.45,2.5121750947657855
7.550000000000001,2.4781180676012107
7.65,2.472072599356365
7.75,2.457312123101585
7.8500000000000005,2.379835900803877
7.95,2.4101780153071295
