Species,Average_Count,Percentage
H2O,90.94334277620396,79.6408688609516
H2,9.215630728211964,8.070308566758843
H*,6.659390101649725,5.83175851677818
*OH,4.302782869521747,3.7680313455378576
H3O+,1.0913181136477255,0.9556886751840528
O2,1.0,0.8757196121208584
O*,0.948008665222463,0.8301897805958278
H5O2,0.02082986168971838,0.018241118399451306
H3O2-,0.010498250291618064,0.009193523673323458
