r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.003739381926225331
1.6500000000000001,0.004949787921628847
1.75,0.024201432454364073
1.85,0.07677956275365184
1.9500000000000002,0.15593296387427208
2.05,0.2517192416194673
2.1500000000000004,1.8069764318104862
2.25,7.221252931883469
2.3500000000000005,8.176577971402967
2.45,6.5203179027481175
2.55,6.229296681174008
2.6500000000000004,4.676151345741391
2.75,2.7447563983016288
2.8500000000000005,1.8498632616248085
2.95,1.2762198451452222
3.05,1.0323839578738565
3.1500000000000004,1.0201632629238575
3.25,1.0544612288897937
3.3500000000000005,1.299648469925368
3.45,1.3040850987686239
3.55,1.1427205490691088
3.6500000000000004,1.214988095616252
3.75,1.214139419041846
3.8500000000000005,1.1979496931142142
3.95,1.2917994745679466
4.050000000000001,1.2612464750985182
4.15,1.4682731442946555
4.25,1.6215721035158572
4.35,1.5649657953523266
4.45,1.6241503334613188
4.550000000000001,1.9381324672638245
4.65,2.446802240393442
4.75,2.545644117822309
4.8500000000000005,2.2800054648925925
4.95,2.0707529432873573
5.050000000000001,1.9980975481240684
5.15,1.9981457288598266
5.25,1.8982234647286567
5.3500000000000005,1.8255709759280432
5.45,1.8270947889388678
5.550000000000001,1.6227247569634584
5.65,1.5242106119861676
5.75,1.6038491832576758
5.8500000000000005,1.899087616005813
5.95,2.029727980352637
6.050000000000001,2.1251771265829773
6.15,2.242789345771564
6.25,1.6523412134691984
6.3500000000000005,1.405424289428659
6.45,1.4861896624334763
6.550000000000001,1.4633528379379028
6.65,1.4091092576310145
6.75,1.3000848151481275
6.8500000000000005,1.2725985445271901
6.95,1.3798260761990577
7.050000000000001,1.5172840285489928
7.15,1.4195200964711512
7.25,1.4237022617158817
7.3500000000000005,1.4595194938206983
7.45,1.4591243951792205
7.550000000000001,1.4858582340567081
7.65,1.2800539783992722
7.75,1.2427461893617266
7.8500000000000005,1.1991486264078133
7.95,1.19408185729508
