Species,Average_Count,Percentage
H2O,92.88576427946506,84.66594059090113
H2,9.695288088988876,8.837314218401463
H*,2.475315585551806,2.256265251578417
*OH,1.6867891513560804,1.5375185980965573
O2,1.0,0.9115060983528865
O*,0.9965004374453194,0.9083162257427277
H3O+,0.9543807024121985,0.8699238303990303
H5O2,0.014498187726534183,0.013215186527800878
