Delta_Z_A,Density_Substrate_atoms_per_A3,Density_O_atoms_per_A3,Density_H_atoms_per_A3
-14.8875,0.06914339811915521,0.0,0.0
-14.662500000000001,0.06580068327130852,0.0,0.0
-14.4375,0.06822775765426663,0.0,0.0
-14.212499999999999,0.0778623649432056,0.0,0.0
-13.9875,0.07805521387673521,0.0,0.0
-13.7625,0.08596358802895786,0.0,0.0
-13.537500000000001,0.08159077765811151,0.0,0.0
-13.3125,0.08069551960083175,0.0,0.0
-13.087499999999999,0.07705647590390297,0.0,0.0
-12.8625,0.07485831163716701,0.0,0.0
-12.6375,0.08332798593738644,0.0,0.0
-12.412500000000001,0.08932825316192174,0.0,0.0
-12.1875,0.08175226904147372,0.0,0.0
-11.962499999999999,0.08012951582030986,0.0,0.0
-11.7375,0.07224936346323789,0.0,0.0
-11.5125,0.07815869379228768,0.0,0.0
-11.287500000000001,0.08578171423798683,0.0,0.0
-11.0625,0.09181490689019793,0.0,0.0
-10.837499999999999,0.09099961058584509,0.0,0.0
-10.6125,0.09441915143160194,0.0,0.0
-10.3875,0.09503689516990006,0.0,0.0
-10.1625,0.10096347215154194,0.0,0.0
-9.9375,0.1035379270202869,0.0,5.8011467809722056e-05
-9.712499999999999,0.09593999261472168,0.00012699807817804018,6.58508553515764e-05
-9.4875,0.09223509806244133,6.58508553515764e-05,9.250477299388111e-05
-9.2625,0.08785444830405313,0.00014110897575337798,0.00022420648369703388
-9.0375,0.08878263178900868,0.0003904014995843457,0.0005565965154716576
-8.8125,0.08616270847252096,0.000656940676007393,0.0007541490815263867
-8.587499999999999,0.08299873166062856,0.0011774760087865206,0.001149254213635845
-8.3625,0.07564852190138593,0.0016117780786052507,0.002195028511719213
-8.1375,0.07089158154098872,0.0013687570648077663,0.004067074256714027
-7.9125,0.07790156188091486,0.0014502866952430513,0.003613957656794847
-7.6875,0.07459961184828583,0.0026700953967555854,0.003623364921845072
-7.4625,0.07314148576550092,0.0036061182692529925,0.0044888333064657905
-7.2375,0.0762474511095836,0.003027571468664143,0.005895219431474458
-7.0125,0.08347379854566492,0.00256975123621985,0.006746576918519838
-6.7875,0.08479081565269646,0.0035528104339683834,0.0073831351869184094
-6.562499999999999,0.08691528967653897,0.0037143018173305823,0.006691701205726858
-6.3374999999999995,0.08008875100509222,0.0030087569385636925,0.00738470306442678
-6.1125,0.08062182935793832,0.003201605872093309,0.007513269020113192
-5.8875,0.08954775601309366,0.0036343400644036684,0.00799617529269142
-5.6625,0.087710203573283,0.0042693304552938694,0.0083254295694493
-5.437499999999999,0.08345811977058122,0.0056678771927606815,0.0076637852609167945
-5.2124999999999995,0.08583345419576308,0.004046691849105206,0.009366500235007555
-4.9875,0.08792813854694656,0.004074913644255882,0.00810749459578575
-4.7625,0.08995540416527009,0.004412007308555618,0.007129139030562329
-4.5375,0.08190278528227732,0.003450898395924277,0.008510439115437063
-4.312499999999999,0.08431261301264334,0.004005927033887563,0.009728679939441225
-4.0874999999999995,0.08884691476685189,0.0049403820288766,0.010779157870049707
-3.8625,0.08865720158833901,0.0058262328211061394,0.012096174977081233
-3.6375,0.09184312868534861,0.004158011152199537,0.009088985916025912
-3.4124999999999996,0.08899743100765549,0.005133230962406216,0.007439578777219761
-3.187499999999999,0.08793597793448842,0.005476596136739436,0.008781681924385222
-2.9624999999999995,0.07887521381361318,0.006553727984990221,0.011555257236693286
-2.7375,0.07592603622036757,0.007174607478305084,0.013982331619651386
-2.5125,0.07258175349501252,0.007099349357903283,0.01758531413388764
-2.2874999999999996,0.05785154430386823,0.010956328028495613,0.02309483569830286
-2.062499999999999,0.048706114797540966,0.016097398378443685,0.024198621464195953
-1.8374999999999995,0.04626492951700752,0.017905161145595292,0.02879250256372259
-1.6124999999999998,0.04077265460518438,0.022718545096293855,0.0370097485850943
-1.3875000000000002,0.03854313278828101,0.024726996184516934,0.04066760681212353
-1.1624999999999996,0.04514860073104747,0.023660839478824743,0.04289712862902691
-0.9374999999999991,0.0424612586816998,0.020445122709156098,0.04542297929501237
-0.7124999999999995,0.042273113380695296,0.020001413374287142,0.04801311293884104
-0.4874999999999998,0.038006918680418174,0.018988564503879563,0.05317142994138119
-0.2625000000000002,0.032903477390671,0.023769023026902335,0.053743705231936556
-0.037499999999999645,0.029018276924927994,0.0336733052472811,0.05271988121897038
0.1875000000000009,0.021254147503475464,0.03300538942871511,0.05369039739665195
0.41250000000000053,0.015429482559877696,0.030020150652776977,0.05426267268720732
