Species,Average_Count,Percentage
H2O,95.04261967254094,86.03180672948668
H2,8.0,7.241534968282647
H*,2.39782527184102,2.1704919442335737
*OH,2.2107236595425572,2.001129085723401
O2,1.0,0.9051918710353308
H3O+,0.9093863267091613,0.8231691105678124
H2O2,0.9010123734533183,0.8155890761521934
H5O2,0.012248468941382326,0.011087214518368006
