frame,step,time_fs,(H2O)2,*OH,H*,H2,H2O,H2O2,H3O+,H3O2-,H5O2,HO2*,O*,O2
7958,7958,3979.0,0,2,2,8,95,1,1,0,0,0,0,1
7959,7959,3979.5,0,2,3,8,95,1,1,0,0,0,0,1
7960,7960,3980.0,0,2,3,8,95,1,1,0,0,0,0,1
7961,7961,3980.5,0,2,3,8,95,1,1,0,0,0,0,1
7962,7962,3981.0,0,2,3,8,95,1,1,0,0,0,0,1
7963,7963,3981.5,0,2,2,8,95,1,1,0,0,0,0,1
7964,7964,3982.0,0,2,2,8,95,1,1,0,0,0,0,1
7965,7965,3982.5,0,2,2,8,95,1,1,0,0,0,0,1
7966,7966,3983.0,0,2,3,8,95,1,1,0,0,0,0,1
7967,7967,3983.5,0,2,4,8,95,1,1,0,0,0,0,1
7968,7968,3984.0,0,2,2,8,95,1,1,0,0,0,0,1
7969,7969,3984.5,0,2,1,8,95,1,1,0,0,0,0,1
7970,7970,3985.0,0,2,2,8,95,1,1,0,0,0,0,1
7971,7971,3985.5,0,2,2,8,95,1,1,0,0,0,0,1
7972,7972,3986.0,0,2,2,8,95,1,1,0,0,0,0,1
7973,7973,3986.5,0,2,2,8,95,1,1,0,0,0,0,1
7974,7974,3987.0,0,2,2,8,95,1,1,0,0,0,0,1
7975,7975,3987.5,0,2,3,8,96,1,0,0,0,0,0,1
7976,7976,3988.0,0,2,3,8,96,1,0,0,0,0,0,1
7977,7977,3988.5,0,2,3,8,96,1,0,0,0,0,0,1
7978,7978,3989.0,0,2,3,8,96,1,0,0,0,0,0,1
7979,7979,3989.5,0,2,2,8,96,1,0,0,0,0,0,1
7980,7980,3990.0,0,2,2,8,96,1,0,0,0,0,0,1
7981,7981,3990.5,0,2,3,8,95,1,1,0,0,0,0,1
7982,7982,3991.0,0,2,3,8,95,1,1,0,0,0,0,1
7983,7983,3991.5,0,2,3,8,95,1,1,0,0,0,0,1
7984,7984,3992.0,0,2,3,8,95,1,1,0,0,0,0,1
7985,7985,3992.5,0,2,4,8,95,1,1,0,0,0,0,1
7986,7986,3993.0,0,2,3,8,95,1,1,0,0,0,0,1
7987,7987,3993.5,0,2,3,8,95,1,1,0,0,0,0,1
7988,7988,3994.0,0,2,4,8,95,1,1,0,0,0,0,1
7989,7989,3994.5,0,2,5,8,95,1,1,0,0,0,0,1
7990,7990,3995.0,0,2,4,8,95,1,1,0,0,0,0,1
7991,7991,3995.5,0,2,2,8,95,1,1,0,0,0,0,1
7992,7992,3996.0,0,2,1,8,95,1,1,0,0,0,0,1
7993,7993,3996.5,0,2,1,8,95,1,1,0,0,0,0,1
7994,7994,3997.0,0,2,1,8,95,1,1,0,0,0,0,1
7995,7995,3997.5,0,2,1,8,95,1,1,0,0,0,0,1
7996,7996,3998.0,0,2,1,8,95,1,1,0,0,0,0,1
7997,7997,3998.5,0,2,1,8,95,1,1,0,0,0,0,1
7998,7998,3999.0,0,2,1,8,95,1,1,0,0,0,0,1
7999,7999,3999.5,0,2,1,8,95,1,1,0,0,0,0,1
8000,8000,4000.0,0,2,1,8,95,1,1,0,0,0,0,1
8001,8001,4000.5,0,2,1,8,95,1,1,0,0,0,0,1
8002,8002,4001.0,0,2,2,8,95,1,1,0,0,0,0,1
8003,8003,4001.5,0,2,3,8,95,1,1,0,0,0,0,1
8004,8004,4002.0,0,2,4,8,95,1,1,0,0,0,0,1
8005,8005,4002.5,0,2,4,8,95,1,1,0,0,0,0,1
8006,8006,4003.0,0,2,3,8,95,1,1,0,0,0,0,1
8007,8007,4003.5,0,2,4,8,95,1,1,0,0,0,0,1
8008,8008,4004.0,0,2,3,8,95,1,1,0,0,0,0,1
8009,8009,4004.5,0,2,3,8,95,1,1,0,0,0,0,1
8010,8010,4005.0,0,2,4,8,95,1,1,0,0,0,0,1
8011,8011,4005.5,0,2,4,8,95,1,1,0,0,0,0,1
8012,8012,4006.0,0,2,4,8,95,1,1,0,0,0,0,1
8013,8013,4006.5,0,2,2,8,95,1,1,0,0,0,0,1
8014,8014,4007.0,0,2,1,8,95,1,1,0,0,0,0,1
8015,8015,4007.5,0,2,1,8,95,1,1,0,0,0,0,1
8016,8016,4008.0,0,2,1,8,95,1,1,0,0,0,0,1
8017,8017,4008.5,0,2,2,8,95,1,1,0,0,0,0,1
8018,8018,4009.0,0,2,2,8,95,1,1,0,0,0,0,1
8019,8019,4009.5,0,2,2,8,95,1,1,0,0,0,0,1
8020,8020,4010.0,0,2,2,8,95,1,1,0,0,0,0,1
8021,8021,4010.5,0,2,2,8,95,1,1,0,0,0,0,1
8022,8022,4011.0,0,2,2,8,95,1,1,0,0,0,0,1
8023,8023,4011.5,0,2,2,8,95,1,1,0,0,0,0,1
8024,8024,4012.0,0,2,2,8,95,1,1,0,0,0,0,1
8025,8025,4012.5,0,2,1,8,95,1,1,0,0,0,0,1
8026,8026,4013.0,0,2,2,8,95,1,1,0,0,0,0,1
8027,8027,4013.5,0,2,2,8,95,1,1,0,0,0,0,1
8028,8028,4014.0,0,2,3,8,95,1,1,0,0,0,0,1
8029,8029,4014.5,0,2,2,8,95,1,1,0,0,0,0,1
8030,8030,4015.0,0,2,2,8,95,1,1,0,0,0,0,1
8031,8031,4015.5,0,2,2,8,95,1,1,0,0,0,0,1
8032,8032,4016.0,0,2,4,8,95,1,1,0,0,0,0,1
8033,8033,4016.5,0,2,4,8,95,1,1,0,0,0,0,1
8034,8034,4017.0,0,2,4,8,95,1,1,0,0,0,0,1
8035,8035,4017.5,0,2,4,8,95,1,1,0,0,0,0,1
8036,8036,4018.0,0,2,2,8,95,1,1,0,0,0,0,1
8037,8037,4018.5,0,2,2,8,95,1,1,0,0,0,0,1
8038,8038,4019.0,0,2,2,8,95,1,1,0,0,0,0,1
8039,8039,4019.5,0,2,2,8,95,1,1,0,0,0,0,1
8040,8040,4020.0,0,2,2,8,95,1,1,0,0,0,0,1
8041,8041,4020.5,0,2,2,8,95,1,1,0,0,0,0,1
8042,8042,4021.0,0,2,2,8,95,1,1,0,0,0,0,1
8043,8043,4021.5,0,2,1,8,95,1,1,0,0,0,0,1
8044,8044,4022.0,0,2,1,8,95,1,1,0,0,0,0,1
8045,8045,4022.5,0,2,1,8,95,1,1,0,0,0,0,1
8046,8046,4023.0,0,2,2,8,95,1,1,0,0,0,0,1
8047,8047,4023.5,0,2,2,8,95,1,1,0,0,0,0,1
8048,8048,4024.0,0,2,2,8,95,1,1,0,0,0,0,1
8049,8049,4024.5,0,2,2,8,95,1,1,0,0,0,0,1
8050,8050,4025.0,0,2,1,8,95,1,1,0,0,0,0,1
8051,8051,4025.5,0,2,3,8,95,1,1,0,0,0,0,1
8052,8052,4026.0,0,2,3,8,95,1,1,0,0,0,0,1
8053,8053,4026.5,0,2,3,8,95,1,1,0,0,0,0,1
8054,8054,4027.0,0,2,4,8,95,1,1,0,0,0,0,1
8055,8055,4027.5,0,2,5,8,95,1,1,0,0,0,0,1
8056,8056,4028.0,0,2,6,8,95,1,1,0,0,0,0,1
8057,8057,4028.5,0,2,4,8,95,1,1,0,0,0,0,1
8058,8058,4029.0,0,2,1,8,95,1,1,0,0,0,0,1
8059,8059,4029.5,0,2,1,8,95,1,1,0,0,0,0,1
8060,8060,4030.0,0,2,1,8,95,1,1,0,0,0,0,1
8061,8061,4030.5,0,2,1,8,95,1,1,0,0,0,0,1
8062,8062,4031.0,0,2,1,8,95,1,1,0,0,0,0,1
8063,8063,4031.5,0,2,1,8,95,1,1,0,0,0,0,1
8064,8064,4032.0,0,2,1,8,95,1,1,0,0,0,0,1
8065,8065,4032.5,0,2,1,8,95,1,1,0,0,0,0,1
8066,8066,4033.0,0,2,1,8,95,1,1,0,0,0,0,1
8067,8067,4033.5,0,2,3,8,96,1,0,0,0,0,0,1
8068,8068,4034.0,0,2,4,8,95,1,1,0,0,0,0,1
8069,8069,4034.5,0,2,4,8,95,1,1,0,0,0,0,1
8070,8070,4035.0,0,2,3,8,95,1,1,0,0,0,0,1
8071,8071,4035.5,0,2,3,8,95,1,1,0,0,0,0,1
8072,8072,4036.0,0,2,3,8,95,1,1,0,0,0,0,1
8073,8073,4036.5,0,2,4,8,95,1,1,0,0,0,0,1
8074,8074,4037.0,0,2,3,8,95,1,1,0,0,0,0,1
8075,8075,4037.5,0,2,3,8,95,1,1,0,0,0,0,1
8076,8076,4038.0,0,2,4,8,95,1,1,0,0,0,0,1
8077,8077,4038.5,0,2,4,8,95,1,1,0,0,0,0,1
8078,8078,4039.0,0,2,3,8,95,1,1,0,0,0,0,1
8079,8079,4039.5,0,2,3,8,95,1,1,0,0,0,0,1
8080,8080,4040.0,0,2,1,8,95,1,1,0,0,0,0,1
8081,8081,4040.5,0,2,1,8,95,1,1,0,0,0,0,1
8082,8082,4041.0,0,2,1,8,95,1,1,0,0,0,0,1
8083,8083,4041.5,0,2,2,8,95,1,1,0,0,0,0,1
8084,8084,4042.0,0,2,2,8,95,1,1,0,0,0,0,1
8085,8085,4042.5,0,2,2,8,95,1,1,0,0,0,0,1
8086,8086,4043.0,0,2,2,8,95,1,1,0,0,0,0,1
8087,8087,4043.5,0,2,2,8,95,1,1,0,0,0,0,1
8088,8088,4044.0,0,2,2,8,95,1,1,0,0,0,0,1
8089,8089,4044.5,0,2,3,8,95,1,1,0,0,0,0,1
8090,8090,4045.0,0,2,3,8,95,1,1,0,0,0,0,1
8091,8091,4045.5,0,2,2,8,95,1,1,0,0,0,0,1
8092,8092,4046.0,0,2,2,8,95,1,1,0,0,0,0,1
8093,8093,4046.5,0,2,2,8,95,1,1,0,0,0,0,1
8094,8094,4047.0,0,2,2,8,95,1,1,0,0,0,0,1
8095,8095,4047.5,0,2,3,8,95,1,1,0,0,0,0,1
8096,8096,4048.0,0,2,2,8,95,1,1,0,0,0,0,1
8097,8097,4048.5,0,2,2,8,95,1,1,0,0,0,0,1
8098,8098,4049.0,0,2,2,8,95,1,1,0,0,0,0,1
8099,8099,4049.5,0,2,4,8,96,1,0,0,0,0,0,1
8100,8100,4050.0,0,2,4,8,96,1,0,0,0,0,0,1
8101,8101,4050.5,0,2,5,8,96,1,0,0,0,0,0,1
8102,8102,4051.0,0,2,3,8,96,1,0,0,0,0,0,1
8103,8103,4051.5,0,2,3,8,96,1,0,0,0,0,0,1
8104,8104,4052.0,0,2,3,8,96,1,0,0,0,0,0,1
8105,8105,4052.5,0,2,3,8,96,1,0,0,0,0,0,1
8106,8106,4053.0,0,2,2,8,96,1,0,0,0,0,0,1
8107,8107,4053.5,0,2,2,8,96,1,0,0,0,0,0,1
8108,8108,4054.0,0,2,2,8,96,1,0,0,0,0,0,1
8109,8109,4054.5,0,2,2,8,96,1,0,0,0,0,0,1
8110,8110,4055.0,0,2,2,8,96,1,0,0,0,0,0,1
8111,8111,4055.5,0,2,3,8,96,1,0,0,0,0,0,1
8112,8112,4056.0,0,2,4,8,96,1,0,0,0,0,0,1
8113,8113,4056.5,0,2,3,8,96,1,0,0,0,0,0,1
8114,8114,4057.0,0,2,3,8,96,1,0,0,0,0,0,1
8115,8115,4057.5,0,2,2,8,95,1,1,0,0,0,0,1
8116,8116,4058.0,0,2,3,8,95,1,1,0,0,0,0,1
8117,8117,4058.5,0,2,4,8,95,1,1,0,0,0,0,1
8118,8118,4059.0,0,2,4,8,95,1,1,0,0,0,0,1
8119,8119,4059.5,0,2,3,8,95,1,1,0,0,0,0,1
8120,8120,4060.0,0,2,3,8,95,1,1,0,0,0,0,1
8121,8121,4060.5,0,2,4,8,95,1,1,0,0,0,0,1
8122,8122,4061.0,0,2,3,8,95,1,1,0,0,0,0,1
8123,8123,4061.5,0,2,3,8,95,1,1,0,0,0,0,1
8124,8124,4062.0,0,2,2,8,95,1,1,0,0,0,0,1
8125,8125,4062.5,0,2,1,8,95,1,1,0,0,0,0,1
8126,8126,4063.0,0,2,2,8,95,1,1,0,0,0,0,1
8127,8127,4063.5,0,2,2,8,95,1,1,0,0,0,0,1
8128,8128,4064.0,0,2,2,8,95,1,1,0,0,0,0,1
8129,8129,4064.5,0,2,2,8,95,1,1,0,0,0,0,1
8130,8130,4065.0,0,2,2,8,95,1,1,0,0,0,0,1
8131,8131,4065.5,0,2,2,8,95,1,1,0,0,0,0,1
8132,8132,4066.0,0,2,2,8,95,1,1,0,0,0,0,1
8133,8133,4066.5,0,2,2,8,95,1,1,0,0,0,0,1
8134,8134,4067.0,0,2,2,8,95,1,1,0,0,0,0,1
8135,8135,4067.5,0,2,2,8,95,1,1,0,0,0,0,1
8136,8136,4068.0,0,2,3,8,95,1,1,0,0,0,0,1
8137,8137,4068.5,0,2,3,8,95,1,1,0,0,0,0,1
8138,8138,4069.0,0,2,3,8,95,1,1,0,0,0,0,1
8139,8139,4069.5,0,2,3,8,95,1,1,0,0,0,0,1
8140,8140,4070.0,0,2,3,8,95,1,1,0,0,0,0,1
8141,8141,4070.5,0,2,2,8,95,1,1,0,0,0,0,1
8142,8142,4071.0,0,2,2,8,95,1,1,0,0,0,0,1
8143,8143,4071.5,0,2,2,8,95,1,1,0,0,0,0,1
8144,8144,4072.0,0,2,3,8,95,1,1,0,0,0,0,1
8145,8145,4072.5,0,2,3,8,95,1,1,0,0,0,0,1
8146,8146,4073.0,0,2,1,8,95,1,1,0,0,0,0,1
8147,8147,4073.5,0,2,1,8,95,1,1,0,0,0,0,1
8148,8148,4074.0,0,2,3,8,95,1,1,0,0,0,0,1
8149,8149,4074.5,0,2,3,8,95,1,1,0,0,0,0,1
8150,8150,4075.0,0,2,3,8,95,1,1,0,0,0,0,1
8151,8151,4075.5,0,2,3,8,95,1,1,0,0,0,0,1
8152,8152,4076.0,0,2,3,8,95,1,1,0,0,0,0,1
8153,8153,4076.5,0,2,3,8,95,1,1,0,0,0,0,1
8154,8154,4077.0,0,2,4,8,95,1,1,0,0,0,0,1
8155,8155,4077.5,0,2,2,8,95,1,1,0,0,0,0,1
8156,8156,4078.0,0,2,2,8,95,1,1,0,0,0,0,1
8157,8157,4078.5,0,2,1,8,95,1,1,0,0,0,0,1
8158,8158,4079.0,0,2,1,8,95,1,1,0,0,0,0,1
8159,8159,4079.5,0,2,1,8,95,1,1,0,0,0,0,1
8160,8160,4080.0,0,2,1,8,95,1,1,0,0,0,0,1
8161,8161,4080.5,0,2,2,8,95,1,1,0,0,0,0,1
8162,8162,4081.0,0,2,2,8,95,1,1,0,0,0,0,1
8163,8163,4081.5,0,2,2,8,95,1,1,0,0,0,0,1
8164,8164,4082.0,0,2,3,8,95,1,1,0,0,0,0,1
8165,8165,4082.5,0,2,3,8,95,1,1,0,0,0,0,1
8166,8166,4083.0,0,2,4,8,95,1,1,0,0,0,0,1
8167,8167,4083.5,0,2,2,8,95,1,1,0,0,0,0,1
8168,8168,4084.0,0,2,2,8,95,1,1,0,0,0,0,1
8169,8169,4084.5,0,2,2,8,95,1,1,0,0,0,0,1
8170,8170,4085.0,0,2,2,8,95,1,1,0,0,0,0,1
8171,8171,4085.5,0,2,3,8,95,1,1,0,0,0,0,1
8172,8172,4086.0,0,2,3,8,95,1,1,0,0,0,0,1
8173,8173,4086.5,0,2,2,8,95,1,1,0,0,0,0,1
8174,8174,4087.0,0,2,3,8,95,1,1,0,0,0,0,1
8175,8175,4087.5,0,2,3,8,95,1,1,0,0,0,0,1
8176,8176,4088.0,0,2,4,8,96,1,0,0,0,0,0,1
8177,8177,4088.5,0,2,3,8,96,1,0,0,0,0,0,1
8178,8178,4089.0,0,2,2,8,96,1,0,0,0,0,0,1
8179,8179,4089.5,0,2,2,8,96,1,0,0,0,0,0,1
8180,8180,4090.0,0,2,2,8,96,1,0,0,0,0,0,1
8181,8181,4090.5,0,2,3,8,96,1,0,0,0,0,0,1
8182,8182,4091.0,0,2,3,8,96,1,0,0,0,0,0,1
8183,8183,4091.5,0,2,3,8,96,1,0,0,0,0,0,1
8184,8184,4092.0,0,2,4,8,96,1,0,0,0,0,0,1
8185,8185,4092.5,0,2,4,8,96,1,0,0,0,0,0,1
8186,8186,4093.0,0,2,4,8,96,1,0,0,0,0,0,1
8187,8187,4093.5,0,2,3,8,96,1,0,0,0,0,0,1
8188,8188,4094.0,0,2,3,8,96,1,0,0,0,0,0,1
8189,8189,4094.5,0,2,2,8,96,1,0,0,0,0,0,1
8190,8190,4095.0,0,2,1,8,95,1,1,0,0,0,0,1
8191,8191,4095.5,0,2,1,8,95,1,1,0,0,0,0,1
8192,8192,4096.0,0,2,1,8,95,1,1,0,0,0,0,1
8193,8193,4096.5,0,2,1,8,95,1,1,0,0,0,0,1
8194,8194,4097.0,0,2,2,8,95,1,1,0,0,0,0,1
8195,8195,4097.5,0,2,2,8,95,1,1,0,0,0,0,1
8196,8196,4098.0,0,2,2,8,95,1,1,0,0,0,0,1
8197,8197,4098.5,0,2,4,8,95,1,1,0,0,0,0,1
8198,8198,4099.0,0,2,2,8,95,1,1,0,0,0,0,1
8199,8199,4099.5,0,2,2,8,95,1,1,0,0,0,0,1
8200,8200,4100.0,0,2,2,8,95,1,1,0,0,0,0,1
8201,8201,4100.5,0,2,2,8,95,1,1,0,0,0,0,1
8202,8202,4101.0,0,2,2,8,95,1,1,0,0,0,0,1
8203,8203,4101.5,0,2,2,8,95,1,1,0,0,0,0,1
8204,8204,4102.0,0,2,1,8,95,1,1,0,0,0,0,1
8205,8205,4102.5,0,2,1,8,95,1,1,0,0,0,0,1
8206,8206,4103.0,0,2,2,8,95,1,1,0,0,0,0,1
8207,8207,4103.5,0,2,2,8,95,1,1,0,0,0,0,1
8208,8208,4104.0,0,2,2,8,95,1,1,0,0,0,0,1
8209,8209,4104.5,0,2,2,8,95,1,1,0,0,0,0,1
8210,8210,4105.0,0,2,1,8,95,1,1,0,0,0,0,1
8211,8211,4105.5,0,2,1,8,95,1,1,0,0,0,0,1
8212,8212,4106.0,0,2,1,8,95,1,1,0,0,0,0,1
8213,8213,4106.5,0,2,1,8,95,1,1,0,0,0,0,1
8214,8214,4107.0,0,2,3,8,95,1,1,0,0,0,0,1
8215,8215,4107.5,0,2,3,8,95,1,1,0,0,0,0,1
8216,8216,4108.0,0,2,3,8,95,1,1,0,0,0,0,1
8217,8217,4108.5,0,2,3,8,95,1,1,0,0,0,0,1
8218,8218,4109.0,0,2,4,8,95,1,1,0,0,0,0,1
8219,8219,4109.5,0,2,3,8,95,1,1,0,0,0,0,1
8220,8220,4110.0,0,2,2,8,95,1,1,0,0,0,0,1
8221,8221,4110.5,0,2,2,8,95,1,1,0,0,0,0,1
8222,8222,4111.0,0,2,2,8,95,1,1,0,0,0,0,1
8223,8223,4111.5,0,2,1,8,95,1,1,0,0,0,0,1
8224,8224,4112.0,0,2,1,8,95,1,1,0,0,0,0,1
8225,8225,4112.5,0,2,1,8,95,1,1,0,0,0,0,1
8226,8226,4113.0,0,2,1,8,95,1,1,0,0,0,0,1
8227,8227,4113.5,0,2,1,8,95,1,1,0,0,0,0,1
8228,8228,4114.0,0,2,2,8,95,1,1,0,0,0,0,1
8229,8229,4114.5,0,2,3,8,95,1,1,0,0,0,0,1
8230,8230,4115.0,0,2,3,8,95,1,1,0,0,0,0,1
8231,8231,4115.5,0,2,3,8,95,1,1,0,0,0,0,1
8232,8232,4116.0,0,2,2,8,95,1,1,0,0,0,0,1
8233,8233,4116.5,0,2,2,8,95,1,1,0,0,0,0,1
8234,8234,4117.0,0,2,2,8,95,1,1,0,0,0,0,1
8235,8235,4117.5,0,2,2,8,95,1,1,0,0,0,0,1
8236,8236,4118.0,0,2,2,8,95,1,1,0,0,0,0,1
8237,8237,4118.5,0,2,1,8,95,1,1,0,0,0,0,1
8238,8238,4119.0,0,2,1,8,95,1,1,0,0,0,0,1
8239,8239,4119.5,0,2,3,8,95,1,1,0,0,0,0,1
8240,8240,4120.0,0,2,3,8,95,1,1,0,0,0,0,1
8241,8241,4120.5,0,2,3,8,95,1,1,0,0,0,0,1
8242,8242,4121.0,0,2,3,8,95,1,1,0,0,0,0,1
8243,8243,4121.5,0,2,2,8,95,1,1,0,0,0,0,1
8244,8244,4122.0,0,2,2,8,95,1,1,0,0,0,0,1
8245,8245,4122.5,0,2,2,8,95,1,1,0,0,0,0,1
8246,8246,4123.0,0,2,2,8,95,1,1,0,0,0,0,1
8247,8247,4123.5,0,2,2,8,95,1,1,0,0,0,0,1
8248,8248,4124.0,0,2,2,8,95,1,1,0,0,0,0,1
8249,8249,4124.5,0,2,2,8,95,1,1,0,0,0,0,1
8250,8250,4125.0,0,2,3,8,95,1,1,0,0,0,0,1
8251,8251,4125.5,0,2,3,8,95,1,1,0,0,0,0,1
8252,8252,4126.0,0,2,3,8,95,1,1,0,0,0,0,1
8253,8253,4126.5,0,2,2,8,95,1,1,0,0,0,0,1
8254,8254,4127.0,0,2,2,8,95,1,1,0,0,0,0,1
8255,8255,4127.5,0,2,1,8,95,1,1,0,0,0,0,1
8256,8256,4128.0,0,2,1,8,95,1,1,0,0,0,0,1
8257,8257,4128.5,0,2,1,8,95,1,1,0,0,0,0,1
8258,8258,4129.0,0,2,1,8,95,1,1,0,0,0,0,1
8259,8259,4129.5,0,2,1,8,95,1,1,0,0,0,0,1
8260,8260,4130.0,0,2,1,8,95,1,1,0,0,0,0,1
8261,8261,4130.5,0,2,4,8,95,1,1,0,0,0,0,1
8262,8262,4131.0,0,2,4,8,95,1,1,0,0,0,0,1
8263,8263,4131.5,0,2,4,8,95,1,1,0,0,0,0,1
8264,8264,4132.0,0,2,4,8,95,1,1,0,0,0,0,1
8265,8265,4132.5,0,2,3,8,95,1,1,0,0,0,0,1
8266,8266,4133.0,0,2,3,8,95,1,1,0,0,0,0,1
8267,8267,4133.5,0,2,2,8,95,1,1,0,0,0,0,1
8268,8268,4134.0,0,2,2,8,95,1,1,0,0,0,0,1
8269,8269,4134.5,0,2,1,8,95,1,1,0,0,0,0,1
8270,8270,4135.0,0,2,1,8,95,1,1,0,0,0,0,1
8271,8271,4135.5,0,2,2,8,95,1,1,0,0,0,0,1
8272,8272,4136.0,0,2,2,8,95,1,1,0,0,0,0,1
8273,8273,4136.5,0,2,2,8,95,1,1,0,0,0,0,1
8274,8274,4137.0,0,2,2,8,95,1,1,0,0,0,0,1
8275,8275,4137.5,0,2,2,8,95,1,1,0,0,0,0,1
8276,8276,4138.0,0,2,2,8,95,1,1,0,0,0,0,1
8277,8277,4138.5,0,2,2,8,95,1,1,0,0,0,0,1
8278,8278,4139.0,0,2,1,8,95,1,1,0,0,0,0,1
8279,8279,4139.5,0,2,2,8,95,1,1,0,0,0,0,1
8280,8280,4140.0,0,2,2,8,95,1,1,0,0,0,0,1
8281,8281,4140.5,0,2,2,8,95,1,1,0,0,0,0,1
8282,8282,4141.0,0,2,2,8,95,1,1,0,0,0,0,1
8283,8283,4141.5,0,2,3,8,95,1,1,0,0,0,0,1
8284,8284,4142.0,0,2,3,8,95,1,1,0,0,0,0,1
8285,8285,4142.5,0,2,2,8,95,1,1,0,0,0,0,1
8286,8286,4143.0,0,2,2,8,95,1,1,0,0,0,0,1
8287,8287,4143.5,0,2,2,8,95,1,1,0,0,0,0,1
8288,8288,4144.0,0,2,2,8,95,1,1,0,0,0,0,1
8289,8289,4144.5,0,2,1,8,95,1,1,0,0,0,0,1
8290,8290,4145.0,0,2,1,8,95,1,1,0,0,0,0,1
8291,8291,4145.5,0,2,1,8,95,1,1,0,0,0,0,1
8292,8292,4146.0,0,2,1,8,95,1,1,0,0,0,0,1
8293,8293,4146.5,0,2,3,8,95,1,1,0,0,0,0,1
8294,8294,4147.0,0,2,3,8,95,1,1,0,0,0,0,1
8295,8295,4147.5,0,2,3,8,95,1,1,0,0,0,0,1
8296,8296,4148.0,0,2,3,8,95,1,1,0,0,0,0,1
8297,8297,4148.5,0,2,2,8,95,1,1,0,0,0,0,1
8298,8298,4149.0,0,2,2,8,95,1,1,0,0,0,0,1
8299,8299,4149.5,0,2,2,8,95,1,1,0,0,0,0,1
8300,8300,4150.0,0,2,2,8,95,1,1,0,0,0,0,1
8301,8301,4150.5,0,2,2,8,95,1,1,0,0,0,0,1
8302,8302,4151.0,0,2,1,8,95,1,1,0,0,0,0,1
8303,8303,4151.5,0,2,1,8,95,1,1,0,0,0,0,1
8304,8304,4152.0,0,2,1,8,95,1,1,0,0,0,0,1
8305,8305,4152.5,0,2,1,8,95,1,1,0,0,0,0,1
8306,8306,4153.0,0,2,2,8,95,1,1,0,0,0,0,1
8307,8307,4153.5,0,2,2,8,95,1,1,0,0,0,0,1
8308,8308,4154.0,0,2,2,8,95,1,1,0,0,0,0,1
8309,8309,4154.5,0,2,2,8,95,1,1,0,0,0,0,1
8310,8310,4155.0,0,2,2,8,95,1,1,0,0,0,0,1
8311,8311,4155.5,0,2,2,8,95,1,1,0,0,0,0,1
8312,8312,4156.0,0,2,2,8,95,1,1,0,0,0,0,1
8313,8313,4156.5,0,2,2,8,95,1,1,0,0,0,0,1
8314,8314,4157.0,0,2,2,8,95,1,1,0,0,0,0,1
8315,8315,4157.5,0,2,2,8,95,1,1,0,0,0,0,1
8316,8316,4158.0,0,2,2,8,95,1,1,0,0,0,0,1
8317,8317,4158.5,0,2,1,8,95,1,1,0,0,0,0,1
8318,8318,4159.0,0,2,1,8,95,1,1,0,0,0,0,1
8319,8319,4159.5,0,2,1,8,95,1,1,0,0,0,0,1
8320,8320,4160.0,0,2,1,8,95,1,1,0,0,0,0,1
8321,8321,4160.5,0,2,1,8,95,1,1,0,0,0,0,1
8322,8322,4161.0,0,2,1,8,95,1,1,0,0,0,0,1
8323,8323,4161.5,0,2,1,8,95,1,1,0,0,0,0,1
8324,8324,4162.0,0,2,1,8,95,1,1,0,0,0,0,1
8325,8325,4162.5,0,2,1,8,95,1,1,0,0,0,0,1
8326,8326,4163.0,0,2,3,8,95,1,1,0,0,0,0,1
8327,8327,4163.5,0,2,3,8,95,1,1,0,0,0,0,1
8328,8328,4164.0,0,2,4,8,95,1,1,0,0,0,0,1
8329,8329,4164.5,0,2,3,8,95,1,1,0,0,0,0,1
8330,8330,4165.0,0,2,3,8,95,1,1,0,0,0,0,1
8331,8331,4165.5,0,2,3,8,95,1,1,0,0,0,0,1
8332,8332,4166.0,0,2,3,8,95,1,1,0,0,0,0,1
8333,8333,4166.5,0,2,3,8,95,1,1,0,0,0,0,1
8334,8334,4167.0,0,2,2,8,95,1,1,0,0,0,0,1
8335,8335,4167.5,0,2,3,8,95,1,1,0,0,0,0,1
8336,8336,4168.0,0,2,2,8,95,1,1,0,0,0,0,1
8337,8337,4168.5,0,2,2,8,95,1,1,0,0,0,0,1
8338,8338,4169.0,0,2,1,8,95,1,1,0,0,0,0,1
8339,8339,4169.5,0,2,1,8,95,1,1,0,0,0,0,1
8340,8340,4170.0,0,2,1,8,95,1,1,0,0,0,0,1
8341,8341,4170.5,0,2,1,8,95,1,1,0,0,0,0,1
8342,8342,4171.0,0,2,1,8,95,1,1,0,0,0,0,1
8343,8343,4171.5,0,2,1,8,95,1,1,0,0,0,0,1
8344,8344,4172.0,0,2,2,8,95,1,1,0,0,0,0,1
8345,8345,4172.5,0,2,2,8,95,1,1,0,0,0,0,1
8346,8346,4173.0,0,2,2,8,95,1,1,0,0,0,0,1
8347,8347,4173.5,0,2,3,8,95,1,1,0,0,0,0,1
8348,8348,4174.0,0,2,3,8,95,1,1,0,0,0,0,1
8349,8349,4174.5,0,2,3,8,95,1,1,0,0,0,0,1
8350,8350,4175.0,0,2,3,8,95,1,1,0,0,0,0,1
8351,8351,4175.5,0,2,3,8,95,1,1,0,0,0,0,1
8352,8352,4176.0,0,2,3,8,95,1,1,0,0,0,0,1
8353,8353,4176.5,0,2,2,8,95,1,1,0,0,0,0,1
8354,8354,4177.0,0,2,2,8,95,1,1,0,0,0,0,1
8355,8355,4177.5,0,2,1,8,95,1,1,0,0,0,0,1
