frame,step,time_fs,(H2O)2,*OH,H*,H2,H2O,H2O2,H3O+,H3O2-,H5O2,HO2*,O*,O2
5926,5926,2963.0,0,2,1,8,95,1,1,0,0,0,0,1
5927,5927,2963.5,0,2,2,8,95,1,1,0,0,0,0,1
5928,5928,2964.0,0,2,2,8,95,1,1,0,0,0,0,1
5929,5929,2964.5,0,2,2,8,95,1,1,0,0,0,0,1
5930,5930,2965.0,0,2,2,8,95,1,1,0,0,0,0,1
5931,5931,2965.5,0,2,2,8,95,1,1,0,0,0,0,1
5932,5932,2966.0,0,2,2,8,95,1,1,0,0,0,0,1
5933,5933,2966.5,0,2,3,8,95,1,1,0,0,0,0,1
5934,5934,2967.0,0,2,3,8,95,1,1,0,0,0,0,1
5935,5935,2967.5,0,2,2,8,95,1,1,0,0,0,0,1
5936,5936,2968.0,0,2,1,8,95,1,1,0,0,0,0,1
5937,5937,2968.5,0,2,1,8,95,1,1,0,0,0,0,1
5938,5938,2969.0,0,2,1,8,95,1,1,0,0,0,0,1
5939,5939,2969.5,0,2,1,8,95,1,1,0,0,0,0,1
5940,5940,2970.0,0,2,1,8,95,1,1,0,0,0,0,1
5941,5941,2970.5,0,2,2,8,95,1,1,0,0,0,0,1
5942,5942,2971.0,0,2,3,8,95,1,1,0,0,0,0,1
5943,5943,2971.5,0,2,3,8,95,1,1,0,0,0,0,1
5944,5944,2972.0,0,2,3,8,95,1,1,0,0,0,0,1
5945,5945,2972.5,0,2,3,8,95,1,1,0,0,0,0,1
5946,5946,2973.0,0,4,2,8,95,0,1,0,0,0,0,1
5947,5947,2973.5,0,4,2,8,95,0,1,0,0,0,0,1
5948,5948,2974.0,0,4,2,8,95,0,1,0,0,0,0,1
5949,5949,2974.5,0,4,2,8,95,0,1,0,0,0,0,1
5950,5950,2975.0,0,4,3,8,95,0,1,0,0,0,0,1
5951,5951,2975.5,0,4,4,8,95,0,1,0,0,0,0,1
5952,5952,2976.0,0,4,3,8,95,0,1,0,0,0,0,1
5953,5953,2976.5,0,4,3,8,95,0,1,0,0,0,0,1
5954,5954,2977.0,0,4,4,8,95,0,1,0,0,0,0,1
5955,5955,2977.5,0,4,4,8,95,0,1,0,0,0,0,1
5956,5956,2978.0,0,4,3,8,95,0,1,0,0,0,0,1
5957,5957,2978.5,0,4,2,8,95,0,1,0,0,0,0,1
5958,5958,2979.0,0,4,2,8,95,0,1,0,0,0,0,1
5959,5959,2979.5,0,4,1,8,95,0,1,0,0,0,0,1
5960,5960,2980.0,0,4,1,8,95,0,1,0,0,0,0,1
5961,5961,2980.5,0,4,1,8,95,0,1,0,0,0,0,1
5962,5962,2981.0,0,4,1,8,95,0,1,0,0,0,0,1
5963,5963,2981.5,0,4,1,8,95,0,1,0,0,0,0,1
5964,5964,2982.0,0,4,2,8,95,0,1,0,0,0,0,1
5965,5965,2982.5,0,4,2,8,95,0,1,0,0,0,0,1
5966,5966,2983.0,0,4,2,8,95,0,1,0,0,0,0,1
5967,5967,2983.5,0,4,2,8,95,0,1,0,0,0,0,1
5968,5968,2984.0,0,2,1,8,95,1,1,0,0,0,0,1
5969,5969,2984.5,0,2,1,8,95,1,1,0,0,0,0,1
5970,5970,2985.0,0,2,1,8,95,1,1,0,0,0,0,1
5971,5971,2985.5,0,2,1,8,95,1,1,0,0,0,0,1
5972,5972,2986.0,0,2,1,8,95,1,1,0,0,0,0,1
5973,5973,2986.5,0,2,1,8,95,1,1,0,0,0,0,1
5974,5974,2987.0,0,2,3,8,95,1,1,0,0,0,0,1
5975,5975,2987.5,0,2,4,8,95,1,1,0,0,0,0,1
5976,5976,2988.0,0,2,4,8,95,1,1,0,0,0,0,1
5977,5977,2988.5,0,2,4,8,95,1,1,0,0,0,0,1
5978,5978,2989.0,0,2,5,8,95,1,1,0,0,0,0,1
5979,5979,2989.5,0,2,4,8,95,1,1,0,0,0,0,1
5980,5980,2990.0,0,2,3,8,95,1,1,0,0,0,0,1
5981,5981,2990.5,0,2,3,8,95,1,1,0,0,0,0,1
5982,5982,2991.0,0,2,3,8,95,1,1,0,0,0,0,1
5983,5983,2991.5,0,2,3,8,95,1,1,0,0,0,0,1
5984,5984,2992.0,0,2,3,8,95,1,1,0,0,0,0,1
5985,5985,2992.5,0,2,3,8,95,1,1,0,0,0,0,1
5986,5986,2993.0,0,2,3,8,95,1,1,0,0,0,0,1
5987,5987,2993.5,0,2,3,8,95,1,1,0,0,0,0,1
5988,5988,2994.0,0,2,3,8,95,1,1,0,0,0,0,1
5989,5989,2994.5,0,2,1,8,95,1,1,0,0,0,0,1
5990,5990,2995.0,0,2,1,8,95,1,1,0,0,0,0,1
5991,5991,2995.5,0,2,1,8,95,1,1,0,0,0,0,1
5992,5992,2996.0,0,2,1,8,95,1,1,0,0,0,0,1
5993,5993,2996.5,0,2,1,8,95,1,1,0,0,0,0,1
5994,5994,2997.0,0,2,1,8,95,1,1,0,0,0,0,1
5995,5995,2997.5,0,2,1,8,95,1,1,0,0,0,0,1
5996,5996,2998.0,0,2,2,8,95,1,1,0,0,0,0,1
5997,5997,2998.5,0,2,3,8,95,1,1,0,0,0,0,1
5998,5998,2999.0,0,2,4,8,95,1,1,0,0,0,0,1
5999,5999,2999.5,0,2,4,8,95,1,1,0,0,0,0,1
6000,6000,3000.0,0,2,4,8,95,1,1,0,0,0,0,1
6001,6001,3000.5,0,2,2,8,95,1,1,0,0,0,0,1
6002,6002,3001.0,0,2,2,8,95,1,1,0,0,0,0,1
6003,6003,3001.5,0,2,2,8,95,1,1,0,0,0,0,1
6004,6004,3002.0,0,2,2,8,95,1,1,0,0,0,0,1
6005,6005,3002.5,0,2,1,8,95,1,1,0,0,0,0,1
6006,6006,3003.0,0,2,1,8,95,1,1,0,0,0,0,1
6007,6007,3003.5,0,2,1,8,95,1,1,0,0,0,0,1
6008,6008,3004.0,0,2,2,8,95,1,1,0,0,0,0,1
6009,6009,3004.5,0,2,3,8,95,1,1,0,0,0,0,1
6010,6010,3005.0,0,2,3,8,95,1,1,0,0,0,0,1
6011,6011,3005.5,0,2,2,8,95,1,1,0,0,0,0,1
6012,6012,3006.0,0,1,2,8,94,1,1,1,0,0,0,1
6013,6013,3006.5,0,1,2,8,94,1,1,1,0,0,0,1
6014,6014,3007.0,0,2,2,8,95,1,1,0,0,0,0,1
6015,6015,3007.5,0,2,3,8,95,1,1,0,0,0,0,1
6016,6016,3008.0,0,2,3,8,95,1,1,0,0,0,0,1
6017,6017,3008.5,0,2,3,8,95,1,1,0,0,0,0,1
6018,6018,3009.0,0,2,3,8,95,1,1,0,0,0,0,1
6019,6019,3009.5,0,2,4,8,95,1,1,0,0,0,0,1
6020,6020,3010.0,0,2,4,8,95,1,1,0,0,0,0,1
6021,6021,3010.5,0,2,4,8,95,1,1,0,0,0,0,1
6022,6022,3011.0,0,4,3,8,95,0,1,0,0,0,0,1
6023,6023,3011.5,0,4,3,8,95,0,1,0,0,0,0,1
6024,6024,3012.0,0,4,2,8,95,0,1,0,0,0,0,1
6025,6025,3012.5,0,4,2,8,95,0,1,0,0,0,0,1
6026,6026,3013.0,0,4,2,8,95,0,1,0,0,0,0,1
6027,6027,3013.5,0,4,2,8,95,0,1,0,0,0,0,1
6028,6028,3014.0,0,4,1,8,95,0,1,0,0,0,0,1
6029,6029,3014.5,0,4,1,8,95,0,1,0,0,0,0,1
6030,6030,3015.0,0,4,1,8,95,0,1,0,0,0,0,1
6031,6031,3015.5,0,4,1,8,95,0,1,0,0,0,0,1
6032,6032,3016.0,0,4,1,8,95,0,1,0,0,0,0,1
6033,6033,3016.5,0,4,1,8,95,0,1,0,0,0,0,1
6034,6034,3017.0,0,4,1,8,95,0,1,0,0,0,0,1
6035,6035,3017.5,0,4,1,8,95,0,1,0,0,0,0,1
6036,6036,3018.0,0,4,1,8,95,0,1,0,0,0,0,1
6037,6037,3018.5,0,4,1,8,95,0,1,0,0,0,0,1
6038,6038,3019.0,0,4,1,8,95,0,1,0,0,0,0,1
6039,6039,3019.5,0,4,2,8,95,0,1,0,0,0,0,1
6040,6040,3020.0,0,4,2,8,95,0,1,0,0,0,0,1
6041,6041,3020.5,0,4,2,8,95,0,1,0,0,0,0,1
6042,6042,3021.0,0,4,3,8,95,0,1,0,0,0,0,1
6043,6043,3021.5,0,2,2,8,95,1,1,0,0,0,0,1
6044,6044,3022.0,0,2,3,8,95,1,1,0,0,0,0,1
6045,6045,3022.5,0,2,3,8,95,1,1,0,0,0,0,1
6046,6046,3023.0,0,2,4,8,95,1,1,0,0,0,0,1
6047,6047,3023.5,0,2,5,8,95,1,1,0,0,0,0,1
6048,6048,3024.0,0,2,4,8,95,1,1,0,0,0,0,1
6049,6049,3024.5,0,2,4,8,95,1,1,0,0,0,0,1
6050,6050,3025.0,0,2,4,8,95,1,1,0,0,0,0,1
6051,6051,3025.5,0,2,3,8,95,1,1,0,0,0,0,1
6052,6052,3026.0,0,2,2,8,95,1,1,0,0,0,0,1
6053,6053,3026.5,0,2,2,8,95,1,1,0,0,0,0,1
6054,6054,3027.0,0,2,2,8,95,1,1,0,0,0,0,1
6055,6055,3027.5,0,2,3,8,95,1,1,0,0,0,0,1
6056,6056,3028.0,0,2,2,8,95,1,1,0,0,0,0,1
6057,6057,3028.5,0,2,1,8,95,1,1,0,0,0,0,1
6058,6058,3029.0,0,2,1,8,95,1,1,0,0,0,0,1
6059,6059,3029.5,0,2,1,8,95,1,1,0,0,0,0,1
6060,6060,3030.0,0,2,1,8,95,1,1,0,0,0,0,1
6061,6061,3030.5,0,2,1,8,95,1,1,0,0,0,0,1
6062,6062,3031.0,0,2,1,8,95,1,1,0,0,0,0,1
6063,6063,3031.5,0,2,1,8,95,1,1,0,0,0,0,1
6064,6064,3032.0,0,2,1,8,95,1,1,0,0,0,0,1
6065,6065,3032.5,0,2,2,8,95,1,1,0,0,0,0,1
6066,6066,3033.0,0,2,2,8,95,1,1,0,0,0,0,1
6067,6067,3033.5,0,2,2,8,95,1,1,0,0,0,0,1
6068,6068,3034.0,0,2,2,8,95,1,1,0,0,0,0,1
6069,6069,3034.5,0,2,2,8,95,1,1,0,0,0,0,1
6070,6070,3035.0,0,2,2,8,95,1,1,0,0,0,0,1
6071,6071,3035.5,0,2,2,8,95,1,1,0,0,0,0,1
6072,6072,3036.0,0,2,2,8,95,1,1,0,0,0,0,1
6073,6073,3036.5,0,2,2,8,95,1,1,0,0,0,0,1
6074,6074,3037.0,0,2,1,8,95,1,1,0,0,0,0,1
6075,6075,3037.5,0,2,1,8,95,1,1,0,0,0,0,1
6076,6076,3038.0,0,2,1,8,95,1,1,0,0,0,0,1
6077,6077,3038.5,0,2,1,8,95,1,1,0,0,0,0,1
6078,6078,3039.0,0,2,2,8,95,1,1,0,0,0,0,1
6079,6079,3039.5,0,2,3,8,95,1,1,0,0,0,0,1
6080,6080,3040.0,0,2,4,8,95,1,1,0,0,0,0,1
6081,6081,3040.5,0,2,4,8,95,1,1,0,0,0,0,1
6082,6082,3041.0,0,2,4,8,95,1,1,0,0,0,0,1
6083,6083,3041.5,0,2,4,8,95,1,1,0,0,0,0,1
6084,6084,3042.0,0,2,3,8,95,1,1,0,0,0,0,1
6085,6085,3042.5,0,2,2,8,95,1,1,0,0,0,0,1
6086,6086,3043.0,0,2,2,8,95,1,1,0,0,0,0,1
6087,6087,3043.5,0,2,2,8,95,1,1,0,0,0,0,1
6088,6088,3044.0,0,2,3,8,95,1,1,0,0,0,0,1
6089,6089,3044.5,0,2,3,8,95,1,1,0,0,0,0,1
6090,6090,3045.0,0,2,3,8,95,1,1,0,0,0,0,1
6091,6091,3045.5,0,2,3,8,95,1,1,0,0,0,0,1
6092,6092,3046.0,0,2,3,8,95,1,1,0,0,0,0,1
6093,6093,3046.5,0,2,2,8,95,1,1,0,0,0,0,1
6094,6094,3047.0,0,2,2,8,95,1,1,0,0,0,0,1
6095,6095,3047.5,0,2,1,8,95,1,1,0,0,0,0,1
6096,6096,3048.0,0,2,1,8,95,1,1,0,0,0,0,1
6097,6097,3048.5,0,4,1,8,95,0,1,0,0,0,0,1
6098,6098,3049.0,0,4,1,8,95,0,1,0,0,0,0,1
6099,6099,3049.5,0,4,1,8,95,0,1,0,0,0,0,1
6100,6100,3050.0,0,4,1,8,95,0,1,0,0,0,0,1
6101,6101,3050.5,0,4,1,8,95,0,1,0,0,0,0,1
6102,6102,3051.0,0,4,1,8,95,0,1,0,0,0,0,1
6103,6103,3051.5,0,4,1,8,95,0,1,0,0,0,0,1
6104,6104,3052.0,0,4,2,8,95,0,1,0,0,0,0,1
6105,6105,3052.5,0,4,2,8,95,0,1,0,0,0,0,1
6106,6106,3053.0,0,5,2,8,94,0,1,0,0,0,0,1
6107,6107,3053.5,0,5,2,8,94,0,1,0,0,0,0,1
6108,6108,3054.0,0,5,2,8,94,0,1,0,0,0,0,1
6109,6109,3054.5,0,5,2,8,94,0,1,0,0,0,0,1
6110,6110,3055.0,0,5,4,8,94,0,1,0,0,0,0,1
6111,6111,3055.5,0,5,4,8,94,0,1,0,0,0,0,1
6112,6112,3056.0,0,5,4,8,94,0,1,0,0,0,0,1
6113,6113,3056.5,0,5,5,8,94,0,1,0,0,0,0,1
6114,6114,3057.0,0,5,5,8,94,0,1,0,0,0,0,1
6115,6115,3057.5,0,4,4,8,95,0,1,0,0,0,0,1
6116,6116,3058.0,0,2,4,8,95,1,1,0,0,0,0,1
6117,6117,3058.5,0,2,3,8,95,1,1,0,0,0,0,1
6118,6118,3059.0,0,2,2,8,95,1,1,0,0,0,0,1
6119,6119,3059.5,0,2,2,8,95,1,1,0,0,0,0,1
6120,6120,3060.0,0,2,2,8,95,1,1,0,0,0,0,1
6121,6121,3060.5,0,2,2,8,95,1,1,0,0,0,0,1
6122,6122,3061.0,0,2,1,8,95,1,1,0,0,0,0,1
6123,6123,3061.5,0,2,1,8,95,1,1,0,0,0,0,1
6124,6124,3062.0,0,2,2,8,95,1,1,0,0,0,0,1
6125,6125,3062.5,0,2,3,8,95,1,1,0,0,0,0,1
6126,6126,3063.0,0,2,3,8,95,1,1,0,0,0,0,1
6127,6127,3063.5,0,2,3,8,95,1,1,0,0,0,0,1
6128,6128,3064.0,0,2,2,8,95,1,1,0,0,0,0,1
6129,6129,3064.5,0,2,2,8,95,1,1,0,0,0,0,1
6130,6130,3065.0,0,2,1,8,95,1,1,0,0,0,0,1
6131,6131,3065.5,0,2,1,8,95,1,1,0,0,0,0,1
6132,6132,3066.0,0,2,1,8,95,1,1,0,0,0,0,1
6133,6133,3066.5,0,2,2,8,95,1,1,0,0,0,0,1
6134,6134,3067.0,0,2,2,8,95,1,1,0,0,0,0,1
6135,6135,3067.5,0,2,3,8,95,1,1,0,0,0,0,1
6136,6136,3068.0,0,2,3,8,95,1,1,0,0,0,0,1
6137,6137,3068.5,0,2,2,8,95,1,1,0,0,0,0,1
6138,6138,3069.0,0,2,2,8,95,1,1,0,0,0,0,1
6139,6139,3069.5,0,2,2,8,95,1,1,0,0,0,0,1
6140,6140,3070.0,0,2,2,8,95,1,1,0,0,0,0,1
6141,6141,3070.5,0,2,1,8,95,1,1,0,0,0,0,1
6142,6142,3071.0,0,2,2,8,95,1,1,0,0,0,0,1
6143,6143,3071.5,0,2,2,8,95,1,1,0,0,0,0,1
6144,6144,3072.0,0,2,2,8,95,1,1,0,0,0,0,1
6145,6145,3072.5,0,2,3,8,95,1,1,0,0,0,0,1
6146,6146,3073.0,0,2,4,8,95,1,1,0,0,0,0,1
6147,6147,3073.5,0,2,4,8,95,1,1,0,0,0,0,1
6148,6148,3074.0,0,2,5,8,95,1,1,0,0,0,0,1
6149,6149,3074.5,0,3,5,8,94,1,1,0,0,0,0,1
6150,6150,3075.0,0,3,5,8,94,1,1,0,0,0,0,1
6151,6151,3075.5,0,3,4,8,94,1,1,0,0,0,0,1
6152,6152,3076.0,0,3,3,8,94,1,1,0,0,0,0,1
6153,6153,3076.5,0,3,3,8,94,1,1,0,0,0,0,1
6154,6154,3077.0,0,3,3,8,94,1,1,0,0,0,0,1
6155,6155,3077.5,0,3,2,8,94,1,1,0,0,0,0,1
6156,6156,3078.0,0,3,2,8,94,1,1,0,0,0,0,1
6157,6157,3078.5,0,3,3,8,94,1,1,0,0,0,0,1
6158,6158,3079.0,0,3,3,8,94,1,1,0,0,0,0,1
6159,6159,3079.5,0,3,3,8,94,1,1,0,0,0,0,1
6160,6160,3080.0,0,3,3,8,94,1,1,0,0,0,0,1
6161,6161,3080.5,0,3,3,8,94,1,1,0,0,0,0,1
6162,6162,3081.0,0,3,3,8,94,1,1,0,0,0,0,1
6163,6163,3081.5,0,3,2,8,94,1,1,0,0,0,0,1
6164,6164,3082.0,0,2,1,8,95,1,1,0,0,0,0,1
6165,6165,3082.5,0,2,1,8,95,1,1,0,0,0,0,1
6166,6166,3083.0,0,2,1,8,95,1,1,0,0,0,0,1
6167,6167,3083.5,0,2,1,8,95,1,1,0,0,0,0,1
6168,6168,3084.0,0,2,1,8,95,1,1,0,0,0,0,1
6169,6169,3084.5,0,2,2,8,95,1,1,0,0,0,0,1
6170,6170,3085.0,0,2,3,8,95,1,1,0,0,0,0,1
6171,6171,3085.5,0,2,3,8,95,1,1,0,0,0,0,1
6172,6172,3086.0,0,2,3,8,95,1,1,0,0,0,0,1
6173,6173,3086.5,0,2,2,8,95,1,1,0,0,0,0,1
6174,6174,3087.0,0,2,1,8,95,1,1,0,0,0,0,1
6175,6175,3087.5,0,2,2,8,95,1,1,0,0,0,0,1
6176,6176,3088.0,0,4,2,8,95,0,1,0,0,0,0,1
6177,6177,3088.5,0,4,2,8,95,0,1,0,0,0,0,1
6178,6178,3089.0,0,4,3,8,95,0,1,0,0,0,0,1
6179,6179,3089.5,0,4,4,8,95,0,1,0,0,0,0,1
6180,6180,3090.0,0,4,4,8,95,0,1,0,0,0,0,1
6181,6181,3090.5,0,4,3,8,95,0,1,0,0,0,0,1
6182,6182,3091.0,0,4,3,8,95,0,1,0,0,0,0,1
6183,6183,3091.5,0,4,3,8,95,0,1,0,0,0,0,1
6184,6184,3092.0,0,4,3,8,95,0,1,0,0,0,0,1
6185,6185,3092.5,0,2,2,8,95,1,1,0,0,0,0,1
6186,6186,3093.0,0,2,2,8,95,1,1,0,0,0,0,1
6187,6187,3093.5,0,2,1,8,95,1,1,0,0,0,0,1
6188,6188,3094.0,0,2,1,8,95,1,1,0,0,0,0,1
6189,6189,3094.5,0,2,1,8,95,1,1,0,0,0,0,1
6190,6190,3095.0,0,2,1,8,95,1,1,0,0,0,0,1
6191,6191,3095.5,0,2,2,8,95,1,1,0,0,0,0,1
6192,6192,3096.0,0,2,2,8,95,1,1,0,0,0,0,1
6193,6193,3096.5,0,2,3,8,95,1,1,0,0,0,0,1
6194,6194,3097.0,0,2,2,8,95,1,1,0,0,0,0,1
6195,6195,3097.5,0,2,2,8,95,1,1,0,0,0,0,1
6196,6196,3098.0,0,2,2,8,95,1,1,0,0,0,0,1
6197,6197,3098.5,0,2,1,8,95,1,1,0,0,0,0,1
6198,6198,3099.0,0,2,1,8,95,1,1,0,0,0,0,1
6199,6199,3099.5,0,2,1,8,95,1,1,0,0,0,0,1
6200,6200,3100.0,0,2,1,8,95,1,1,0,0,0,0,1
6201,6201,3100.5,0,2,2,8,95,1,1,0,0,0,0,1
6202,6202,3101.0,0,2,2,8,95,1,1,0,0,0,0,1
6203,6203,3101.5,0,2,2,8,95,1,1,0,0,0,0,1
6204,6204,3102.0,0,2,2,8,95,1,1,0,0,0,0,1
6205,6205,3102.5,0,2,2,8,95,1,1,0,0,0,0,1
6206,6206,3103.0,0,2,2,8,95,1,1,0,0,0,0,1
6207,6207,3103.5,0,2,2,8,95,1,1,0,0,0,0,1
6208,6208,3104.0,0,2,2,8,95,1,1,0,0,0,0,1
6209,6209,3104.5,0,2,2,8,95,1,1,0,0,0,0,1
6210,6210,3105.0,0,2,3,8,95,1,1,0,0,0,0,1
6211,6211,3105.5,0,2,3,8,95,1,1,0,0,0,0,1
6212,6212,3106.0,0,2,3,8,95,1,1,0,0,0,0,1
6213,6213,3106.5,0,2,3,8,95,1,1,0,0,0,0,1
6214,6214,3107.0,0,2,2,8,95,1,1,0,0,0,0,1
6215,6215,3107.5,0,2,2,8,95,1,1,0,0,0,0,1
6216,6216,3108.0,0,2,3,8,95,1,1,0,0,0,0,1
6217,6217,3108.5,0,2,3,8,95,1,1,0,0,0,0,1
6218,6218,3109.0,0,2,2,8,95,1,1,0,0,0,0,1
6219,6219,3109.5,0,2,1,8,95,1,1,0,0,0,0,1
6220,6220,3110.0,0,2,1,8,95,1,1,0,0,0,0,1
6221,6221,3110.5,0,2,1,8,95,1,1,0,0,0,0,1
6222,6222,3111.0,0,2,1,8,95,1,1,0,0,0,0,1
6223,6223,3111.5,0,2,2,8,95,1,1,0,0,0,0,1
6224,6224,3112.0,0,2,3,8,95,1,1,0,0,0,0,1
6225,6225,3112.5,0,2,2,8,95,1,1,0,0,0,0,1
6226,6226,3113.0,0,2,2,8,95,1,1,0,0,0,0,1
6227,6227,3113.5,0,2,2,8,95,1,1,0,0,0,0,1
6228,6228,3114.0,0,2,2,8,95,1,1,0,0,0,0,1
6229,6229,3114.5,0,2,2,8,95,1,1,0,0,0,0,1
6230,6230,3115.0,0,2,1,8,95,1,1,0,0,0,0,1
6231,6231,3115.5,0,2,1,8,95,1,1,0,0,0,0,1
6232,6232,3116.0,0,2,1,8,95,1,1,0,0,0,0,1
6233,6233,3116.5,0,2,1,8,95,1,1,0,0,0,0,1
6234,6234,3117.0,0,2,1,8,95,1,1,0,0,0,0,1
6235,6235,3117.5,0,2,1,8,95,1,1,0,0,0,0,1
6236,6236,3118.0,0,2,1,8,95,1,1,0,0,0,0,1
6237,6237,3118.5,0,2,1,8,95,1,1,0,0,0,0,1
6238,6238,3119.0,0,2,1,8,95,1,1,0,0,0,0,1
6239,6239,3119.5,0,2,1,8,95,1,1,0,0,0,0,1
6240,6240,3120.0,0,2,2,8,95,1,1,0,0,0,0,1
6241,6241,3120.5,0,2,3,8,95,1,1,0,0,0,0,1
6242,6242,3121.0,0,2,3,8,95,1,1,0,0,0,0,1
6243,6243,3121.5,0,2,3,8,95,1,1,0,0,0,0,1
6244,6244,3122.0,0,2,3,8,95,1,1,0,0,0,0,1
6245,6245,3122.5,0,2,3,8,95,1,1,0,0,0,0,1
6246,6246,3123.0,0,2,2,8,95,1,1,0,0,0,0,1
6247,6247,3123.5,0,2,3,8,95,1,1,0,0,0,0,1
6248,6248,3124.0,0,2,3,8,95,1,1,0,0,0,0,1
6249,6249,3124.5,0,2,3,8,95,1,1,0,0,0,0,1
6250,6250,3125.0,0,2,3,8,95,1,1,0,0,0,0,1
6251,6251,3125.5,0,2,3,8,95,1,1,0,0,0,0,1
6252,6252,3126.0,0,2,2,8,95,1,1,0,0,0,0,1
6253,6253,3126.5,0,2,2,8,95,1,1,0,0,0,0,1
6254,6254,3127.0,0,2,2,8,95,1,1,0,0,0,0,1
6255,6255,3127.5,0,2,1,8,95,1,1,0,0,0,0,1
6256,6256,3128.0,0,2,1,8,95,1,1,0,0,0,0,1
6257,6257,3128.5,0,2,1,8,95,1,1,0,0,0,0,1
6258,6258,3129.0,0,2,1,8,95,1,1,0,0,0,0,1
6259,6259,3129.5,0,2,1,8,95,1,1,0,0,0,0,1
6260,6260,3130.0,0,2,1,8,95,1,1,0,0,0,0,1
6261,6261,3130.5,0,2,1,8,95,1,1,0,0,0,0,1
6262,6262,3131.0,0,2,2,8,95,1,1,0,0,0,0,1
6263,6263,3131.5,0,2,2,8,95,1,1,0,0,0,0,1
6264,6264,3132.0,0,2,2,8,95,1,1,0,0,0,0,1
6265,6265,3132.5,0,2,2,8,95,1,1,0,0,0,0,1
6266,6266,3133.0,0,2,2,8,95,1,1,0,0,0,0,1
6267,6267,3133.5,0,2,2,8,95,1,1,0,0,0,0,1
6268,6268,3134.0,0,2,2,8,95,1,1,0,0,0,0,1
6269,6269,3134.5,0,2,2,8,95,1,1,0,0,0,0,1
6270,6270,3135.0,0,2,1,8,95,1,1,0,0,0,0,1
6271,6271,3135.5,0,2,1,8,95,1,1,0,0,0,0,1
6272,6272,3136.0,0,2,2,8,95,1,1,0,0,0,0,1
6273,6273,3136.5,0,2,3,8,95,1,1,0,0,0,0,1
6274,6274,3137.0,0,2,4,8,95,1,1,0,0,0,0,1
6275,6275,3137.5,0,2,4,8,95,1,1,0,0,0,0,1
6276,6276,3138.0,0,2,4,8,95,1,1,0,0,0,0,1
6277,6277,3138.5,0,2,4,8,95,1,1,0,0,0,0,1
6278,6278,3139.0,0,2,3,8,95,1,1,0,0,0,0,1
6279,6279,3139.5,0,2,3,8,95,1,1,0,0,0,0,1
6280,6280,3140.0,0,2,3,8,95,1,1,0,0,0,0,1
6281,6281,3140.5,0,2,3,8,95,1,1,0,0,0,0,1
6282,6282,3141.0,0,2,2,8,95,1,1,0,0,0,0,1
6283,6283,3141.5,0,2,2,8,95,1,1,0,0,0,0,1
6284,6284,3142.0,0,2,2,8,95,1,1,0,0,0,0,1
6285,6285,3142.5,0,2,2,8,95,1,1,0,0,0,0,1
6286,6286,3143.0,0,2,2,8,95,1,1,0,0,0,0,1
6287,6287,3143.5,0,2,2,8,95,1,1,0,0,0,0,1
6288,6288,3144.0,0,2,1,8,95,1,1,0,0,0,0,1
6289,6289,3144.5,0,2,1,8,95,1,1,0,0,0,0,1
6290,6290,3145.0,0,2,1,8,95,1,1,0,0,0,0,1
6291,6291,3145.5,0,2,1,8,95,1,1,0,0,0,0,1
6292,6292,3146.0,0,2,1,8,95,1,1,0,0,0,0,1
6293,6293,3146.5,0,2,1,8,95,1,1,0,0,0,0,1
6294,6294,3147.0,0,2,1,8,95,1,1,0,0,0,0,1
6295,6295,3147.5,0,2,1,8,95,1,1,0,0,0,0,1
6296,6296,3148.0,0,2,2,8,95,1,1,0,0,0,0,1
6297,6297,3148.5,0,2,2,8,95,1,1,0,0,0,0,1
6298,6298,3149.0,0,2,2,8,95,1,1,0,0,0,0,1
6299,6299,3149.5,0,2,2,8,95,1,1,0,0,0,0,1
6300,6300,3150.0,0,2,2,8,95,1,1,0,0,0,0,1
6301,6301,3150.5,0,2,2,8,95,1,1,0,0,0,0,1
6302,6302,3151.0,0,2,1,8,95,1,1,0,0,0,0,1
6303,6303,3151.5,0,2,1,8,95,1,1,0,0,0,0,1
6304,6304,3152.0,0,2,2,8,95,1,1,0,0,0,0,1
6305,6305,3152.5,0,2,2,8,95,1,1,0,0,0,0,1
6306,6306,3153.0,0,2,3,8,95,1,1,0,0,0,0,1
6307,6307,3153.5,0,2,3,8,95,1,1,0,0,0,0,1
6308,6308,3154.0,0,2,4,8,95,1,1,0,0,0,0,1
6309,6309,3154.5,0,2,4,8,95,1,1,0,0,0,0,1
6310,6310,3155.0,0,2,3,8,95,1,1,0,0,0,0,1
6311,6311,3155.5,0,2,2,8,95,1,1,0,0,0,0,1
6312,6312,3156.0,0,2,2,8,95,1,1,0,0,0,0,1
6313,6313,3156.5,0,2,2,8,95,1,1,0,0,0,0,1
6314,6314,3157.0,0,2,2,8,95,1,1,0,0,0,0,1
6315,6315,3157.5,0,2,2,8,95,1,1,0,0,0,0,1
6316,6316,3158.0,0,2,2,8,95,1,1,0,0,0,0,1
6317,6317,3158.5,0,2,2,8,95,1,1,0,0,0,0,1
6318,6318,3159.0,0,2,2,8,95,1,1,0,0,0,0,1
6319,6319,3159.5,0,2,1,8,95,1,1,0,0,0,0,1
6320,6320,3160.0,0,2,1,8,95,1,1,0,0,0,0,1
6321,6321,3160.5,0,2,2,8,95,1,1,0,0,0,0,1
6322,6322,3161.0,0,2,1,8,95,1,1,0,0,0,0,1
6323,6323,3161.5,0,2,2,8,95,1,1,0,0,0,0,1
