Delta_A,Free_Energy_kcal_mol
-0.98,0.09039123821152095
-0.94,0.04602170044590814
-0.9,0.013101396031674484
-0.86,0.0
-0.8200000000000001,0.009674022376793268
-0.78,0.053231274693155806
-0.74,0.13243188165704955
-0.7,0.2536491892352508
-0.6599999999999999,0.41087621537591207
-0.62,0.6103648477957307
-0.5800000000000001,0.880098702827709
-0.54,1.1855527465416456
-0.5,1.4840875211782918
-0.45999999999999996,1.8433491834493179
-0.42,2.203000763409168
-0.38,2.6584274277560622
-0.33999999999999997,3.025613365400901
-0.3,3.4428027380303843
-0.26,3.855531316451434
-0.21999999999999997,4.077830937548006
-0.18,4.620446233901356
-0.14,5.441391485692208
-0.09999999999999998,5.681502579413573
-0.06,4.790807766075414
-0.020000000000000018,4.7692713264575115
0.020000000000000018,4.790807766075416
0.06000000000000005,4.9120843184226555
0.10000000000000009,14.27422823205315
0.14,14.27422823205315
0.17999999999999994,14.27422823205315
0.21999999999999997,14.27422823205315
0.26,14.27422823205315
0.30000000000000004,14.27422823205315
0.3400000000000001,14.27422823205315
0.3800000000000001,14.27422823205315
0.42000000000000004,14.27422823205315
0.45999999999999996,14.27422823205315
0.5,14.27422823205315
0.54,14.27422823205315
0.5800000000000001,14.27422823205315
0.6200000000000001,14.27422823205315
0.66,14.27422823205315
0.7,14.27422823205315
0.74,14.27422823205315
0.78,14.27422823205315
0.8200000000000001,14.27422823205315
0.8600000000000001,14.27422823205315
0.9,14.27422823205315
0.94,14.27422823205315
0.98,14.27422823205315
