r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.010071865093894895
0.55,0.03685803193038561
0.6500000000000001,0.30927181490093586
0.75,1.4261760972955173
0.8500000000000001,0.21247104751363183
0.95,0.09250491940531277
1.05,0.013319527716007945
1.1500000000000001,0.01141224184741134
1.25,0.017230141053427874
1.35,0.07356191838948418
1.4500000000000002,1.0084104625554775
1.55,3.2373636486423196
1.6500000000000001,1.6417306580157667
1.75,8.967549628505228
1.85,2.6779272081833656
1.9500000000000002,0.738225993598083
2.05,0.9090346561936843
2.1500000000000004,1.2824877867531712
2.25,1.6595479260977912
2.3500000000000005,1.9504611302469899
2.45,2.1327327448807205
2.55,2.1662386220078944
2.6500000000000004,2.0654300960986745
2.75,1.846263768212443
2.8500000000000005,1.8508182056115807
2.95,1.859318955897694
3.05,1.9508523289363378
3.1500000000000004,1.9642055383589117
3.25,1.9415061142632282
3.3500000000000005,1.95220342744155
3.45,2.030419460936133
3.55,2.1234652437327095
3.6500000000000004,2.208774190168689
3.75,2.2678230435001656
3.8500000000000005,2.2991963263055526
3.95,2.324839511010586
4.050000000000001,2.3724174608658157
4.15,2.4599292890763813
4.25,2.449202130552532
4.35,2.302902612376048
4.45,2.134867416348317
4.550000000000001,2.028449791176481
4.65,1.9788102168678403
4.75,1.9618816942983828
4.8500000000000005,1.996092514054302
4.95,1.9021452503718546
5.050000000000001,1.872797606669122
5.15,1.8620878236267153
5.25,1.8963850246210776
5.3500000000000005,1.9299095786734626
5.45,1.9617426280299368
5.550000000000001,2.0155457399593777
5.65,2.071887793491603
5.75,2.0927542911205763
5.8500000000000005,2.0865567051797216
5.95,2.0912503466871084
6.050000000000001,2.0705320765231345
6.15,2.038821108207372
6.25,1.9942443722163536
6.3500000000000005,1.9727570888268136
6.45,1.9566599789359196
6.550000000000001,1.948991994532905
6.65,1.9469724323694741
6.75,1.952873464451576
6.8500000000000005,1.9524561355469028
6.95,1.932134762427095
7.050000000000001,1.9110536472200401
7.15,1.9296155823055678
7.25,1.9344614758533623
7.3500000000000005,1.9193157544000967
7.45,1.930647923853729
7.550000000000001,1.9129831163073479
7.65,1.926163461649841
7.75,1.928162968112352
7.8500000000000005,1.9225804862617155
7.95,1.9111573771488986
