r_angstrom,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0005664964893129339
0.75,0.11105597176490761
0.8500000000000001,0.38957708744640046
0.95,38.18749068276842
1.05,8.757304803003768
1.1500000000000001,0.5624828242052876
1.25,0.31095672094174126
1.35,0.26528199111337364
1.4500000000000002,0.27378081521854386
1.55,0.5102700916608567
1.6500000000000001,1.1381294215418238
1.75,1.7307068928457978
1.85,1.8937783150258793
1.9500000000000002,1.5679363943094649
2.05,1.0816504009103394
2.1500000000000004,0.8371500678349086
2.25,0.7088860113422837
2.3500000000000005,0.6497522395449236
2.45,0.6773028251155122
2.55,0.8786833174150109
2.6500000000000004,1.2008648645255868
2.75,1.585577979324624
2.8500000000000005,2.2168526304691967
2.95,3.180280695961159
3.05,4.190392343887777
3.1500000000000004,4.399722459828189
3.25,3.80787610186368
3.3500000000000005,3.240501006656806
3.45,2.8114488995348808
3.55,2.6278070739336474
3.6500000000000004,2.5776834025968736
3.75,3.358009204797084
3.8500000000000005,2.797633118933359
3.95,2.077946701640825
4.050000000000001,2.0334929832555773
4.15,1.9421912341555119
4.25,1.9127307429124347
4.35,1.8937486659138458
4.45,1.8924100225941678
4.550000000000001,1.9158101987864404
4.65,1.892973858195723
4.75,1.9899375848183898
4.8500000000000005,1.9734585253876566
4.95,2.0439325118105756
5.050000000000001,2.0782662027357577
5.15,2.136663603347285
5.25,2.179029491194273
5.3500000000000005,2.1684815651735403
5.45,2.1303195127152006
5.550000000000001,2.115441756650461
5.65,2.0997109635687483
5.75,2.050441731999721
5.8500000000000005,2.0035232381043806
5.95,2.0182505338261674
6.050000000000001,2.084969028710163
6.15,2.0728405350357555
6.25,2.066180270717781
6.3500000000000005,2.0459740905628827
6.45,1.994277955181899
6.550000000000001,1.9473495242923593
6.65,1.9170258812294463
6.75,1.9345045696122751
6.8500000000000005,1.919731465383207
6.95,1.9073948230062758
7.050000000000001,1.8955826223614425
7.15,1.9186955185679007
7.25,1.929060762411629
7.3500000000000005,1.8817112994092224
7.45,1.878038694415601
7.550000000000001,1.8785556764629245
7.65,1.8790174543699267
7.75,1.855864875895243
7.8500000000000005,1.8253900664056237
7.95,1.8150552895504901
