Delta_A,Free_Energy_kcal_mol
-0.98,0.06133274205761352
-0.94,0.027112554591152915
-0.9,0.0
-0.86,0.0009419390919903625
-0.8200000000000001,0.014827051756487353
-0.78,0.047978172087847715
-0.74,0.11059262594461383
-0.7,0.19825040185263654
-0.6599999999999999,0.3221694007207876
-0.62,0.4883355919706847
-0.5800000000000001,0.70303792072734
-0.54,0.9413147545722761
-0.5,1.1988032653244485
-0.45999999999999996,1.4972704842957565
-0.42,1.8032617608417167
-0.38,2.101440027450114
-0.33999999999999997,2.4329175678600254
-0.3,2.7681887672657766
-0.26,3.1186043883914234
-0.21999999999999997,3.59359321409121
-0.18,4.0780888738767676
-0.14,4.305783481170042
-0.09999999999999998,4.445785740639443
-0.06,4.762125731465413
-0.020000000000000018,4.148306553286813
0.020000000000000018,4.169987532767924
0.06000000000000005,5.1753532071990636
0.10000000000000009,6.5480651684180575
0.14,14.324955644835844
0.17999999999999994,14.324955644835844
0.21999999999999997,14.324955644835844
0.26,14.324955644835844
0.30000000000000004,14.324955644835844
0.3400000000000001,14.324955644835844
0.3800000000000001,14.324955644835844
0.42000000000000004,14.324955644835844
0.45999999999999996,14.324955644835844
0.5,14.324955644835844
0.54,14.324955644835844
0.5800000000000001,14.324955644835844
0.6200000000000001,14.324955644835844
0.66,14.324955644835844
0.7,14.324955644835844
0.74,14.324955644835844
0.78,14.324955644835844
0.8200000000000001,14.324955644835844
0.8600000000000001,14.324955644835844
0.9,14.324955644835844
0.94,14.324955644835844
0.98,14.324955644835844
