time_fs,time_ps,n_hbonds,betti_0,betti_1,betti_2,euler_characteristic
2108.0,2.108,160,1,61,0,-60
2108.5,2.1085,161,1,62,0,-61
2109.0,2.109,162,1,63,0,-62
2109.5,2.1095,160,1,62,0,-61
2110.0,2.11,159,1,61,0,-60
2110.5,2.1105,158,1,60,0,-59
2111.0,2.111,158,1,60,0,-59
2111.5,2.1115,158,1,60,0,-59
2112.0,2.112,159,1,61,0,-60
2112.5,2.1125,158,1,60,0,-59
2113.0,2.113,158,1,60,0,-59
2113.5,2.1135,159,1,61,0,-60
2114.0,2.114,160,1,61,0,-60
2114.5,2.1145,159,1,60,0,-59
2115.0,2.115,160,1,61,0,-60
2115.5,2.1155,161,1,62,0,-61
2116.0,2.116,161,1,62,0,-61
2116.5,2.1165,160,1,61,0,-60
2117.0,2.117,160,1,61,0,-60
2117.5,2.1175,160,1,61,0,-60
2118.0,2.118,160,1,61,0,-60
2118.5,2.1185,159,1,60,0,-59
2119.0,2.119,158,1,60,0,-59
2119.5,2.1195,158,1,60,0,-59
2120.0,2.12,158,1,59,0,-58
2120.5,2.1205,158,1,59,0,-58
2121.0,2.121,158,1,59,0,-58
2121.5,2.1215,158,1,59,0,-58
2122.0,2.122,160,1,60,0,-59
2122.5,2.1225,160,1,60,0,-59
2123.0,2.123,159,1,59,0,-58
2123.5,2.1235,159,1,59,0,-58
2124.0,2.124,159,1,59,0,-58
2124.5,2.1245,158,1,58,0,-57
2125.0,2.125,158,1,58,0,-57
2125.5,2.1255,158,1,58,0,-57
2126.0,2.126,156,1,57,0,-56
2126.5,2.1265,155,1,56,0,-55
2127.0,2.127,156,1,57,0,-56
2127.5,2.1275,157,1,58,0,-57
2128.0,2.128,158,1,59,0,-58
2128.5,2.1285,158,1,59,0,-58
2129.0,2.129,156,1,57,0,-56
2129.5,2.1295,156,1,57,0,-56
2130.0,2.13,158,1,58,0,-57
2130.5,2.1305,158,1,58,0,-57
2131.0,2.131,157,1,57,0,-56
2131.5,2.1315,157,1,57,0,-56
2132.0,2.132,154,1,55,0,-54
2132.5,2.1325,152,1,54,0,-53
2133.0,2.133,152,1,54,0,-53
2133.5,2.1335,152,1,54,0,-53
2134.0,2.134,152,1,54,0,-53
2134.5,2.1345,153,1,54,0,-53
2135.0,2.135,154,1,55,0,-54
2135.5,2.1355,155,1,56,0,-55
2136.0,2.136,156,1,56,0,-55
2136.5,2.1365,157,1,57,0,-56
2137.0,2.137,157,1,57,0,-56
2137.5,2.1375,157,1,57,0,-56
2138.0,2.138,156,1,56,0,-55
2138.5,2.1385,154,1,55,0,-54
2139.0,2.139,153,1,54,0,-53
2139.5,2.1395,154,1,55,0,-54
2140.0,2.14,160,1,58,0,-57
2140.5,2.1405,160,1,58,0,-57
2141.0,2.141,160,1,58,0,-57
2141.5,2.1415,155,1,56,0,-55
2142.0,2.142,156,1,57,0,-56
2142.5,2.1425,156,1,59,0,-58
2143.0,2.143,157,1,60,0,-59
2143.5,2.1435,157,1,60,0,-59
2144.0,2.144,158,1,61,0,-60
2144.5,2.1445,158,1,61,0,-60
2145.0,2.145,157,1,60,0,-59
2145.5,2.1455,156,1,59,0,-58
2146.0,2.146,158,1,60,0,-59
2146.5,2.1465,158,1,60,0,-59
2147.0,2.147,157,1,60,0,-59
2147.5,2.1475,156,1,59,0,-58
2148.0,2.148,156,1,59,0,-58
2148.5,2.1485,155,1,57,0,-56
2149.0,2.149,157,1,57,0,-56
2149.5,2.1495,158,1,58,0,-57
2150.0,2.15,156,1,56,0,-55
2150.5,2.1505,162,1,60,0,-59
2151.0,2.151,161,1,59,0,-58
2151.5,2.1515,162,1,60,0,-59
2152.0,2.152,162,1,60,0,-59
2152.5,2.1525,157,1,58,0,-57
2153.0,2.153,158,1,59,0,-58
2153.5,2.1535,157,1,58,0,-57
2154.0,2.154,157,1,58,0,-57
2154.5,2.1545,158,1,59,0,-58
2155.0,2.155,157,1,59,0,-58
2155.5,2.1555,156,1,58,0,-57
2156.0,2.156,153,1,56,0,-55
2156.5,2.1565,152,1,55,0,-54
2157.0,2.157,153,1,56,0,-55
2157.5,2.1575,151,1,54,0,-53
2158.0,2.158,151,1,54,0,-53
2158.5,2.1585,151,1,54,0,-53
2159.0,2.159,153,1,57,0,-56
2159.5,2.1595,152,1,57,0,-56
2160.0,2.16,152,1,56,0,-55
2160.5,2.1605,151,1,56,0,-55
2161.0,2.161,152,1,57,0,-56
2161.5,2.1615,152,1,57,0,-56
2162.0,2.162,152,1,57,0,-56
2162.5,2.1625,155,1,59,0,-58
2163.0,2.163,155,1,59,0,-58
2163.5,2.1635,155,1,59,0,-58
2164.0,2.164,156,1,59,0,-58
2164.5,2.1645,155,1,58,0,-57
2165.0,2.165,155,1,58,0,-57
2165.5,2.1655,155,1,58,0,-57
2166.0,2.166,155,1,58,0,-57
2166.5,2.1665,155,1,58,0,-57
2167.0,2.167,154,1,58,0,-57
2167.5,2.1675,155,1,59,0,-58
2168.0,2.168,155,1,59,0,-58
2168.5,2.1685,156,1,60,0,-59
2169.0,2.169,155,1,60,0,-59
2169.5,2.1695,155,1,60,0,-59
2170.0,2.17,154,1,59,0,-58
2170.5,2.1705,154,1,59,0,-58
2171.0,2.171,151,1,57,0,-56
2171.5,2.1715,151,1,57,0,-56
2172.0,2.172,150,1,56,0,-55
2172.5,2.1725,152,1,57,0,-56
2173.0,2.173,152,1,57,0,-56
2173.5,2.1735,153,1,58,0,-57
2174.0,2.174,154,1,59,0,-58
2174.5,2.1745,153,1,58,0,-57
2175.0,2.175,153,1,58,0,-57
2175.5,2.1755,153,1,58,0,-57
2176.0,2.176,154,1,58,0,-57
2176.5,2.1765,154,1,58,0,-57
2177.0,2.177,156,1,59,0,-58
2177.5,2.1775,156,1,59,0,-58
2178.0,2.178,156,1,59,0,-58
2178.5,2.1785,155,1,58,0,-57
2179.0,2.179,155,1,58,0,-57
2179.5,2.1795,155,1,58,0,-57
2180.0,2.18,155,1,58,0,-57
2180.5,2.1805,152,1,56,0,-55
2181.0,2.181,152,1,56,0,-55
2181.5,2.1815,152,1,56,0,-55
2182.0,2.182,154,1,58,0,-57
2182.5,2.1825,154,1,57,0,-56
2183.0,2.183,154,1,57,0,-56
2183.5,2.1835,154,1,57,0,-56
2184.0,2.184,154,1,57,0,-56
2184.5,2.1845,156,1,58,0,-57
2185.0,2.185,156,1,58,0,-57
2185.5,2.1855,157,1,59,0,-58
2186.0,2.186,156,1,58,0,-57
2186.5,2.1865,154,1,57,0,-56
2187.0,2.187,154,1,57,0,-56
2187.5,2.1875,154,1,57,0,-56
2188.0,2.188,156,1,58,0,-57
2188.5,2.1885,157,1,58,0,-57
2189.0,2.189,157,1,58,0,-57
2189.5,2.1895,159,1,60,0,-59
2190.0,2.19,159,1,60,0,-59
2190.5,2.1905,159,1,60,0,-59
2191.0,2.191,159,1,59,0,-58
2191.5,2.1915,160,1,59,0,-58
