Time_ps,HBonds_per_Interfacial_Water,N_Interfacial_Water
2.0,1.736842105263158,38
2.0005,1.7105263157894737,38
2.001,1.736842105263158,38
2.0015,1.736842105263158,38
2.002,1.736842105263158,38
2.0025,1.736842105263158,38
2.003,1.736842105263158,38
2.0035,1.736842105263158,38
2.004,1.736842105263158,38
2.0045,1.736842105263158,38
2.005,1.736842105263158,38
2.0055,1.736842105263158,38
2.006,1.736842105263158,38
2.0065,1.736842105263158,38
2.007,1.736842105263158,38
2.0075,1.736842105263158,38
2.008,1.736842105263158,38
2.0085,1.736842105263158,38
2.009,1.736842105263158,38
2.0095,1.736842105263158,38
2.01,1.736842105263158,38
2.0105,1.7105263157894737,38
2.011,1.7105263157894737,38
2.0115,1.7105263157894737,38
2.012,1.7105263157894737,38
2.0125,1.7105263157894737,38
2.013,1.7105263157894737,38
2.0135,1.7105263157894737,38
2.014,1.7105263157894737,38
2.0145,1.7105263157894737,38
2.015,1.7105263157894737,38
2.0155,1.7105263157894737,38
2.016,1.7105263157894737,38
2.0165,1.736842105263158,38
2.017,1.736842105263158,38
2.0175,1.6842105263157894,38
2.018,1.6842105263157894,38
2.0185,1.6842105263157894,38
2.019,1.6842105263157894,38
2.0195,1.6842105263157894,38
2.02,1.6842105263157894,38
2.0205,1.6842105263157894,38
2.021,1.736842105263158,38
2.0215,1.7105263157894737,38
2.022,1.7105263157894737,38
2.0225,1.7105263157894737,38
2.023,1.7105263157894737,38
2.0235,1.7105263157894737,38
2.024,1.7105263157894737,38
2.0245,1.7105263157894737,38
2.025,1.6842105263157894,38
2.0255,1.6842105263157894,38
2.026,1.6842105263157894,38
2.0265,1.6842105263157894,38
2.027,1.6842105263157894,38
2.0275,1.6842105263157894,38
2.028,1.6842105263157894,38
2.0285,1.6842105263157894,38
2.029,1.6842105263157894,38
2.0295,1.6842105263157894,38
2.03,1.6842105263157894,38
2.0305,1.6842105263157894,38
2.031,1.6842105263157894,38
2.0315,1.6842105263157894,38
2.032,1.6578947368421053,38
2.0325,1.6842105263157894,38
2.033,1.6842105263157894,38
2.0335,1.6842105263157894,38
2.034,1.6842105263157894,38
2.0345,1.6842105263157894,38
2.035,1.6842105263157894,38
2.0355,1.6923076923076923,39
2.036,1.6923076923076923,39
2.0365,1.6923076923076923,39
2.037,1.6923076923076923,39
2.0375,1.6923076923076923,39
2.038,1.6923076923076923,39
2.0385,1.7435897435897436,39
2.039,1.7435897435897436,39
2.0395,1.7179487179487178,39
2.04,1.7179487179487178,39
2.0405,1.7179487179487178,39
2.041,1.7179487179487178,39
2.0415,1.7179487179487178,39
2.042,1.6923076923076923,39
2.0425,1.6923076923076923,39
2.043,1.6923076923076923,39
2.0435,1.6923076923076923,39
2.044,1.6923076923076923,39
2.0445,1.6923076923076923,39
2.045,1.6923076923076923,39
2.0455,1.7,40
2.046,1.7,40
2.0465,1.65,40
2.047,1.65,40
2.0475,1.65,40
2.048,1.65,40
2.0485,1.675,40
2.049,1.65,40
2.0495,1.65,40
2.05,1.65,40
2.0505,1.65,40
2.051,1.65,40
2.0515,1.65,40
2.052,1.65,40
2.0525,1.65,40
2.053,1.65,40
2.0535,1.65,40
2.054,1.65,40
2.0545,1.7,40
2.055,1.675,40
2.0555,1.65,40
2.056,1.65,40
2.0565,1.65,40
2.057,1.65,40
2.0575,1.65,40
2.058,1.625,40
2.0585,1.6585365853658536,41
2.059,1.6585365853658536,41
2.0595,1.6585365853658536,41
2.06,1.6341463414634145,41
2.0605,1.6341463414634145,41
2.061,1.6341463414634145,41
2.0615,1.6341463414634145,41
2.062,1.6341463414634145,41
2.0625,1.6341463414634145,41
2.063,1.6585365853658536,41
2.0635,1.6341463414634145,41
2.064,1.6585365853658536,41
2.0645,1.6585365853658536,41
2.065,1.6341463414634145,41
2.0655,1.6341463414634145,41
2.066,1.6585365853658536,41
2.0665,1.6585365853658536,41
2.067,1.6585365853658536,41
2.0675,1.7073170731707317,41
2.068,1.7317073170731707,41
2.0685,1.6829268292682926,41
2.069,1.6829268292682926,41
2.0695,1.6829268292682926,41
2.07,1.6829268292682926,41
2.0705,1.6829268292682926,41
2.071,1.6585365853658536,41
2.0715,1.6585365853658536,41
2.072,1.6341463414634145,41
2.0725,1.6341463414634145,41
2.073,1.6428571428571428,42
2.0735,1.6428571428571428,42
2.074,1.619047619047619,42
2.0745,1.619047619047619,42
2.075,1.6428571428571428,42
2.0755,1.619047619047619,42
2.076,1.6428571428571428,42
2.0765,1.6428571428571428,42
2.077,1.6428571428571428,42
2.0775,1.6428571428571428,42
2.078,1.6428571428571428,42
